uid,settlement_ru,district,street_ru,housenumber,current_zone,snap_distance_m,central_A_duration_min,central_B_distance_km,central_C_generalized_km,central_D_time_value,central_shortest_distance_km,central_segment_status,central_segment_flags,bam_B_distance_km,outer_B_distance_km
w315618165,Бендеры,Хомутяновка,Железнодорожная улица,52,3,19.7,6.15,5.3488,5.3453,8.422,5.3488,OK,,2.8407,4.6303
w184989544,Бендеры,Хомутяновка,Железнодорожная улица,52а,3,56.7,6.19,5.7032,5.7001,8.797,5.7032,OWNER_REVIEW_ROUTE,segment_highway_service,2.2244,4.014
w315425254,Бендеры,Хомутяновка,Железнодорожная улица,53,3,21.5,6.0,5.289,5.2855,8.291,5.289,OK,,3.0253,4.8149
w315618154,Бендеры,Хомутяновка,Железнодорожная улица,54,3,29.8,6.11,5.332,5.3285,8.385,5.332,OK,,2.8575,4.6471
w315425247,Бендеры,Хомутяновка,Железнодорожная улица,55,3,35.6,5.96,5.2711,5.2677,8.251,5.2711,OK,,3.0074,4.7971
w315618155,Бендеры,Хомутяновка,Железнодорожная улица,56,3,23.6,6.07,5.3163,5.3129,8.35,5.3163,OK,,2.8732,4.6628
w315425245,Бендеры,Хомутяновка,Железнодорожная улица,57,3,26.7,5.93,5.2581,5.2546,8.222,5.2581,OK,,2.9943,4.784
w315425252,Бендеры,Хомутяновка,Железнодорожная улица,58,3,18.3,6.03,5.2983,5.2948,8.311,5.2983,OK,,2.8912,4.6809
w315425250,Бендеры,Хомутяновка,Железнодорожная улица,60,3,18.4,5.99,5.2821,5.2786,8.275,5.2821,OK,,3.0183,4.808
w315425248,Бендеры,Хомутяновка,Железнодорожная улица,62,3,17.4,5.94,5.2649,5.2614,8.237,5.2649,OK,,3.0012,4.7908
w315193170,Бендеры,Хомутяновка,Железнодорожная улица,63,3,21.9,5.97,5.2539,5.2504,8.241,5.2539,OK,,2.9902,4.7798
w315193163,Бендеры,Хомутяновка,Железнодорожная улица,65,3,22.1,5.95,5.1815,5.178,8.155,5.1815,OK,,3.0062,4.7959
w315193149,Бендеры,Хомутяновка,Железнодорожная улица,67,3,21.4,5.92,5.1687,5.1653,8.126,5.1687,OK,,3.019,4.8086
w315425219,Бендеры,Хомутяновка,Железнодорожная улица,68,3,16.6,5.97,5.2534,5.25,8.24,5.2534,OK,,2.9897,4.7794
w315193143,Бендеры,Хомутяновка,Железнодорожная улица,69,3,22.8,5.88,5.1541,5.1507,8.094,5.1541,OK,,3.0336,4.8232
w315425218,Бендеры,Хомутяновка,Железнодорожная улица,70,3,18.2,5.94,5.1792,5.1757,8.149,5.1792,OK,,3.0085,4.7982
w315108372,Бендеры,Хомутяновка,Железнодорожная улица,71,3,28.3,5.85,5.1417,5.1383,8.068,5.1417,OK,,3.046,4.8356
w315193130,Бендеры,Хомутяновка,Железнодорожная улица,72,3,22.7,5.9,5.1631,5.1597,8.114,5.1631,OK,,3.0246,4.8142
w315108371,Бендеры,Хомутяновка,Железнодорожная улица,73,3,21.6,5.81,5.1251,5.1217,8.031,5.1251,OK,,3.0626,4.8522
w315193155,Бендеры,Хомутяновка,Железнодорожная улица,74,3,17.5,5.86,5.1461,5.1427,8.077,5.1461,OK,,3.0416,4.8312
w315108370,Бендеры,Хомутяновка,Железнодорожная улица,75,3,21.8,5.77,5.1094,5.1059,7.995,5.1094,OK,,3.1953,4.9849
w315108369,Бендеры,Хомутяновка,Железнодорожная улица,77,3,21.9,5.74,5.0944,5.091,7.962,5.0944,OK,,3.1803,4.9699
w315193133,Бендеры,Хомутяновка,Железнодорожная улица,80,3,18.4,5.71,5.0859,5.0825,7.943,5.0859,OK,,3.1718,4.9614
w302074717,Бендеры,Хомутяновка,Железнодорожная улица,85,3,20.0,5.56,5.0226,5.0192,7.805,5.0226,OK,,3.2831,5.0728
w302074724,Бендеры,Хомутяновка,Железнодорожная улица,86,3,18.5,5.56,5.0224,5.019,7.804,5.0224,OK,,3.2829,5.0725
w302074719,Бендеры,Хомутяновка,Железнодорожная улица,87,3,21.2,5.52,5.0045,5.0011,7.765,5.0045,OK,,3.265,5.0546
w302074718,Бендеры,Хомутяновка,Железнодорожная улица,88,3,17.8,5.52,5.0052,5.0018,7.767,5.0052,OK,,3.2657,5.0553
w302074720,Бендеры,Хомутяновка,Железнодорожная улица,89,3,24.0,5.48,4.9856,4.9822,7.724,4.9856,OK,,3.2461,5.0357
w297019342,Бендеры,Хомутяновка,Железнодорожная улица,90,3,18.0,5.47,4.9833,4.9799,7.718,4.9833,OK,,3.2438,5.0334
w209287641,Бендеры,Хомутяновка,Железнодорожная улица,93,3,9.5,5.88,4.8727,4.8692,7.81,4.8727,OWNER_REVIEW_ROUTE,segment_highway_service,3.426,6.1252
w318406781,Бендеры,Хомутяновка,Железнодорожная улица,95,3,20.8,5.46,4.6572,4.6537,7.386,4.6572,OK,,3.6273,5.9096
w318406779,Бендеры,Хомутяновка,Железнодорожная улица,97а,3,20.0,5.39,4.5702,4.5667,7.267,4.5702,OK,,3.6545,5.8227
w209287691,Бендеры,Хомутяновка,Железнодорожная улица,98,3,27.1,5.54,4.7993,4.7959,7.572,4.7993,OK,,3.3906,6.0518
w209287682,Бендеры,Хомутяновка,Железнодорожная улица,100,3,9.3,5.87,4.8288,4.8252,7.765,4.8288,OWNER_REVIEW_ROUTE,segment_highway_service,3.5452,6.0812
w302067664,Бендеры,Хомутяновка,Железнодорожная улица,102,3,22.8,5.37,4.6443,4.6408,7.328,4.6443,OK,,3.6144,5.8967
w302067666,Бендеры,Хомутяновка,Железнодорожная улица,104,3,12.1,5.33,4.6275,4.624,7.291,4.6275,OK,,3.5976,5.8799
w318406795,Бендеры,Хомутяновка,Железнодорожная улица,116,3,9.5,5.31,4.5334,4.5299,7.186,4.5334,OK,,3.7445,5.7859
n2339105464,Бендеры,Хомутяновка,Железнодорожный тупик,2,3,7.5,5.93,5.1385,5.135,8.104,5.1385,OK,,3.1024,4.892
w315425256,Бендеры,Хомутяновка,Железнодорожный тупик,5,3,12.4,6.03,5.179,5.1754,8.193,5.179,OK,,3.1429,4.9325
w315193157,Бендеры,Хомутяновка,Железнодорожный тупик,76,3,13.2,5.91,5.1298,5.1264,8.085,5.1298,OK,,3.0937,4.8834
w315193131,Бендеры,Хомутяновка,Железнодорожный тупик,78,3,10.4,5.92,5.1322,5.1287,8.091,5.1322,OK,,3.0961,4.8857
w91850354,Бендеры,Хомутяновка,Кагульская улица,2,3,16.7,6.81,5.6821,5.6778,9.086,5.6821,OWNER_REVIEW_ROUTE,segment_highway_service,3.2612,5.0508
w209273586,Бендеры,Хомутяновка,Кагульская улица,4,4,15.4,7.45,5.975,5.9707,9.702,5.975,OWNER_REVIEW_ROUTE,segment_highway_service,3.0396,4.8292
w352110827,Бендеры,Хомутяновка,Кагульская улица,5,3,8.0,6.99,5.802,5.7977,9.298,5.802,OK,,3.126,4.9157
w352111432,Бендеры,Хомутяновка,Кагульская улица,7,3,18.4,7.04,5.8226,5.8182,9.343,5.8226,OK,,3.1055,4.8951
w352111431,Бендеры,Хомутяновка,Кагульская улица,9,3,20.4,7.09,5.8427,5.8383,9.388,5.8427,OK,,3.0854,4.875
w352064500,Бендеры,Хомутяновка,Кагульская улица,11,3,17.3,7.14,5.8659,5.8615,9.438,5.8659,OK,,3.0622,4.8518
w528507076,Бендеры,Хомутяновка,Кагульская улица,13,3,10.6,7.21,5.8941,5.8897,9.501,5.8941,OK,,3.034,4.8236
w302368617,Бендеры,Хомутяновка,Киевская улица,1,3,9.8,5.42,4.7145,4.7107,7.425,4.7145,OK,,3.6846,5.9669
w303915694,Бендеры,Хомутяновка,Киевская улица,3,3,18.2,5.35,4.6846,4.6809,7.36,4.6846,OK,,3.6548,5.9371
w161058108,Бендеры,Хомутяновка,Киевская улица,6,3,13.4,5.33,4.6243,4.6209,7.292,4.6243,OWNER_REVIEW_ROUTE,segment_highway_service,3.5945,5.8768
w303915689,Бендеры,Хомутяновка,Киевская улица,7,3,10.7,5.16,4.6051,4.6016,7.184,4.6051,OK,,3.5752,5.8575
w303915687,Бендеры,Хомутяновка,Киевская улица,8а,3,13.2,5.29,4.6118,4.6084,7.254,4.6118,OWNER_REVIEW_ROUTE,segment_highway_service,3.5819,5.8642
w303915686,Бендеры,Хомутяновка,Киевская улица,9,3,16.0,5.09,4.5763,4.5728,7.12,4.5763,OK,,3.5464,5.8287
w302066925,Бендеры,Хомутяновка,Киевская улица,10,3,12.7,4.83,4.4665,4.4634,6.88,4.4665,OK,,3.4366,5.7189
w301982088,Бендеры,Хомутяновка,Киевская улица,11,3,10.6,5.37,4.6919,4.6882,7.376,4.6919,OK,,3.662,5.9443
w303915681,Бендеры,Хомутяновка,Киевская улица,11,3,15.2,5.04,4.5556,4.5523,7.076,4.5556,OK,,3.5258,5.8081
w302066923,Бендеры,Хомутяновка,Киевская улица,12,3,15.2,4.74,4.4292,4.4262,6.798,4.4292,OK,,3.3994,5.6817
w303915677,Бендеры,Хомутяновка,Киевская улица,17,3,15.6,4.85,4.4769,4.4737,6.903,4.4769,OK,,3.447,5.7293
w304088436,Бендеры,Хомутяновка,Киевская улица,19,3,15.1,4.82,4.4639,4.4608,6.874,4.4639,OK,,3.434,5.7163
w304088437,Бендеры,Хомутяновка,Киевская улица,21,3,20.0,4.78,4.4469,4.4439,6.837,4.4469,OK,,3.4171,5.6994
w302066924,Бендеры,Хомутяновка,Киевская улица,22/1,3,16.4,4.87,4.485,4.4818,6.921,4.485,OK,,3.4551,5.7374
w304088440,Бендеры,Хомутяновка,Киевская улица,23,3,14.5,4.66,4.3959,4.393,6.726,4.3959,OK,,3.3896,5.6484
w310488383,Бендеры,Хомутяновка,Киевская улица,25,3,14.6,4.81,4.4245,4.4215,6.829,4.4245,OK,,3.3946,5.6769
w310488384,Бендеры,Хомутяновка,Киевская улица,27,3,18.0,4.87,4.4511,4.448,6.887,4.4511,OK,,3.4212,5.7035
w310488385,Бендеры,Хомутяновка,Киевская улица,29,3,17.9,4.91,4.4659,4.4628,6.92,4.4659,OK,,3.4361,5.7184
w310488387,Бендеры,Хомутяновка,Киевская улица,31,3,19.2,5.14,4.5275,4.5243,7.097,4.5275,OK,,3.4977,5.78
w318406775,Бендеры,Хомутяновка,Киевская улица,33,3,14.8,5.12,4.5554,4.5521,7.116,4.5554,OK,,3.5256,5.8079
w318406776,Бендеры,Хомутяновка,Киевская улица,33а,3,15.1,5.08,4.5396,4.5363,7.081,4.5396,OK,,3.5097,5.792
w318406774,Бендеры,Хомутяновка,Киевская улица,35,3,17.6,5.17,4.5744,4.571,7.158,4.5744,OK,,3.5446,5.8269
w209287696,Бендеры,Хомутяновка,Киевская улица,36,3,20.5,5.18,4.5785,4.5751,7.167,4.5785,OK,,3.5487,5.8309
w318406772,Бендеры,Хомутяновка,Киевская улица,37,3,13.3,5.21,4.5922,4.5888,7.196,4.5922,OK,,3.5624,5.8446
n2322107937,Бендеры,Хомутяновка,Киевская улица,43,3,26.7,4.64,4.3796,4.3767,6.702,4.3796,OK,,3.4059,5.6321
w304088444,Бендеры,Хомутяновка,Киевская улица,45,3,20.2,4.63,4.3595,4.3565,6.673,4.3595,OK,,3.426,5.6119
w302066929,Бендеры,Хомутяновка,Киевская улица,138,3,23.0,4.72,4.462,4.459,6.823,4.462,OK,,3.3235,5.7144
n2334239345,Бендеры,Хомутяновка,Киевская улица,140,3,13.6,4.64,4.3803,4.3773,6.703,4.3803,OK,,3.4052,5.6327
w310488388,Бендеры,Хомутяновка,Киевская улица,142,3,24.6,4.62,4.3567,4.3538,6.668,4.3567,OK,,3.4288,5.6091
w209267167,Бендеры,Борисовка,Кишинёвская улица,1,4,35.8,6.85,6.5654,6.5624,9.99,4.7745,OWNER_REVIEW_ROUTE,segment_highway_service,1.4394,3.229
w209267130,Бендеры,Борисовка,Кишинёвская улица,1а,4,21.7,7.14,6.4418,6.4386,10.009,4.9374,OWNER_REVIEW_ROUTE,segment_highway_service,1.6023,3.3919
w209267161,Бендеры,Борисовка,Кишинёвская улица,1б,4,14.4,7.06,6.4244,6.4211,9.957,4.92,OWNER_REVIEW_ROUTE,segment_highway_service,1.5849,3.3745
w316027129,Бендеры,Борисовка,Кишинёвская улица,3,4,31.1,6.87,6.4032,6.4,9.837,4.8589,OWNER_REVIEW_ROUTE,segment_highway_service,1.5238,3.3134
n2334331709,Бендеры,Борисовка,Кишинёвская улица,4,4,0.1,7.94,7.1895,7.1859,11.158,4.9513,OWNER_REVIEW_ROUTE,segment_highway_service,1.6161,3.4058
w316027128,Бендеры,Борисовка,Кишинёвская улица,5,4,10.9,6.9,6.412,6.4088,9.863,4.8501,OWNER_REVIEW_ROUTE,segment_highway_service,1.515,3.3046
w316027126,Бендеры,Борисовка,Кишинёвская улица,7,4,17.3,6.96,6.3984,6.3952,9.879,4.894,OWNER_REVIEW_ROUTE,segment_highway_service,1.5589,3.3485
w303915656,Бендеры,Борисовка,Кишинёвская улица,8,4,13.6,8.07,7.2233,7.2197,11.259,4.9851,OWNER_REVIEW_ROUTE,segment_highway_service,1.65,3.4396
n5172819425,Бендеры,Борисовка,Кишинёвская улица,8/1,4,10.7,7.9,7.1805,7.1769,11.131,4.9423,OWNER_REVIEW_ROUTE,segment_highway_service,1.6071,3.3968
n5172818452,Бендеры,Борисовка,Кишинёвская улица,8/2,4,5.3,7.94,7.1897,7.1861,11.158,4.9514,OWNER_REVIEW_ROUTE,segment_highway_service,1.6163,3.406
w316027125,Бендеры,Борисовка,Кишинёвская улица,9,4,19.4,6.77,6.3794,6.3763,9.764,4.8827,OWNER_REVIEW_ROUTE,segment_highway_service,1.5476,3.3372
w303915657,Бендеры,Борисовка,Кишинёвская улица,10,4,14.1,7.96,7.1944,7.1909,11.173,4.9562,OWNER_REVIEW_ROUTE,segment_highway_service,1.6211,3.4108
w303915659,Бендеры,Борисовка,Кишинёвская улица,12,4,29.5,7.69,7.1232,7.1197,10.966,4.8849,OWNER_REVIEW_ROUTE,segment_highway_service,1.5498,3.3395
n5172818844,Бендеры,Борисовка,Кишинёвская улица,12/3,4,21.4,7.67,7.1161,7.1126,10.953,4.8778,OWNER_REVIEW_ROUTE,segment_highway_service,1.5427,3.3324
w303915660,Бендеры,Борисовка,Кишинёвская улица,14,4,26.9,9.15,7.1602,7.1566,11.733,4.9219,OWNER_REVIEW_ROUTE,segment_highway_service,1.5868,3.3765
n2334331706,Бендеры,Борисовка,Кишинёвская улица,16,4,21.0,7.65,7.0981,7.0946,10.921,4.8599,OWNER_REVIEW_ROUTE,segment_highway_service,1.5248,3.3144
n2334331710,Бендеры,Борисовка,Кишинёвская улица,20,4,12.2,8.8,7.0864,7.0829,11.488,4.8481,OWNER_REVIEW_ROUTE,segment_highway_service,1.513,3.3027
n2334331711,Бендеры,Борисовка,Кишинёвская улица,24,4,25.6,7.54,7.0235,7.0202,10.792,4.7853,OWNER_REVIEW_ROUTE,segment_highway_service,1.4502,3.2398
n5172818456,Бендеры,Борисовка,Кишинёвская улица,34/2,4,27.8,7.36,6.9046,6.9013,10.584,4.6664,OWNER_REVIEW_ROUTE,segment_highway_service,1.3313,3.1209
w316027473,Бендеры,Борисовка,Кишинёвская улица,54,2,28.9,7.22,4.4466,4.4419,8.056,4.4466,OWNER_REVIEW_ROUTE,segment_highway_service,1.1115,2.9012
w316027884,Бендеры,Борисовка,Кишинёвская улица,60,4,26.9,6.95,6.6352,6.6322,10.112,4.8443,OWNER_REVIEW_ROUTE,segment_highway_service,1.5092,3.2988
n2325366591,Бендеры,Борисовка,Кишинёвская улица,76,4,10.5,6.71,6.4699,6.467,9.822,4.679,OWNER_REVIEW_ROUTE,segment_highway_service,1.3439,3.1336
n4886201637,Бендеры,Борисовка,Кишинёвская улица,78,4,42.8,6.59,6.4648,6.4619,9.758,4.6558,OWNER_REVIEW_ROUTE,segment_highway_service,1.3207,3.1103
n2334331712,Бендеры,Борисовка,Кишинёвский переулок,32,4,22.4,7.6,6.9763,6.9729,10.775,4.7381,OWNER_REVIEW_ROUTE,segment_highway_service,1.403,3.1926
n2334331713,Бендеры,Борисовка,Кишинёвский переулок,34,4,12.6,7.6,6.979,6.9756,10.78,4.7408,OWNER_REVIEW_ROUTE,segment_highway_service,1.4056,3.1953
w316027138,Бендеры,Борисовка,Кишинёвский переулок,38,4,44.7,7.7,7.0179,7.0145,10.866,4.7797,OWNER_REVIEW_ROUTE,segment_highway_service,1.4446,3.2342
w319620046,Бендеры,Борисовка,Кишинёвский тупик,1,2,7.3,6.88,4.4645,4.4588,7.903,4.4645,OWNER_REVIEW_ROUTE,segment_highway_service,1.1294,2.919
w352667518,Бендеры,Борисовка,Кишинёвский тупик,1,2,14.3,6.82,4.4511,4.4454,7.859,4.4511,OWNER_REVIEW_ROUTE,segment_highway_service,1.116,2.9056
w352148079,Бендеры,Борисовка,Кишинёвский тупик,2,3,10.2,7.02,4.5233,4.5175,8.032,4.5233,OWNER_REVIEW_ROUTE,segment_highway_service,1.1882,2.9778
w352110238,Бендеры,Борисовка,Кишинёвский тупик,2а,3,8.7,6.96,4.4984,4.4926,7.977,4.4984,OWNER_REVIEW_ROUTE,segment_highway_service,1.1633,2.9529
w352155392,Бендеры,Борисовка,Кишинёвский тупик,3,2,15.5,6.89,4.4695,4.4638,7.914,4.4695,OWNER_REVIEW_ROUTE,segment_highway_service,1.1344,2.924
w352148078,Бендеры,Борисовка,Кишинёвский тупик,4,3,10.3,7.08,4.5483,4.5425,8.087,4.5483,OWNER_REVIEW_ROUTE,segment_highway_service,1.2132,3.0029
w352110239,Бендеры,Борисовка,Кишинёвский тупик,5,2,13.0,6.92,4.4851,4.4793,7.948,4.4851,OWNER_REVIEW_ROUTE,segment_highway_service,1.15,2.9396
w352155391,Бендеры,Борисовка,Кишинёвский тупик,7,3,14.7,6.97,4.5033,4.4975,7.987,4.5033,OWNER_REVIEW_ROUTE,segment_highway_service,1.1682,2.9578
w352148076,Бендеры,Борисовка,Кишинёвский тупик,8а,2,14.1,6.95,4.2193,4.2142,7.696,4.2193,OWNER_REVIEW_ROUTE,segment_highway_service,0.8841,2.6738
n2325729708,Бендеры,Борисовка,Кишинёвский тупик,10,2,14.8,6.9,4.1961,4.1911,7.644,4.1961,OWNER_REVIEW_ROUTE,segment_highway_service,0.8609,2.6506
w161058098,Бендеры,Хомутяновка,Комсомольская улица,1,1,10.1,2.75,1.5774,1.5749,2.954,1.5425,OWNER_REVIEW_ROUTE,segment_highway_service,4.3128,2.8298
w211496794,Бендеры,Хомутяновка,Комсомольская улица,2,1,19.5,2.61,1.5245,1.5222,2.828,1.5245,OK,,4.2599,2.7769
w446490135,Бендеры,Хомутяновка,Комсомольская улица,2,1,15.1,2.67,1.5011,1.4989,2.839,1.5011,OWNER_REVIEW_ROUTE,segment_highway_service,4.2365,2.7535
w295088581,Бендеры,Хомутяновка,Комсомольская улица,2б,1,19.2,2.62,1.5976,1.5951,2.906,1.5626,OK,,4.333,2.85
