uid,settlement_ru,district_ru,street_ru,housenumber,current_zone,in_city_km,outside_city_km,raw_km_A,eq_km_A,eq_km_B,recalculated_zone_A,recalculated_zone_B,reason_A
n2459893797,Парканы,Парканы,улица Романенко,92,4,1.597,4.6299,6.3448,9.4229,9.3489,4,4,stable
n2459780647,Парканы,Парканы,улица Романенко,93,4,1.597,4.6224,6.3373,9.4104,9.3363,4,4,stable
n2459893794,Парканы,Парканы,улица Романенко,94,4,1.597,4.6508,6.3656,9.4577,9.3836,4,4,stable
n2459780648,Парканы,Парканы,улица Романенко,95,4,1.597,4.6392,6.354,9.4384,9.3643,4,4,stable
n2459893791,Парканы,Парканы,улица Романенко,96,4,1.597,4.6714,6.3863,9.4921,9.418,4,4,stable
n2459780649,Парканы,Парканы,улица Романенко,97,4,1.597,4.6551,6.3699,9.4649,9.3908,4,4,stable
n2459893787,Парканы,Парканы,улица Романенко,98,4,1.597,4.6924,6.4072,9.5271,9.453,4,4,stable
n2459780650,Парканы,Парканы,улица Романенко,99,4,1.597,4.6705,6.3853,9.4906,9.4166,4,4,stable
n2459893784,Парканы,Парканы,улица Романенко,100,4,1.597,4.7113,6.4261,9.5586,9.4845,4,4,stable
n2459780651,Парканы,Парканы,улица Романенко,101,4,1.597,4.6869,6.4018,9.5179,9.4439,4,4,stable
n2459780652,Парканы,Парканы,улица Романенко,101а,4,1.597,4.7053,6.4201,9.5486,9.4746,4,4,stable
n2459893781,Парканы,Парканы,улица Романенко,102,4,1.597,4.7301,6.445,9.5899,9.5159,4,4,stable
n2459780653,Парканы,Парканы,улица Романенко,103,4,1.597,4.7248,6.4397,9.5811,9.507,4,4,stable
n2459893778,Парканы,Парканы,улица Романенко,104,4,1.597,4.749,6.4638,9.6214,9.5473,4,4,stable
n2459780656,Парканы,Парканы,улица Романенко,105,4,1.597,4.8852,6.5999,9.8484,9.7744,4,4,stable
n2459893775,Парканы,Парканы,улица Романенко,106,4,1.597,4.8782,6.5928,9.8367,9.7627,4,4,stable
n2459780657,Парканы,Парканы,улица Романенко,107,4,1.597,4.865,6.5796,9.8147,9.7406,4,4,stable
n2459893772,Парканы,Парканы,улица Романенко,108,4,1.597,4.8583,6.5729,9.8036,9.7295,4,4,stable
n2459780658,Парканы,Парканы,улица Романенко,109,4,1.597,4.8402,6.5548,9.7734,9.6993,4,4,stable
n2459893769,Парканы,Парканы,улица Романенко,110,4,1.597,4.8445,6.5591,9.7806,9.7066,4,4,stable
n2459858308,Парканы,Парканы,улица Романенко,111,4,1.597,4.804,6.5186,9.7131,9.6391,4,4,stable
n2459893766,Парканы,Парканы,улица Романенко,112,4,1.597,4.8285,6.5431,9.7539,9.6799,4,4,stable
n2459858309,Парканы,Парканы,улица Романенко,113,4,1.597,4.8452,6.5598,9.7817,9.7076,4,4,stable
n2323674185,Парканы,Парканы,улица Романенко,114,4,1.597,4.8649,6.5796,9.8146,9.7405,4,4,stable
n2459858310,Парканы,Парканы,улица Романенко,115,4,1.597,4.8634,6.5781,9.8121,9.738,4,4,stable
n2345371687,Парканы,Парканы,улица Романенко,116,4,1.597,4.8566,6.5712,9.8007,9.7266,4,4,stable
n2459858311,Парканы,Парканы,улица Романенко,117,4,1.597,4.8796,6.5942,9.8391,9.765,4,4,stable
n2459893762,Парканы,Парканы,улица Романенко,118,4,1.597,4.8781,6.5927,9.8366,9.7625,4,4,stable
n2459858312,Парканы,Парканы,улица Романенко,119,4,1.597,4.902,6.6166,9.8764,9.8024,4,4,stable
n2459893759,Парканы,Парканы,улица Романенко,120,4,1.597,4.9018,6.6164,9.8761,9.8021,4,4,stable
n2459858313,Парканы,Парканы,улица Романенко,121,4,1.597,4.9186,6.6332,9.9041,9.83,4,4,stable
n2459893756,Парканы,Парканы,улица Романенко,122,4,1.597,4.924,6.6386,9.9131,9.839,4,4,stable
n2459858314,Парканы,Парканы,улица Романенко,123,4,1.597,4.939,6.6536,9.9381,9.8641,4,4,stable
n2459893755,Парканы,Парканы,улица Романенко,124,4,1.597,4.9485,6.6631,9.9539,9.8798,4,4,stable
n2459858315,Парканы,Парканы,улица Романенко,125,4,1.597,4.9601,6.6747,9.9732,9.8991,4,4,stable
n2459893754,Парканы,Парканы,улица Романенко,126,4,1.597,4.9675,6.6821,9.9856,9.9116,4,4,stable
n2459858316,Парканы,Парканы,улица Романенко,127,4,1.597,4.9815,6.6961,10.0089,9.9348,4,4,stable
n2459893753,Парканы,Парканы,улица Романенко,128,4,1.597,4.9899,6.7045,10.0229,9.9489,4,4,stable
n2459858317,Парканы,Парканы,улица Романенко,129,4,1.597,5.0027,6.7173,10.0442,9.9701,4,4,stable
n2459893751,Парканы,Парканы,улица Романенко,130,4,1.597,5.0067,6.7213,10.0509,9.9769,4,4,stable
n2459858318,Парканы,Парканы,улица Романенко,131,4,1.597,5.0195,6.7341,10.0722,9.9981,4,4,stable
n2459893750,Парканы,Парканы,улица Романенко,132,4,1.597,5.0257,6.7403,10.0826,10.0086,4,4,stable
n2459858319,Парканы,Парканы,улица Романенко,133,4,1.597,5.0408,6.7554,10.1077,10.0336,4,4,stable
n2459893749,Парканы,Парканы,улица Романенко,134,4,1.597,5.0469,6.7615,10.1179,10.0438,4,4,stable
n2459858320,Парканы,Парканы,улица Романенко,135,4,1.597,5.0609,6.7755,10.1412,10.0671,4,4,stable
n2459893747,Парканы,Парканы,улица Романенко,136,4,1.597,5.0651,6.7796,10.1482,10.0741,4,4,stable
n2459858321,Парканы,Парканы,улица Романенко,137,4,1.597,5.0823,6.7968,10.1769,10.1029,4,4,stable
n2459893746,Парканы,Парканы,улица Романенко,138,4,1.597,5.0817,6.7963,10.1759,10.1018,4,4,stable
n2459858322,Парканы,Парканы,улица Романенко,139,4,1.597,5.1002,6.8147,10.2067,10.1327,4,4,stable
n2459893745,Парканы,Парканы,улица Романенко,140,4,1.597,5.1028,6.8174,10.2111,10.137,4,4,stable
n2459858323,Парканы,Парканы,улица Романенко,141,4,1.597,5.1205,6.8351,10.2406,10.1665,4,4,stable
n2459893744,Парканы,Парканы,улица Романенко,142,4,1.597,5.1217,6.8363,10.2426,10.1685,4,4,stable
n2459858324,Парканы,Парканы,улица Романенко,143,4,1.597,5.143,6.8576,10.2781,10.2041,4,4,stable
n2459893743,Парканы,Парканы,улица Романенко,144,4,1.597,5.1442,6.8588,10.2801,10.206,4,4,stable
n2459858325,Парканы,Парканы,улица Романенко,145,4,1.597,5.1621,6.8767,10.3099,10.2359,4,4,stable
n2459893742,Парканы,Парканы,улица Романенко,146,4,1.597,5.1665,6.881,10.3172,10.2432,4,4,stable
n2459858326,Парканы,Парканы,улица Романенко,147,4,1.597,5.1799,6.8944,10.3396,10.2655,4,4,stable
n2459893741,Парканы,Парканы,улица Романенко,148,4,1.597,5.1867,6.9013,10.3509,10.2768,4,4,stable
n2459858327,Парканы,Парканы,улица Романенко,149,4,1.597,5.8101,7.5247,11.3899,11.3158,4,4,stable
n2459893740,Парканы,Парканы,улица Романенко,150,4,1.597,5.8019,7.5165,11.3762,11.3021,4,4,stable
n2459858328,Парканы,Парканы,улица Романенко,151,4,1.597,5.7898,7.5044,11.3561,11.282,4,4,stable
n2459893739,Парканы,Парканы,улица Романенко,152,4,1.597,5.7828,7.4974,11.3444,11.2703,4,4,stable
n2459858329,Парканы,Парканы,улица Романенко,153,4,1.597,5.7686,7.4832,11.3207,11.2467,4,4,stable
n2459893738,Парканы,Парканы,улица Романенко,154,4,1.597,5.7604,7.475,11.3071,11.233,4,4,stable
n2459858330,Парканы,Парканы,улица Романенко,155,4,1.597,5.7463,7.4609,11.2836,11.2096,4,4,stable
n2459893737,Парканы,Парканы,улица Романенко,156,4,1.597,5.7403,7.4549,11.2736,11.1995,4,4,stable
n2459858331,Парканы,Парканы,улица Романенко,157,4,1.597,5.7274,7.442,11.2521,11.1781,4,4,stable
n2459893736,Парканы,Парканы,улица Романенко,158,4,1.597,5.7211,7.4358,11.2416,11.1676,4,4,stable
n2459858332,Парканы,Парканы,улица Романенко,159,4,1.597,5.704,7.4186,11.2131,11.1391,4,4,stable
n2459893735,Парканы,Парканы,улица Романенко,160,4,1.597,5.6999,7.4145,11.2062,11.1322,4,4,stable
n2459858333,Парканы,Парканы,улица Романенко,161,4,1.597,5.6771,7.3917,11.1682,11.0941,4,4,stable
n2459893734,Парканы,Парканы,улица Романенко,162,4,1.597,5.6776,7.3923,11.1691,11.095,4,4,stable
n2459858334,Парканы,Парканы,улица Романенко,163,4,1.597,5.6525,7.3671,11.1272,11.0531,4,4,stable
n2459893733,Парканы,Парканы,улица Романенко,164,4,1.597,5.6552,7.3698,11.1317,11.0576,4,4,stable
n2459858335,Парканы,Парканы,улица Романенко,165,4,1.597,5.6289,7.3435,11.0879,11.0139,4,4,stable
n2459893732,Парканы,Парканы,улица Романенко,166,4,1.597,5.6371,7.3518,11.1016,11.0275,4,4,stable
n2459858336,Парканы,Парканы,улица Романенко,167,4,1.597,5.6075,7.3221,11.0522,10.9782,4,4,stable
n2459893731,Парканы,Парканы,улица Романенко,168,4,1.597,5.6128,7.3274,11.0611,10.987,4,4,stable
n2459858337,Парканы,Парканы,улица Романенко,169,4,1.597,5.5763,7.2909,11.0002,10.9261,4,4,stable
n2459893729,Парканы,Парканы,улица Романенко,170,4,1.597,5.5949,7.3095,11.0312,10.9571,4,4,stable
n2459858338,Парканы,Парканы,улица Романенко,171,4,1.597,5.504,7.2186,10.8797,10.8056,4,4,stable
n2459893728,Парканы,Парканы,улица Романенко,172,4,1.597,5.5692,7.2839,10.9884,10.9144,4,4,stable
n2323674187,Парканы,Парканы,улица Романенко,174,4,1.597,5.5465,7.2612,10.9506,10.8766,4,4,stable
n2323588984,Парканы,Парканы,улица Русакова,1,4,1.597,4.1107,5.8259,8.5576,8.4836,4,4,stable
n2323588987,Парканы,Парканы,улица Русакова,2,4,1.597,4.1243,5.8395,8.5802,8.5062,4,4,stable
n2460293614,Парканы,Парканы,улица Русакова,3,4,1.597,4.0938,5.809,8.5294,8.4553,4,4,stable
n2460293599,Парканы,Парканы,улица Русакова,4,4,1.597,4.1071,5.8223,8.5516,8.4775,4,4,stable
n2460293615,Парканы,Парканы,улица Русакова,5,4,1.597,4.0676,5.7828,8.4857,8.4116,4,4,stable
n2460293600,Парканы,Парканы,улица Русакова,6,4,1.597,4.0914,5.8066,8.5254,8.4513,4,4,stable
n2460293601,Парканы,Парканы,улица Русакова,8,4,1.597,4.0744,5.7896,8.4971,8.423,4,4,stable
n2460293616,Парканы,Парканы,улица Русакова,9,4,1.597,4.0423,5.7575,8.4436,8.3695,4,4,stable
n2460293602,Парканы,Парканы,улица Русакова,10,4,1.597,4.0542,5.7694,8.4634,8.3893,4,4,stable
n2460293617,Парканы,Парканы,улица Русакова,11,4,1.597,4.0186,5.7338,8.4041,8.33,4,4,stable
n2460293603,Парканы,Парканы,улица Русакова,12,4,1.597,4.0359,5.7511,8.4329,8.3589,4,4,stable
n2460293618,Парканы,Парканы,улица Русакова,13,4,1.597,3.9951,5.7103,8.3649,8.2908,3,3,outside-city km upweighted (x1.667) -> costlier zone
n2460293604,Парканы,Парканы,улица Русакова,14,4,1.597,4.0157,5.731,8.3992,8.3251,4,3,stable
n2460293619,Парканы,Парканы,улица Русакова,15,4,1.597,3.9756,5.6908,8.3324,8.2584,3,3,outside-city km upweighted (x1.667) -> costlier zone
n2460293620,Парканы,Парканы,улица Русакова,17,4,1.597,3.9553,5.6705,8.2986,8.2245,3,3,outside-city km upweighted (x1.667) -> costlier zone
n2460293605,Парканы,Парканы,улица Русакова,18,4,1.597,3.9939,5.7091,8.3629,8.2889,3,3,outside-city km upweighted (x1.667) -> costlier zone
n2460293621,Парканы,Парканы,улица Русакова,19,3,1.597,3.9346,5.6498,8.2641,8.19,3,3,stable
n2460293606,Парканы,Парканы,улица Русакова,20,4,1.597,3.9712,5.6864,8.3251,8.251,3,3,outside-city km upweighted (x1.667) -> costlier zone
n2460293622,Парканы,Парканы,улица Русакова,21,3,1.597,3.9121,5.6273,8.2266,8.1526,3,3,stable
n2460293607,Парканы,Парканы,улица Русакова,22,4,1.597,3.9519,5.6671,8.2929,8.2188,3,3,outside-city km upweighted (x1.667) -> costlier zone
n4552707602,Парканы,Парканы,улица Русакова,22,4,1.597,3.9641,5.6793,8.3132,8.2391,3,3,outside-city km upweighted (x1.667) -> costlier zone
n2323588981,Парканы,Парканы,улица Русакова,23,3,1.597,3.8836,5.5988,8.1791,8.105,3,3,stable
n2460293608,Парканы,Парканы,улица Русакова,24,3,1.597,3.9318,5.6471,8.2594,8.1853,3,3,stable
n2460293609,Парканы,Парканы,улица Русакова,26,3,1.597,3.9071,5.6223,8.2182,8.1441,3,3,stable
n2460300196,Парканы,Парканы,улица Русакова,27,3,1.597,3.8288,5.5439,8.0877,8.0137,3,3,stable
n2460293610,Парканы,Парканы,улица Русакова,28,3,1.597,3.8829,5.5981,8.1779,8.1038,3,3,stable
n2460300197,Парканы,Парканы,улица Русакова,29,3,1.597,3.8495,5.5646,8.1222,8.0482,3,3,stable
n2460293611,Парканы,Парканы,улица Русакова,30,3,1.597,3.8614,5.5766,8.1421,8.068,3,3,stable
n2460300198,Парканы,Парканы,улица Русакова,31,3,1.597,3.8718,5.5869,8.1594,8.0854,3,3,stable
n2460293612,Парканы,Парканы,улица Русакова,32,3,1.597,3.8421,5.5573,8.1099,8.0358,3,3,stable
n2460300199,Парканы,Парканы,улица Русакова,33,3,1.597,3.8897,5.6048,8.1892,8.1151,3,3,stable
n2460293613,Парканы,Парканы,улица Русакова,34,3,1.597,3.8286,5.5438,8.0874,8.0133,3,3,stable
n2460690882,Парканы,Парканы,улица Русакова,35,3,1.597,3.9045,5.6196,8.2139,8.1398,3,3,stable
n2345373678,Парканы,Парканы,улица Русакова,36,3,1.597,3.8052,5.5204,8.0484,7.9744,3,3,stable
n2460690883,Парканы,Парканы,улица Русакова,37,3,1.597,3.9247,5.6398,8.2476,8.1735,3,3,stable
n2460690904,Парканы,Парканы,улица Русакова,38,3,1.597,3.8156,5.5307,8.0657,7.9916,3,3,stable
n2460690884,Парканы,Парканы,улица Русакова,39,4,1.597,3.9414,5.6565,8.2754,8.2014,3,3,outside-city km upweighted (x1.667) -> costlier zone
n2460690905,Парканы,Парканы,улица Русакова,40,3,1.597,3.8291,5.5442,8.0882,8.0141,3,3,stable
n2460690885,Парканы,Парканы,улица Русакова,41,4,1.597,3.9582,5.6733,8.3034,8.2294,3,3,outside-city km upweighted (x1.667) -> costlier zone
n2460690909,Парканы,Парканы,улица Русакова,42,3,1.597,3.8438,5.5589,8.1127,8.0386,3,3,stable
n2460690887,Парканы,Парканы,улица Русакова,43,4,1.597,3.976,5.6911,8.3331,8.259,3,3,outside-city km upweighted (x1.667) -> costlier zone
n2460690912,Парканы,Парканы,улица Русакова,44,3,1.597,3.8582,5.5733,8.1367,8.0626,3,3,stable
n2460690890,Парканы,Парканы,улица Русакова,45,4,1.597,3.994,5.709,8.3631,8.289,3,3,outside-city km upweighted (x1.667) -> costlier zone
n4552708642,Парканы,Парканы,улица Русакова,45,4,1.597,4.2979,6.0135,8.8696,8.7955,4,4,stable
n2460690915,Парканы,Парканы,улица Русакова,46,3,1.597,3.8715,5.5866,8.1589,8.0848,3,3,stable
n2460690893,Парканы,Парканы,улица Русакова,47,4,1.597,4.3235,6.0391,8.9122,8.8381,4,4,stable
n2460690918,Парканы,Парканы,улица Русакова,48,3,1.597,3.8854,5.6005,8.1821,8.108,3,3,stable
n4552707608,Парканы,Парканы,улица Русакова,48,3,1.597,3.861,5.5761,8.1414,8.0673,3,3,stable
n2460690897,Парканы,Парканы,улица Русакова,49,4,1.597,4.3045,6.0202,8.8806,8.8066,4,4,stable
n2460690921,Парканы,Парканы,улица Русакова,50,3,1.597,3.9005,5.6156,8.2072,8.1332,3,3,stable
n2460690900,Парканы,Парканы,улица Русакова,51,4,1.597,4.2805,5.9962,8.8406,8.7665,4,4,stable
n2460690922,Парканы,Парканы,улица Русакова,52,3,1.597,3.9161,5.6312,8.2332,8.1592,3,3,stable
n2460690903,Парканы,Парканы,улица Русакова,53,4,1.597,4.2576,5.9733,8.8024,8.7283,4,4,stable
n2460690923,Парканы,Парканы,улица Русакова,54,3,1.597,3.9339,5.649,8.2629,8.1888,3,3,stable
n2323588990,Парканы,Парканы,улица Русакова,55,4,1.597,4.1878,5.9034,8.6861,8.612,4,4,stable
n2460690924,Парканы,Парканы,улица Русакова,56,4,1.597,3.9485,5.6636,8.2872,8.2131,3,3,outside-city km upweighted (x1.667) -> costlier zone
n4552708641,Парканы,Парканы,улица Русакова,56,4,1.597,3.9436,5.6587,8.2791,8.205,3,3,outside-city km upweighted (x1.667) -> costlier zone
n2323588993,Парканы,Парканы,улица Русакова,57,4,1.597,4.2519,5.9676,8.7929,8.7188,4,4,stable
n2460690925,Парканы,Парканы,улица Русакова,58,4,1.597,3.9631,5.6782,8.3116,8.2375,3,3,outside-city km upweighted (x1.667) -> costlier zone
n2460765249,Парканы,Парканы,улица Русакова,59,4,1.597,4.3033,6.0189,8.8786,8.8046,4,4,stable
n2460690926,Парканы,Парканы,улица Русакова,60,4,1.597,3.9787,5.6938,8.3376,8.2635,3,3,outside-city km upweighted (x1.667) -> costlier zone
n2460765250,Парканы,Парканы,улица Русакова,61,4,1.597,4.3326,6.0482,8.9274,8.8534,4,4,stable
n2460690927,Парканы,Парканы,улица Русакова,62,4,1.597,3.9965,5.7116,8.3672,8.2932,3,3,outside-city km upweighted (x1.667) -> costlier zone
n2460765251,Парканы,Парканы,улица Русакова,63,4,1.597,4.3794,6.095,9.0054,8.9314,4,4,stable
n2460690928,Парканы,Парканы,улица Русакова,64,4,1.597,4.321,6.0367,8.9081,8.834,4,4,stable
n2345373679,Парканы,Парканы,улица Русакова,65,4,1.597,4.4108,6.1264,9.0577,8.9836,4,4,stable
n2460690929,Парканы,Парканы,улица Русакова,66,4,1.597,4.301,6.0167,8.8747,8.8006,4,4,stable
n2460702950,Парканы,Парканы,улица Русакова,67,4,1.597,4.5223,6.238,9.2436,9.1696,4,4,stable
n2460690930,Парканы,Парканы,улица Русакова,68,4,1.597,4.2872,6.0029,8.8517,8.7776,4,4,stable
n2460702951,Парканы,Парканы,улица Русакова,69,4,1.597,4.5583,6.2739,9.3036,9.2295,4,4,stable
n2460690931,Парканы,Парканы,улица Русакова,70,4,1.597,4.2728,5.9885,8.8277,8.7536,4,4,stable
n2460702952,Парканы,Парканы,улица Русакова,71,4,1.597,4.584,6.2996,9.3464,9.2723,4,4,stable
n2460690932,Парканы,Парканы,улица Русакова,72,4,1.597,4.2574,5.9731,8.8021,8.728,4,4,stable
n2460702953,Парканы,Парканы,улица Русакова,73,4,1.597,4.6112,6.3268,9.3917,9.3176,4,4,stable
n2460690933,Парканы,Парканы,улица Русакова,74,4,1.597,4.2441,5.9598,8.7799,8.7058,4,4,stable
n2460702954,Парканы,Парканы,улица Русакова,75,4,1.597,4.6378,6.3534,9.4361,9.362,4,4,stable
n2460690934,Парканы,Парканы,улица Русакова,76,4,1.597,4.2276,5.9433,8.7524,8.6784,4,4,stable
n2460702955,Парканы,Парканы,улица Русакова,77,4,1.597,4.6557,6.3713,9.4659,9.3918,4,4,stable
n2323588999,Парканы,Парканы,улица Русакова,79,4,1.597,4.7293,6.4449,9.5886,9.5145,4,4,stable
n2460702940,Парканы,Парканы,улица Русакова,88,4,1.597,4.3688,6.0845,8.9877,8.9137,4,4,stable
n2460702944,Парканы,Парканы,улица Русакова,161,4,1.597,4.6841,6.3997,9.5132,9.4392,4,4,stable
n2460702943,Парканы,Парканы,улица Русакова,169,4,1.597,4.834,6.5495,9.7631,9.689,4,4,stable
n2460702942,Парканы,Парканы,улица Русакова,195,4,1.597,4.53,6.2456,9.2564,9.1823,4,4,stable
n2460033803,Парканы,Парканы,улица Свердлова,1,4,1.597,4.7473,6.4622,9.6186,9.5445,4,4,stable
n2460033804,Парканы,Парканы,улица Свердлова,1,4,1.597,4.7101,6.425,9.5566,9.4825,4,4,stable
n2460033806,Парканы,Парканы,улица Свердлова,1,4,1.597,4.6269,6.3418,9.4179,9.3438,4,4,stable
n2460033807,Парканы,Парканы,улица Свердлова,1а,4,1.597,4.5931,6.308,9.3616,9.2875,4,4,stable
n2323674189,Парканы,Парканы,улица Свердлова,2,4,1.597,4.5815,6.2964,9.3422,9.2682,4,4,stable
n2460033802,Парканы,Парканы,улица Свердлова,3,4,1.597,4.7876,6.5025,9.6857,9.6116,4,4,stable
n2460033805,Парканы,Парканы,улица Свердлова,3,4,1.597,4.6686,6.3835,9.4874,9.4133,4,4,stable
n2460033808,Парканы,Парканы,улица Свердлова,4,4,1.597,4.6005,6.3154,9.3739,9.2998,4,4,stable
n2460033809,Парканы,Парканы,улица Свердлова,6,4,1.597,4.6185,6.3334,9.4039,9.3298,4,4,stable
n2460033810,Парканы,Парканы,улица Свердлова,8,4,1.597,4.6377,6.3526,9.4359,9.3618,4,4,stable
n2460033800,Парканы,Парканы,улица Свердлова,9,4,1.597,4.8531,6.568,9.7949,9.7208,4,4,stable
n2460033811,Парканы,Парканы,улица Свердлова,10,4,1.597,4.658,6.3729,9.4697,9.3956,4,4,stable
n2460033801,Парканы,Парканы,улица Свердлова,11,4,1.597,4.8227,6.5376,9.7442,9.6701,4,4,stable
n2460033812,Парканы,Парканы,улица Свердлова,12,4,1.597,4.6761,6.391,9.4999,9.4259,4,4,stable
n2460033799,Парканы,Парканы,улица Свердлова,13,4,1.597,4.8815,6.5964,9.8422,9.7681,4,4,stable
n2460033813,Парканы,Парканы,улица Свердлова,14,4,1.597,4.6917,6.4066,9.5259,9.4518,4,4,stable
n2460033814,Парканы,Парканы,улица Свердлова,16,4,1.597,4.7107,6.4256,9.5576,9.4835,4,4,stable
n2460033798,Парканы,Парканы,улица Свердлова,17,4,1.597,4.9184,6.6333,9.9037,9.8296,4,4,stable
n2460033815,Парканы,Парканы,улица Свердлова,18,4,1.597,4.7285,6.4434,9.5872,9.5131,4,4,stable
n2460033816,Парканы,Парканы,улица Свердлова,18а,4,1.597,4.7456,6.4605,9.6157,9.5416,4,4,stable
n2460033797,Парканы,Парканы,улица Свердлова,19,4,1.597,5.0797,6.7947,10.1726,10.0985,4,4,stable
n2460033817,Парканы,Парканы,улица Свердлова,20,4,1.597,4.7599,6.4748,9.6396,9.5656,4,4,stable
n2460033796,Парканы,Парканы,улица Свердлова,21,4,1.597,5.0595,6.7745,10.1389,10.0649,4,4,stable
n2460033818,Парканы,Парканы,улица Свердлова,22,4,1.597,4.7747,6.4896,9.6642,9.5901,4,4,stable
n2460033795,Парканы,Парканы,улица Свердлова,23,4,1.597,5.0349,6.7499,10.0979,10.0239,4,4,stable
n2460033819,Парканы,Парканы,улица Свердлова,24,4,1.597,4.7902,6.5051,9.6901,9.616,4,4,stable
n2460033794,Парканы,Парканы,улица Свердлова,25,4,1.597,5.022,6.737,10.0764,10.0023,4,4,stable
n2323674191,Парканы,Парканы,улица Свердлова,27,4,1.597,5.0065,6.7215,10.0506,9.9765,4,4,stable
n2323674193,Парканы,Парканы,улица Свердлова,29,4,1.597,4.9731,6.688,9.9949,9.9208,4,4,stable
n2460033820,Парканы,Парканы,улица Свердлова,30,4,1.597,4.8051,6.52,9.7149,9.6409,4,4,stable
n2460033793,Парканы,Парканы,улица Свердлова,31,4,1.597,5.0157,6.7307,10.0659,9.9919,4,4,stable
n2460033821,Парканы,Парканы,улица Свердлова,32,4,1.597,4.8176,6.5324,9.7357,9.6616,4,4,stable
n2460033792,Парканы,Парканы,улица Свердлова,33,4,1.597,5.0453,6.7603,10.1152,10.0412,4,4,stable
n2460033822,Парканы,Парканы,улица Свердлова,34,4,1.597,4.8347,6.5496,9.7642,9.6901,4,4,stable
n2460033791,Парканы,Парканы,улица Свердлова,35,4,1.597,5.0716,6.7866,10.1591,10.085,4,4,stable
n2460033823,Парканы,Парканы,улица Свердлова,36,4,1.597,4.8482,6.5631,9.7867,9.7127,4,4,stable
n2460033825,Парканы,Парканы,улица Свердлова,36,4,1.597,4.8797,6.5946,9.8392,9.7651,4,4,stable
n2460033790,Парканы,Парканы,улица Свердлова,37,4,1.597,5.0954,6.8104,10.1987,10.1246,4,4,stable
n2460033824,Парканы,Парканы,улица Свердлова,38,4,1.597,4.8638,6.5787,9.8127,9.7386,4,4,stable
n2460033789,Парканы,Парканы,улица Свердлова,39,4,1.597,5.1198,6.8347,10.2394,10.1654,4,4,stable
n2460033826,Парканы,Парканы,улица Свердлова,40,4,1.597,4.8953,6.6102,9.8652,9.7912,4,4,stable
n2460033788,Парканы,Парканы,улица Свердлова,41,4,1.597,5.1453,6.8603,10.2819,10.2078,4,4,stable
n2460033827,Парканы,Парканы,улица Свердлова,42,4,1.597,4.9111,6.626,9.8916,9.8175,4,4,stable
n2460033787,Парканы,Парканы,улица Свердлова,43,4,1.597,5.1719,6.8869,10.3262,10.2521,4,4,stable
n2460033828,Парканы,Парканы,улица Свердлова,44,4,1.597,4.9269,6.6418,9.9179,9.8438,4,4,stable
n2460033786,Парканы,Парканы,улица Свердлова,45,4,1.597,5.1955,6.9105,10.3656,10.2915,4,4,stable
n2460033829,Парканы,Парканы,улица Свердлова,46,4,1.597,4.9403,6.6552,9.9402,9.8662,4,4,stable
n2460033785,Парканы,Парканы,улица Свердлова,47,4,1.597,5.2217,6.9367,10.4092,10.3352,4,4,stable
n2460033830,Парканы,Парканы,улица Свердлова,48,4,1.597,5.0756,6.7906,10.1657,10.0916,4,4,stable
n2460033784,Парканы,Парканы,улица Свердлова,49,4,1.597,5.2555,6.9705,10.4656,10.3915,4,4,stable
n2460033831,Парканы,Парканы,улица Свердлова,50,4,1.597,5.0612,6.7762,10.1417,10.0677,4,4,stable
n2460033783,Парканы,Парканы,улица Свердлова,51,4,1.597,5.2805,6.9954,10.5072,10.4331,4,4,stable
n2460033832,Парканы,Парканы,улица Свердлова,52,4,1.597,5.0519,6.7669,10.1262,10.0521,4,4,stable
n2460033782,Парканы,Парканы,улица Свердлова,53,4,1.597,5.9694,7.6843,11.6554,11.5814,4,4,stable
n2460033833,Парканы,Парканы,улица Свердлова,54,4,1.597,5.0359,6.7509,10.0996,10.0255,4,4,stable
n2460033834,Парканы,Парканы,улица Свердлова,54,4,1.597,5.0154,6.7304,10.0654,9.9914,4,4,stable
n2460033781,Парканы,Парканы,улица Свердлова,55,4,1.597,5.9522,7.6671,11.6267,11.5526,4,4,stable
n2323674192,Парканы,Парканы,улица Свердлова,56,4,1.597,5.0067,6.7218,10.0509,9.9769,4,4,stable
n4466335360,Парканы,Парканы,улица Свердлова,56,4,1.597,5.0065,6.7215,10.0506,9.9765,4,4,stable
n2460033780,Парканы,Парканы,улица Свердлова,57,4,1.597,5.9328,7.6477,11.5944,11.5204,4,4,stable
n2323674194,Парканы,Парканы,улица Свердлова,58,4,1.597,5.006,6.7211,10.0497,9.9757,4,4,stable
n2460033779,Парканы,Парканы,улица Свердлова,59,4,1.597,5.9161,7.631,11.5666,11.4925,4,4,stable
n2460033835,Парканы,Парканы,улица Свердлова,60,4,1.597,5.0171,6.7321,10.0682,9.9941,4,4,stable
n2460033778,Парканы,Парканы,улица Свердлова,61,4,1.597,5.8966,7.6115,11.5341,11.46,4,4,stable
n2460033836,Парканы,Парканы,улица Свердлова,62,4,1.597,5.0331,6.7481,10.0949,10.0208,4,4,stable
n2460033777,Парканы,Парканы,улица Свердлова,63,4,1.597,5.8786,7.5935,11.5041,11.43,4,4,stable
n2460033837,Парканы,Парканы,улица Свердлова,64,4,1.597,5.0515,6.7665,10.1256,10.0515,4,4,stable
n2460033776,Парканы,Парканы,улица Свердлова,65,4,1.597,5.8607,7.5756,11.4742,11.4002,4,4,stable
