uid,settlement_ru,district_ru,street_ru,housenumber,current_zone,in_city_km,outside_city_km,raw_km_A,eq_km_A,eq_km_B,recalculated_zone_A,recalculated_zone_B,reason_A
w409314670,Бендеры,Шёлковый,Восточный переулок,1,3,4.4675,0.0,4.8721,4.8709,4.7969,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w409314656,Бендеры,Шёлковый,Восточный переулок,2,3,4.4714,0.0,4.876,4.8748,4.8008,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w409314669,Бендеры,Шёлковый,Восточный переулок,3,3,4.4856,0.0,4.8903,4.889,4.815,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w409314658,Бендеры,Шёлковый,Восточный переулок,4,3,4.5002,0.0,4.9048,4.9036,4.8296,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w409314668,Бендеры,Шёлковый,Восточный переулок,5,3,4.5022,0.0,4.9068,4.9056,4.8316,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w409314660,Бендеры,Шёлковый,Восточный переулок,7,3,4.5196,0.0,4.9242,4.923,4.849,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w409314659,Бендеры,Шёлковый,Восточный переулок,9,3,4.5367,0.0,4.9414,4.9401,4.8661,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w409314664,Бендеры,Шёлковый,Восточный переулок,11,3,4.5546,0.0,4.9592,4.958,4.884,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w406631305,Бендеры,Шёлковый,Гвардейская улица,1,3,4.1868,0.0,4.591,4.5902,4.5162,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w409312807,Бендеры,Шёлковый,Гвардейская улица,2,3,4.2329,0.0,4.6372,4.6363,4.5623,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w409312805,Бендеры,Шёлковый,Гвардейская улица,4,3,4.2663,0.0,4.6705,4.6697,4.5957,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w409312803,Бендеры,Шёлковый,Гвардейская улица,6,3,4.2903,0.0,4.6945,4.6937,4.6197,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w409311307,Бендеры,Шёлковый,Гвардейская улица,8,3,4.3102,0.0,4.7145,4.7136,4.6396,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w409311304,Бендеры,Шёлковый,Гвардейская улица,10,3,4.3574,0.0,4.7617,4.7608,4.6868,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w409311296,Бендеры,Шёлковый,Гвардейская улица,12,3,4.3644,0.0,4.7687,4.7678,4.6938,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w409311292,Бендеры,Шёлковый,Гвардейская улица,12а,3,4.3608,0.0,4.7651,4.7642,4.6902,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w409311301,Бендеры,Шёлковый,Гвардейская улица,14,3,4.3814,0.0,4.7857,4.7848,4.7108,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w409311302,Бендеры,Шёлковый,Гвардейская улица,16,3,4.3954,0.0,4.7996,4.7988,4.7248,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w352737016,Бендеры,Шёлковый,Гвардейская улица,18,3,4.4919,0.0,4.8963,4.8953,4.8213,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w445972314,Бендеры,Шёлковый,Гвардейская улица,18,3,4.4071,0.0,4.8114,4.8105,4.7365,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w352737019,Бендеры,Шёлковый,Гвардейская улица,20,3,4.51,0.0,4.9143,4.9134,4.8394,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w445972312,Бендеры,Шёлковый,Гвардейская улица,24,3,4.5384,0.0,4.9428,4.9418,4.8678,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w352737020,Бендеры,Шёлковый,Гвардейская улица,26,3,4.5397,0.0,4.9441,4.9431,4.8691,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w352737022,Бендеры,Шёлковый,Гвардейская улица,28,3,4.557,0.0,4.9614,4.9604,4.8864,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w406631307,Бендеры,Шёлковый,Гвардейская улица,"30,28а",3,4.5677,0.0,4.9721,4.9711,4.8971,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w406631308,Бендеры,Шёлковый,Гвардейская улица,32,3,4.5833,0.0,4.9876,4.9867,4.9127,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w406631309,Бендеры,Шёлковый,Гвардейская улица,34,3,4.6004,0.0,5.0048,5.0038,4.9298,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w406631310,Бендеры,Шёлковый,Гвардейская улица,36,3,4.6332,0.0,5.0377,5.0366,4.9626,2,2,shorter fastest valid route than catalog basis -> cheaper zone
n2337985509,Бендеры,Хомутяновка,Гербовецкая улица,1,3,5.5175,0.132,5.3939,5.4766,5.566,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w352064505,Бендеры,Хомутяновка,Гербовецкая улица,4,3,5.5275,0.0,5.2716,5.2666,5.356,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w352064507,Бендеры,Хомутяновка,Гербовецкая улица,6,3,5.5496,0.0,5.2937,5.2887,5.3781,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w352161715,Бендеры,Хомутяновка,Гербовецкая улица,8,3,5.5175,0.0473,5.3089,5.3354,5.4248,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w352161714,Бендеры,Хомутяновка,Гербовецкая улица,10,3,5.5175,0.0654,5.3271,5.3656,5.455,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w352161713,Бендеры,Хомутяновка,Гербовецкая улица,12,3,5.5175,0.0808,5.3426,5.3913,5.4807,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w352161711,Бендеры,Хомутяновка,Гербовецкая улица,14,3,5.5175,0.1063,5.3681,5.4338,5.5232,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w352161710,Бендеры,Хомутяновка,Гербовецкая улица,16,3,5.5175,0.1197,5.3816,5.4561,5.5455,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w352161708,Бендеры,Хомутяновка,Гербовецкая улица,18,3,5.5175,0.1366,5.3985,5.4843,5.5737,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w352161709,Бендеры,Хомутяновка,Гербовецкая улица,20,3,5.5175,0.1547,5.4166,5.5144,5.6038,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w352161707,Бендеры,Хомутяновка,Гербовецкая улица,22,3,5.5175,0.1748,5.4368,5.5479,5.6373,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w352161706,Бендеры,Хомутяновка,Гербовецкая улица,24,3,5.5175,0.1938,5.4559,5.5796,5.669,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w352161705,Бендеры,Хомутяновка,Гербовецкая улица,26,3,5.5175,0.2102,5.4723,5.6069,5.6963,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w352161717,Бендеры,Хомутяновка,Гербовецкая улица,28,3,5.5175,0.2192,5.4813,5.6219,5.7113,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w352161704,Бендеры,Хомутяновка,Гербовецкая улица,30,4,5.5175,0.233,5.4952,5.6449,5.7343,2,2,shorter fastest valid route than catalog basis -> cheaper zone
n2321951519,Бендеры,Хомутяновка,Гербовецкая улица,43,3,5.289,0.0,5.0324,5.0281,5.1175,2,2,shorter fastest valid route than catalog basis -> cheaper zone
n4919309516,Бендеры,Хомутяновка,Гербовецкая улица,45,3,5.3239,0.0,5.0674,5.063,5.1524,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w320440076,Бендеры,Хомутяновка,Гербовецкая улица,49,3,5.5376,0.0,5.2817,5.2767,5.3661,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w353974419,Бендеры,Хомутяновка,Главная улица,1,3,4.5006,0.0,4.4831,4.4787,4.5486,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w353974255,Бендеры,Хомутяновка,Главная улица,3,3,4.4545,0.0,4.437,4.4326,4.5025,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w318084711,Бендеры,Хомутяновка,Глинная улица,1,3,5.5832,0.0,5.2242,5.2199,5.3093,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w318548578,Бендеры,Хомутяновка,Глинная улица,3,3,5.598,0.0,5.2391,5.2347,5.3241,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w318548576,Бендеры,Хомутяновка,Глинная улица,5,3,5.6195,0.0,5.2607,5.2563,5.3456,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w318548577,Бендеры,Хомутяновка,Глинная улица,7,3,5.6316,0.0,5.2728,5.2684,5.3577,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w318084713,Бендеры,Хомутяновка,Глинная улица,9,3,5.5433,0.0,5.1842,5.18,5.2694,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w315109557,Бендеры,Хомутяновка,Дачная улица,1,3,4.4579,0.0,4.3234,4.3203,4.4288,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w315109558,Бендеры,Хомутяновка,Дачная улица,3,3,4.4389,0.0,4.3101,4.307,4.4136,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w318406782,Бендеры,Хомутяновка,Дачная улица,4,3,4.4768,0.0,4.3367,4.3335,4.4439,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w318406783,Бендеры,Хомутяновка,Дачная улица,6,3,4.4593,0.0,4.3244,4.3213,4.4299,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w318406789,Бендеры,Хомутяновка,Дачная улица,8,3,4.4425,0.0,4.3127,4.3095,4.4164,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w318406792,Бендеры,Хомутяновка,Дачная улица,10,3,4.4262,0.0,4.3111,4.3079,4.4099,2,2,shorter fastest valid route than catalog basis -> cheaper zone
w299956671,Бендеры,Хомутяновка,Деповская улица,5,4,7.4541,0.0,6.6217,6.6183,6.7077,3,3,shorter fastest valid route than catalog basis -> cheaper zone
w306218432,Бендеры,Балка,Донецкая улица,2,2,2.4251,0.0,2.8306,2.8285,2.7545,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w306217601,Бендеры,Балка,Донецкая улица,3,2,2.4043,0.0,2.8097,2.8077,2.7337,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w306218431,Бендеры,Балка,Донецкая улица,4,2,2.4117,0.0,2.8172,2.8151,2.7411,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w306217600,Бендеры,Балка,Донецкая улица,5,2,2.3879,0.0,2.7934,2.7913,2.7173,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w306218430,Бендеры,Балка,Донецкая улица,6,2,2.3989,0.0,2.8043,2.8023,2.7283,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w306217598,Бендеры,Балка,Донецкая улица,7,2,2.3668,0.0,2.7722,2.7702,2.6962,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w306217630,Бендеры,Балка,Донецкая улица,8,2,2.3857,0.0,2.7912,2.7891,2.7151,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w306217596,Бендеры,Балка,Донецкая улица,9,2,2.3357,0.0,2.741,2.7391,2.6651,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w306217629,Бендеры,Балка,Донецкая улица,10,2,2.3721,0.0,2.7775,2.7755,2.7015,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w306217595,Бендеры,Балка,Донецкая улица,11,2,2.3166,0.0,2.7219,2.72,2.646,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w306217628,Бендеры,Балка,Донецкая улица,12,2,2.3587,0.0,2.7641,2.7621,2.6881,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w306217594,Бендеры,Балка,Донецкая улица,13,2,2.3017,0.0,2.7069,2.7051,2.6311,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w306217623,Бендеры,Балка,Донецкая улица,14,2,2.3451,0.0,2.7504,2.7485,2.6745,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w306217593,Бендеры,Балка,Донецкая улица,15,2,2.2924,0.0,2.6976,2.6958,2.6218,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w306217622,Бендеры,Балка,Донецкая улица,16,2,2.3333,0.0,2.7386,2.7367,2.6627,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w306217592,Бендеры,Балка,Донецкая улица,17,2,2.2802,0.0,2.6854,2.6836,2.6096,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w306217621,Бендеры,Балка,Донецкая улица,18,2,2.3192,0.0,2.7244,2.7226,2.6486,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w305964594,Бендеры,Балка,Донецкая улица,19,2,2.269,0.0,2.6742,2.6724,2.5984,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w306217613,Бендеры,Балка,Донецкая улица,20,2,2.3066,0.0,2.7119,2.71,2.636,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w305964593,Бендеры,Балка,Донецкая улица,21,2,2.2527,0.0,2.6578,2.6561,2.5821,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w306217611,Бендеры,Балка,Донецкая улица,22,2,2.2929,0.0,2.6981,2.6963,2.6223,1,1,shorter fastest valid route than catalog basis -> cheaper zone
w305964592,Бендеры,Балка,Донецкая улица,23,2,2.241,0.0,2.6461,2.6444,2.5704,1,1,shorter fastest valid route than catalog basis -> cheaper zone
