settlement_or_district,uid,street,house,current_zone,current_route_km,current_route_s,reverse_route_km,corridorA_km,corridorA_s,corridorB_km,corridorB_s,shortest_valid_km,best_valid_km,chosen_route,difference_current_minus_best_km,driver_cost_current,provisional_proposed_zone,owner_review_required
Хомутяновка,w318044883,улица Лермонтова,49,3,5.3123,365.7,5.3123,6.6024,415.6,5.8575,474.1,5.3123,5.3123,fastest,0.0,7.141,3,True
Хомутяновка,w318083425,улица Лермонтова,50,3,5.3014,364.1,5.3014,6.5915,414,5.8466,472.5,5.3014,5.3014,fastest,0.0,7.122,3,True
Хомутяновка,w318044882,улица Лермонтова,51,3,5.2943,363.1,5.2943,6.5844,413,5.8395,471.5,5.2943,5.2943,fastest,0.0,7.11,3,True
Хомутяновка,n2321855312,улица Лермонтова,56,3,5.2012,349.8,5.2012,6.4914,399.7,5.7464,458.2,5.2012,5.2012,fastest,0.0,6.95,3,True
Хомутяновка,n2321855313,улица Лермонтова,60,3,5.1595,343.7,5.1595,6.4497,393.6,5.7047,452.1,5.1595,5.1595,fastest,0.0,6.878,3,True
Хомутяновка,w528507074,улица Ломоносова,1,3,5.7285,414.2,5.7285,7.0186,464.1,6.2737,522.6,5.7285,5.7285,fastest,0.0,7.8,4,True
Хомутяновка,w320438945,улица Ломоносова,2,3,5.8003,424.5,5.8003,7.0904,474.4,6.3455,532.9,5.8003,5.8003,fastest,0.0,7.923,4,True
Хомутяновка,n5653833599,улица Ломоносова,2А,3,5.8162,426.8,5.8162,7.1064,476.7,6.3614,535.2,5.8162,5.8162,fastest,0.0,7.95,4,True
Хомутяновка,w342101744,улица Ломоносова,4,3,5.8638,433.7,5.8638,7.154,483.6,6.409,542.1,5.8638,5.8638,fastest,0.0,8.032,4,True
Хомутяновка,w342101746,улица Ломоносова,6,4,5.888,437.1,5.888,7.1781,487,6.4332,545.5,5.888,5.888,fastest,0.0,8.073,4,True
Хомутяновка,w342101752,улица Ломоносова,8,4,5.9326,443.6,5.9326,7.2227,493.5,6.4778,552,5.9326,5.9326,fastest,0.0,8.151,4,True
Хомутяновка,w352064499,улица Ломоносова,12,4,5.9544,446.7,5.9544,7.2445,496.6,6.4996,555.1,5.9544,5.9544,fastest,0.0,8.188,4,True
Хомутяновка,w352263847,улица Ломоносова,12,4,6.0078,454.3,6.0078,7.2979,504.2,6.553,562.7,6.0078,6.0078,fastest,0.0,8.279,4,True
Хомутяновка,w352064498,улица Ломоносова,12a,4,5.9678,448.6,5.9678,7.2579,498.5,6.513,557,5.9678,5.9678,fastest,0.0,8.211,4,True
Хомутяновка,n2337889957,улица Ломоносова,15,4,5.8792,435.9,5.8792,7.1694,485.8,6.4244,544.3,5.8792,5.8792,fastest,0.0,8.059,4,True
Хомутяновка,w352111433,улица Ломоносова,16,4,6.0108,454.7,6.0108,7.301,504.6,6.556,563.1,6.0108,6.0108,fastest,0.0,8.284,4,True
Хомутяновка,n5640999867,улица Ломоносова,17,3,5.7467,480.3,5.7467,7.0368,530.2,6.2919,588.7,5.7467,5.7467,fastest,0.0,8.148,4,True
Хомутяновка,w352111435,улица Ломоносова,18,4,6.0239,456.6,6.0239,7.314,506.5,6.5691,565,6.0239,6.0239,fastest,0.0,8.307,4,True
Хомутяновка,n2337889954,улица Ломоносова,19,4,5.9278,442.9,5.9278,7.2179,492.8,6.473,551.3,5.9278,5.9278,fastest,0.0,8.142,4,True
Хомутяновка,w352263846,улица Ломоносова,20,4,6.0608,461.9,6.1514,7.3509,511.8,6.606,570.3,6.0608,6.0608,fastest,0.0,8.37,4,True
Хомутяновка,w352263844,улица Ломоносова,21,4,6.0357,458.3,6.0357,7.3258,508.2,6.5809,566.7,6.0357,6.0357,fastest,0.0,8.327,4,True
Хомутяновка,w352263842,улица Ломоносова,23,4,6.0488,460.2,6.0488,7.3389,510.1,6.594,568.6,6.0488,6.0488,fastest,0.0,8.35,4,True
Хомутяновка,w352263834,улица Ломоносова,24,4,6.1657,465.7,6.1657,7.4558,515.6,6.7109,574.1,6.1657,6.1657,fastest,0.0,8.494,4,True
Хомутяновка,w352263840,улица Ломоносова,25,4,6.0613,462,6.1508,7.3515,511.9,6.6065,570.4,6.0613,6.0613,fastest,0.0,8.371,4,True
Хомутяновка,w352263832,улица Ломоносова,26,4,6.1807,467.9,6.1807,7.4709,517.8,6.7259,576.3,6.1807,6.1807,fastest,0.0,8.52,4,True
Хомутяновка,w352263839,улица Ломоносова,27,4,6.1334,460.6,6.1334,7.4235,510.5,6.6786,569,6.1334,6.1334,fastest,0.0,8.436,4,True
Хомутяновка,w352263808,улица Ломоносова,28,4,6.1998,470.6,6.1998,7.4899,520.5,6.745,579,6.1998,6.1998,fastest,0.0,8.553,4,True
Хомутяновка,w352263816,улица Ломоносова,29,4,6.1434,462.5,6.1434,7.4335,512.4,6.6886,570.9,6.1434,6.1434,fastest,0.0,8.456,4,True
Хомутяновка,w352263806,улица Ломоносова,30,4,6.216,472.9,6.216,7.5061,522.8,6.7612,581.3,6.216,6.216,fastest,0.0,8.581,4,True
Хомутяновка,w352263814,улица Ломоносова,31,4,6.1594,464.8,6.1594,7.4495,514.7,6.7046,573.2,6.1594,6.1594,fastest,0.0,8.483,4,True
Хомутяновка,w352263818,улица Ломоносова,32,4,6.2172,471.8,6.2172,7.5074,521.7,6.7624,580.2,6.2172,6.2172,fastest,0.0,8.576,4,True
Хомутяновка,w352263813,улица Ломоносова,33,4,6.1722,466.7,6.1722,7.4624,516.6,6.7174,575.1,6.1722,6.1722,fastest,0.0,8.506,4,True
Хомутяновка,w352263811,улица Ломоносова,35,4,6.1851,468.5,6.1851,7.4752,518.4,6.7303,576.9,6.1851,6.1851,fastest,0.0,8.528,4,True
Хомутяновка,w352263809,улица Ломоносова,37,4,6.1998,470.6,6.1998,7.4899,520.5,6.745,579,6.1998,6.1998,fastest,0.0,8.553,4,True
Хомутяновка,w352263803,улица Ломоносова,41,4,6.2312,475.1,6.2495,7.5214,525,6.7764,583.5,6.2312,6.2312,fastest,0.0,8.607,4,True
Хомутяновка,w352263801,улица Ломоносова,45,4,6.2162,471.7,6.2162,7.5063,521.6,6.7614,580.1,6.2162,6.2162,fastest,0.0,8.575,4,True
Хомутяновка,w352263798,улица Ломоносова,47,4,6.1953,468.6,6.1953,7.4854,518.5,6.7405,577,6.1953,6.1953,fastest,0.0,8.538,4,True
Хомутяновка,w318085551,улица Матросова,3,3,5.8646,426.2,5.8646,7.1547,476.1,6.4098,534.6,5.8646,5.8646,fastest,0.0,7.996,4,True
Хомутяновка,w209273621,улица Матросова,4,4,5.8878,431.9,5.8878,7.178,481.8,6.433,540.3,5.8878,5.8878,fastest,0.0,8.047,4,True
Хомутяновка,w318085550,улица Матросова,5,3,5.8612,425.4,5.8612,7.1513,475.3,6.4064,533.8,5.8612,5.8612,fastest,0.0,7.988,4,True
Хомутяновка,w318548555,улица Матросова,6,3,5.8449,421.8,5.8449,7.1351,471.7,6.3901,530.2,5.8449,5.8449,fastest,0.0,7.954,4,True
Хомутяновка,w318085549,улица Матросова,7,3,5.8198,418.2,5.8198,7.11,468.1,6.365,526.6,5.8198,5.8198,fastest,0.0,7.911,4,True
Хомутяновка,w318548551,улица Матросова,8,3,5.8278,419.4,5.8278,7.118,469.3,6.373,527.8,5.8278,5.8278,fastest,0.0,7.925,4,True
Хомутяновка,w318085546,улица Матросова,9,3,5.8006,415.5,5.8006,7.0908,465.4,6.3459,523.9,5.8006,5.8006,fastest,0.0,7.878,4,True
Хомутяновка,w318120123,улица Матросова,10,3,5.7224,404.2,5.7224,7.0125,454.1,6.2676,512.6,5.7224,5.7224,fastest,0.0,7.743,4,True
Хомутяновка,w318548549,улица Матросова,10,3,5.8098,416.8,5.8098,7.0999,466.7,6.355,525.2,5.8098,5.8098,fastest,0.0,7.894,4,True
Хомутяновка,w318085082,улица Матросова,11,3,5.7772,412.1,5.7772,7.0673,462,6.3224,520.5,5.7772,5.7772,fastest,0.0,7.838,4,True
Хомутяновка,w318548545,улица Матросова,12,3,5.7937,414.4,5.7937,7.0838,464.3,6.3389,522.8,5.7937,5.7937,fastest,0.0,7.866,4,True
Хомутяновка,w315851335,улица Матросова,13,3,5.5779,400.2,5.5779,6.868,450.1,6.1231,508.6,5.5779,5.5779,fastest,0.0,7.579,4,True
Хомутяновка,w318548543,улица Матросова,14,3,5.7767,412,5.7767,7.0668,461.9,6.3219,520.4,5.7767,5.7767,fastest,0.0,7.837,4,True
Хомутяновка,w315618171,улица Матросова,15,3,5.5332,393.7,5.5332,6.8233,443.6,6.0784,502.1,5.5332,5.5332,fastest,0.0,7.502,3,True
Хомутяновка,w318120128,улица Матросова,16,3,5.7549,408.9,5.7549,7.045,458.8,6.3001,517.3,5.7549,5.7549,fastest,0.0,7.799,4,True
Хомутяновка,w318084693,улица Матросова,18,3,5.5873,401.5,5.5873,6.8774,451.4,6.1325,509.9,5.5873,5.5873,fastest,0.0,7.595,4,True
Хомутяновка,w315807199,улица Матросова,19,3,5.3047,375.9,5.3047,6.5948,425.8,5.8499,484.3,5.3047,5.3047,fastest,0.0,7.184,3,True
Хомутяновка,w318084702,улица Матросова,20,3,5.571,399.2,5.571,6.8611,449.1,6.1162,507.6,5.571,5.571,fastest,0.0,7.567,3,True
Хомутяновка,w315807212,улица Матросова,21,3,5.2866,373.3,5.2866,6.5767,423.2,5.8318,481.7,5.2866,5.2866,fastest,0.0,7.153,3,True
Хомутяновка,w318084701,улица Матросова,22,3,5.5539,396.7,5.5539,6.844,446.6,6.0991,505.1,5.5539,5.5539,fastest,0.0,7.537,3,True
Хомутяновка,w315807210,улица Матросова,23,3,5.2701,371,5.2701,6.5602,420.9,5.8153,479.4,5.2701,5.2701,fastest,0.0,7.125,3,True
Хомутяновка,w315807208,улица Матросова,25,3,5.2503,368.1,5.2503,6.5404,418,5.7955,476.5,5.2503,5.2503,fastest,0.0,7.091,3,True
Хомутяновка,w318084700,улица Матросова,26,3,5.536,394.1,5.536,6.8261,444,6.0812,502.5,5.536,5.536,fastest,0.0,7.506,3,True
Хомутяновка,w315807203,улица Матросова,27,3,5.2332,365.7,5.2332,6.5233,415.6,5.7784,474.1,5.2332,5.2332,fastest,0.0,7.062,3,True
Хомутяновка,w318084689,улица Матросова,28,3,5.5203,391.9,5.5203,6.8104,441.8,6.0655,500.3,5.5203,5.5203,fastest,0.0,7.48,3,True
Хомутяновка,w315618173,улица Матросова,29,3,5.2179,363.4,5.2179,6.508,413.3,5.7631,471.8,5.2179,5.2179,fastest,0.0,7.035,3,True
Хомутяновка,w318084687,улица Матросова,30,3,5.5012,389.1,5.5012,6.7913,439,6.0464,497.5,5.5012,5.5012,fastest,0.0,7.447,3,True
Хомутяновка,w318083480,улица Матросова,32,3,5.4844,386.7,5.4844,6.7746,436.6,6.0296,495.1,5.4844,5.4844,fastest,0.0,7.418,3,True
Хомутяновка,w318083477,улица Матросова,34,3,5.4685,384.4,5.4685,6.7586,434.3,6.0137,492.8,5.4685,5.4685,fastest,0.0,7.39,3,True
Хомутяновка,w315425263,улица Матросова,35,3,5.1663,356,5.1663,6.4564,405.9,5.7115,464.4,5.1663,5.1663,fastest,0.0,6.946,3,True
Хомутяновка,w318083474,улица Матросова,36,3,5.4502,381.8,5.4502,6.7403,431.7,5.9954,490.2,5.4502,5.4502,fastest,0.0,7.359,3,True
Хомутяновка,w318083464,улица Матросова,38,3,5.433,379.3,5.433,6.7231,429.2,5.9782,487.7,5.433,5.433,fastest,0.0,7.329,3,True
Хомутяновка,w317149367,улица Матросова,42,3,5.3207,378.3,5.3207,6.6109,428.2,5.8659,486.7,5.3207,5.3207,fastest,0.0,7.212,3,True
Хомутяновка,w317149374,улица Матросова,44,3,5.3007,375.4,5.3007,6.5908,425.3,5.8459,483.8,5.3007,5.3007,fastest,0.0,7.178,3,True
Хомутяновка,w318044885,улица Матросова,46,3,5.2851,373.1,5.2851,6.5752,423,5.8303,481.5,5.2851,5.2851,fastest,0.0,7.151,3,True
Хомутяновка,w318044886,улица Матросова,50,3,5.2512,368.2,5.2512,6.5413,418.1,5.7964,476.6,5.2512,5.2512,fastest,0.0,7.092,3,True
Хомутяновка,w317149365,улица Матросова,52,3,5.233,365.6,5.233,6.5231,415.5,5.7782,474,5.233,5.233,fastest,0.0,7.061,3,True
Хомутяновка,w315807202,улица Матросова,54,3,5.2178,363.4,5.2178,6.5079,413.3,5.763,471.8,5.2178,5.2178,fastest,0.0,7.035,3,True
Хомутяновка,w317053543,улица Осипенко,4,3,5.9169,410.8,5.9169,7.207,460.7,6.4621,519.2,5.9169,5.9169,fastest,0.0,7.971,4,True
Хомутяновка,w318070641,улица Осипенко,5,4,6.3118,410.2,6.3118,7.6019,460.1,6.857,518.6,5.7634,5.7634,shortest,0.548,8.363,4,True
Хомутяновка,w317053539,улица Осипенко,6,3,5.8446,410.1,5.9312,7.1347,460,6.3898,518.5,5.8446,5.8446,fastest,0.0,7.895,4,True
Хомутяновка,w318070639,улица Осипенко,7,3,5.9266,409.1,6.3265,7.2167,459,6.4718,517.5,5.7781,5.7781,shortest,0.148,7.972,4,True
Хомутяновка,w317053540,улица Осипенко,8,3,5.8151,405.9,5.8151,7.1052,455.8,6.3603,514.3,5.8151,5.8151,fastest,0.0,7.845,4,True
Хомутяновка,w317053541,улица Осипенко,10,3,5.7997,403.7,5.7997,7.0898,453.6,6.3449,512.1,5.7997,5.7997,fastest,0.0,7.818,4,True
Хомутяновка,w317053535,улица Осипенко,12,3,5.7856,401.7,5.7856,7.0758,451.6,6.3308,510.1,5.7856,5.7856,fastest,0.0,7.794,4,True
Хомутяновка,w318070629,улица Осипенко,13,3,5.9184,411,5.9184,7.2085,460.9,6.4636,519.4,5.9184,5.9184,fastest,0.0,7.973,4,True
Хомутяновка,w318071320,улица Осипенко,14,3,5.7679,399.1,5.7679,7.058,449,6.3131,507.5,5.7679,5.7679,fastest,0.0,7.763,4,True
Хомутяновка,w318070627,улица Осипенко,15,3,5.8421,409.8,5.9336,7.1322,459.7,6.3873,518.2,5.8421,5.8421,fastest,0.0,7.891,4,True
Хомутяновка,w317053520,улица Осипенко,16,3,5.7016,402,5.7772,6.9918,451.9,6.2468,510.4,5.7016,5.7016,fastest,0.0,7.712,4,True
Хомутяновка,w318070626,улица Осипенко,17,3,5.8248,407.3,5.8248,7.115,457.2,6.3701,515.7,5.8248,5.8248,fastest,0.0,7.861,4,True
Хомутяновка,w317053511,улица Осипенко,18,3,5.6719,397.8,5.6719,6.9621,447.7,6.2171,506.2,5.6719,5.6719,fastest,0.0,7.661,4,True
Хомутяновка,w317149192,улица Осипенко,19,3,5.8091,405,5.8091,7.0992,454.9,6.3543,513.4,5.8091,5.8091,fastest,0.0,7.834,4,True
Хомутяновка,w317053502,улица Осипенко,20,3,5.6562,395.5,5.6562,6.9463,445.4,6.2014,503.9,5.6562,5.6562,fastest,0.0,7.634,4,True
Хомутяновка,w317149188,улица Осипенко,21,3,5.7926,402.7,5.7926,7.0827,452.6,6.3378,511.1,5.7926,5.7926,fastest,0.0,7.806,4,True
Хомутяновка,w317053546,улица Осипенко,23,3,5.7749,400.1,5.7749,7.065,450,6.3201,508.5,5.7749,5.7749,fastest,0.0,7.775,4,True
Хомутяновка,w315807221,улица Осипенко,24,3,5.5309,394.8,5.6509,6.821,444.7,6.0761,503.2,5.5309,5.5309,fastest,0.0,7.505,3,True
Хомутяновка,w315807220,улица Осипенко,26,3,5.5125,392.1,5.5125,6.8026,442,6.0577,500.5,5.5125,5.5125,fastest,0.0,7.473,3,True
Хомутяновка,w315851325,улица Осипенко,28,3,5.4868,388.4,5.4868,6.777,438.3,6.032,496.8,5.4868,5.4868,fastest,0.0,7.429,3,True
Хомутяновка,w315618172,улица Осипенко,30,3,5.4657,385.3,5.4657,6.7558,435.2,6.0109,493.7,5.4657,5.4657,fastest,0.0,7.392,3,True
Хомутяновка,w316759468,улица Осипенко,31,3,5.6973,401.4,5.7816,6.9874,451.3,6.2425,509.8,5.6973,5.6973,fastest,0.0,7.704,4,True
Хомутяновка,w316759289,улица Осипенко,33,3,5.6818,399.2,5.6818,6.9719,449.1,6.227,507.6,5.6818,5.6818,fastest,0.0,7.678,4,True
Хомутяновка,w316759220,улица Осипенко,35,3,5.6636,396.6,5.6636,6.9538,446.5,6.2088,505,5.6636,5.6636,fastest,0.0,7.647,4,True
Хомутяновка,w316759217,улица Осипенко,37,3,5.6495,394.5,5.6495,6.9396,444.4,6.1947,502.9,5.6495,5.6495,fastest,0.0,7.622,4,True
Хомутяновка,w316759073,улица Осипенко,39,3,5.6313,391.9,5.6313,6.9214,441.8,6.1765,500.3,5.6313,5.6313,fastest,0.0,7.591,4,True
Хомутяновка,w315807224,улица Осипенко,45,3,5.6284,395,5.6284,6.9185,444.9,6.1736,503.4,5.6284,5.6284,fastest,0.0,7.603,4,True
Хомутяновка,w315807231,улица Осипенко,47,3,5.537,395.6,5.6448,6.8272,445.5,6.0822,504,5.537,5.537,fastest,0.0,7.515,3,True
Хомутяновка,w315851307,улица Осипенко,49,3,5.5199,393.2,5.5199,6.81,443.1,6.0651,501.6,5.5199,5.5199,fastest,0.0,7.486,3,True
Хомутяновка,w315851319,улица Осипенко,51,3,5.5034,390.8,5.5034,6.7935,440.7,6.0486,499.2,5.5034,5.5034,fastest,0.0,7.457,3,True
Хомутяновка,w315851320,улица Осипенко,53,3,5.4854,388.2,5.4854,6.7756,438.1,6.0307,496.6,5.4854,5.4854,fastest,0.0,7.426,3,True
Хомутяновка,w315851322,улица Осипенко,55,3,5.4689,385.8,5.4689,6.759,435.7,6.0141,494.2,5.4689,5.4689,fastest,0.0,7.398,3,True
Хомутяновка,w315851323,улица Осипенко,57,3,5.4507,383.2,5.4507,6.7408,433.1,5.9959,491.6,5.4507,5.4507,fastest,0.0,7.367,3,True
Хомутяновка,w315851310,улица Осипенко,59,3,5.4329,380.6,5.4329,6.7231,430.5,5.9782,489,5.4329,5.4329,fastest,0.0,7.336,3,True
Хомутяновка,w303915691,улица Островского,2,3,4.5644,318.8,4.5644,5.8545,368.7,5.1096,427.2,4.5644,4.5644,fastest,0.0,6.158,3,True
Хомутяновка,w304088423,улица Островского,5,3,4.528,313.5,4.528,5.8181,363.4,5.0732,421.9,4.528,4.528,fastest,0.0,6.095,3,True
Хомутяновка,w304088426,улица Островского,7,3,4.5082,310.7,4.5082,5.7983,360.6,5.0534,419.1,4.5082,4.5082,fastest,0.0,6.062,3,True
Хомутяновка,w304088427,улица Островского,9,3,4.4921,308.3,4.4921,5.7822,358.2,5.0373,416.7,4.4921,4.4921,fastest,0.0,6.034,3,True
Хомутяновка,w303915683,улица Островского,10,3,4.4736,305.7,4.4736,5.7637,355.6,5.0188,414.1,4.4736,4.4736,fastest,0.0,6.002,3,True
Хомутяновка,w304088428,улица Островского,11,3,4.4669,304.7,4.4669,5.757,354.6,5.0121,413.1,4.4669,4.4669,fastest,0.0,5.99,3,True
Хомутяновка,w209273598,улица Павлика Морозова,1,4,6.6541,459.3,6.2051,7.9442,509.2,7.1993,567.7,6.1057,6.1057,shortest,0.548,8.951,4,True
Хомутяновка,w209273623,улица Павлика Морозова,1,4,6.6974,469.7,6.2484,7.9875,519.6,7.2426,578.1,6.149,6.149,shortest,0.548,9.046,4,True
Хомутяновка,w209273578,улица Павлика Морозова,2,4,6.6391,463.4,6.1901,7.9292,513.3,7.1843,571.8,6.0907,6.0907,shortest,0.548,8.956,4,True
Хомутяновка,w209273609,улица Павлика Морозова,3,4,6.6664,460.7,6.2174,7.9565,510.6,7.2116,569.1,6.118,6.118,shortest,0.548,8.97,4,True
Хомутяновка,w209273587,улица Павлика Морозова,4,4,6.6681,469,6.2191,7.9582,518.9,7.2133,577.4,6.1197,6.1197,shortest,0.548,9.013,4,True
Хомутяновка,w209273573,улица Павлика Морозова,5,4,6.6597,450.2,6.2108,7.9499,500.1,7.2049,558.6,6.1114,6.1114,shortest,0.548,8.911,4,True
Хомутяновка,w209273612,улица Павлика Морозова,6,4,6.7278,468.7,6.2788,8.0179,518.6,7.273,577.1,6.1794,6.1794,shortest,0.548,9.071,4,True
Хомутяновка,w209273576,улица Павлика Морозова,7,4,6.7562,470.6,6.3072,8.0463,520.5,7.3014,579,6.2078,6.2078,shortest,0.548,9.109,4,True
Хомутяновка,w209273596,улица Павлика Морозова,8,4,6.8234,473.9,6.3744,8.1135,523.8,7.3686,582.3,6.8234,6.8234,fastest,0.0,9.193,4,True
Хомутяновка,w209273644,улица Павлика Морозова,8,4,6.8794,482,6.4304,8.1695,531.9,7.4246,590.4,6.8794,6.8794,fastest,0.0,9.289,4,True
Хомутяновка,w103992836,улица Павлика Морозова,13,4,6.8323,480.7,6.3834,8.1225,530.6,7.3775,589.1,6.8323,6.8323,fastest,0.0,9.236,4,True
Хомутяновка,w317051450,улица Ползунова,2,3,5.6278,369.3,5.6278,6.9179,419.2,6.173,477.7,5.6278,5.6278,fastest,0.0,7.474,4,True
Хомутяновка,w317051449,улица Ползунова,4,3,5.6429,371.5,5.6429,6.9331,421.4,6.1882,479.9,5.6429,5.6429,fastest,0.0,7.5,4,True
Хомутяновка,w317051446,улица Ползунова,6,3,5.5642,369.5,5.6592,6.8544,419.4,6.1094,477.9,5.5642,5.5642,fastest,0.0,7.412,3,True
Хомутяновка,w317051440,улица Ползунова,8,3,5.5496,367.4,5.5496,6.8397,417.3,6.0948,475.8,5.5496,5.5496,fastest,0.0,7.387,3,True
Хомутяновка,w209416029,улица Ползунова,9,3,5.5321,364.9,5.5321,6.8222,414.8,6.0773,473.3,5.5321,5.5321,fastest,0.0,7.357,3,True
Хомутяновка,w317051437,улица Ползунова,10,3,5.5366,365.5,5.5366,6.8267,415.4,6.0818,473.9,5.5366,5.5366,fastest,0.0,7.364,3,True
Хомутяновка,w209416049,улица Ползунова,11,3,5.5174,362.8,5.5174,6.8075,412.7,6.0626,471.2,5.5174,5.5174,fastest,0.0,7.331,3,True
Хомутяновка,w317051435,улица Ползунова,12,3,5.5209,363.3,5.5209,6.811,413.2,6.0661,471.7,5.5209,5.5209,fastest,0.0,7.337,3,True
Хомутяновка,w209416063,улица Ползунова,13,3,5.5035,360.8,5.5035,6.7936,410.7,6.0487,469.2,5.5035,5.5035,fastest,0.0,7.307,3,True
Хомутяновка,w317051433,улица Ползунова,14,3,5.5066,361.2,5.5066,6.7967,411.1,6.0518,469.6,5.5066,5.5066,fastest,0.0,7.313,3,True
Хомутяновка,w209416092,улица Ползунова,15,3,5.4878,358.5,5.4878,6.778,408.4,6.0331,466.9,5.4878,5.4878,fastest,0.0,7.28,3,True
Хомутяновка,w317051431,улица Ползунова,16,3,5.4942,359.4,5.4942,6.7843,409.3,6.0394,467.8,5.4942,5.4942,fastest,0.0,7.291,3,True
Хомутяновка,w315851326,улица Ползунова,21,3,5.4888,362.1,5.4888,6.7789,412,6.034,470.5,5.4888,5.4888,fastest,0.0,7.299,3,True
Хомутяновка,w316645117,улица Ползунова,22,3,5.4865,361.7,5.4865,6.7766,411.6,6.0317,470.1,5.4865,5.4865,fastest,0.0,7.295,3,True
Хомутяновка,w209416082,улица Ползунова,23,3,5.4208,361.6,5.5049,6.7109,411.5,5.966,470,5.4208,5.4208,fastest,0.0,7.229,3,True
Хомутяновка,w316645115,улица Ползунова,24,3,5.4249,362.2,5.5008,6.715,412.1,5.9701,470.6,5.4249,5.4249,fastest,0.0,7.236,3,True
Хомутяновка,w209416028,улица Ползунова,25,3,5.4069,359.6,5.4069,6.697,409.5,5.9521,468,5.4069,5.4069,fastest,0.0,7.205,3,True
Хомутяновка,w316645114,улица Ползунова,26,3,5.4094,360,5.5163,6.6995,409.9,5.9546,468.4,5.4094,5.4094,fastest,0.0,7.209,3,True
Хомутяновка,w209416084,улица Ползунова,27,3,5.392,357.5,5.392,6.6821,407.4,5.9372,465.9,5.392,5.392,fastest,0.0,7.18,3,True
Хомутяновка,w316645110,улица Ползунова,28,3,5.3943,357.8,5.3943,6.6844,407.7,5.9395,466.2,5.3943,5.3943,fastest,0.0,7.183,3,True
Хомутяновка,w209416042,улица Ползунова,29,3,5.3768,355.3,5.3768,6.667,405.2,5.9221,463.7,5.3768,5.3768,fastest,0.0,7.153,3,True
Хомутяновка,w316031270,улица Ползунова,30,3,5.3795,355.7,5.3795,6.6696,405.6,5.9247,464.1,5.3795,5.3795,fastest,0.0,7.158,3,True
Хомутяновка,w209416038,улица Ползунова,31,3,5.3644,353.5,5.3644,6.6545,403.4,5.9096,461.9,5.3644,5.3644,fastest,0.0,7.132,3,True
Хомутяновка,w316031267,улица Ползунова,32,3,5.3642,353.5,5.3642,6.6543,403.4,5.9094,461.9,5.3642,5.3642,fastest,0.0,7.132,3,True
Хомутяновка,w209416078,улица Ползунова,33,3,5.3482,351.2,5.3482,6.6384,401.1,5.8934,459.6,5.3482,5.3482,fastest,0.0,7.104,3,True
Хомутяновка,w316031266,улица Ползунова,34,3,5.3495,351.4,5.3495,6.6396,401.3,5.8947,459.8,5.3495,5.3495,fastest,0.0,7.106,3,True
Хомутяновка,w316031264,улица Ползунова,36,3,5.3335,349.1,5.3335,6.6236,399,5.8787,457.5,5.3335,5.3335,fastest,0.0,7.079,3,True
Хомутяновка,w315618146,улица Ползунова,38,3,5.3347,352.6,5.3347,6.6249,402.5,5.8799,461,5.3347,5.3347,fastest,0.0,7.098,3,True
Хомутяновка,w209287675,улица Ползунова,39,3,5.3487,354.6,5.3487,6.6388,404.5,5.8939,463,5.3487,5.3487,fastest,0.0,7.122,3,True
Хомутяновка,w315618137,улица Ползунова,40,3,5.3617,356.5,5.3617,6.6518,406.4,5.9069,464.9,5.3617,5.3617,fastest,0.0,7.144,3,True
Хомутяновка,w209287666,улица Ползунова,41,3,5.2568,355.5,5.3781,6.547,405.4,5.802,463.9,5.2568,5.2568,fastest,0.0,7.034,3,True
Хомутяновка,w315425217,улица Ползунова,42,3,5.2578,355.7,5.3771,6.5479,405.6,5.803,464.1,5.2578,5.2578,fastest,0.0,7.036,3,True
Хомутяновка,w209287689,улица Ползунова,43,3,5.2437,353.6,5.2437,6.5338,403.5,5.7889,462,5.2437,5.2437,fastest,0.0,7.012,3,True
Хомутяновка,w315425216,улица Ползунова,44,3,5.2415,353.3,5.2415,6.5316,403.2,5.7867,461.7,5.2415,5.2415,fastest,0.0,7.008,3,True
Хомутяновка,w209287698,улица Ползунова,45,3,5.2253,351,5.2253,6.5154,400.9,5.7705,459.4,5.2253,5.2253,fastest,0.0,6.98,3,True
