uid,settlement_ru,district_ru,street_ru,housenumber,lat,lon,snap_distance_m,snapped_name,nearest_road_name,nearest_road_highway,nearest_road_dist_m
w318406795,Бендеры,Хомутяновка,Железнодорожная улица,116,46.81798,29.45677,9.5,Железнодорожная улица,Железнодорожная улица,residential,13.7
n2339105464,Бендеры,Хомутяновка,Железнодорожный тупик,2,46.82348,29.4587,7.5,Железнодорожный тупик,Железнодорожный тупик,residential,7.9
w315425256,Бендеры,Хомутяновка,Железнодорожный тупик,5,46.8234,29.45812,12.4,Железнодорожный тупик,Железнодорожный тупик,residential,12.6
w315193157,Бендеры,Хомутяновка,Железнодорожный тупик,76,46.82351,29.45883,13.2,Железнодорожный тупик,Железнодорожный тупик,residential,13.8
w315193131,Бендеры,Хомутяновка,Железнодорожный тупик,78,46.82331,29.45872,10.4,Железнодорожный тупик,Железнодорожный тупик,residential,10.2
w91850354,Бендеры,Хомутяновка,Кагульская улица,2,46.82577,29.45312,16.7,,Кагульская улица,residential,31.9
w209273586,Бендеры,Хомутяновка,Кагульская улица,4,46.82678,29.45275,15.4,,Кагульская улица,residential,32.2
w352110827,Бендеры,Хомутяновка,Кагульская улица,5,46.82656,29.45242,8.0,Кагульская улица,Кагульская улица,residential,11.2
w352111432,Бендеры,Хомутяновка,Кагульская улица,7,46.82671,29.45221,18.4,Кагульская улица,Кагульская улица,residential,25.9
w352111431,Бендеры,Хомутяновка,Кагульская улица,9,46.82689,29.45211,20.4,Кагульская улица,Кагульская улица,residential,29.1
w352064500,Бендеры,Хомутяновка,Кагульская улица,11,46.8271,29.45208,17.3,Кагульская улица,Кагульская улица,residential,24.8
w528507076,Бендеры,Хомутяновка,Кагульская улица,13,46.82736,29.45208,10.6,Кагульская улица,Кагульская улица,residential,15.5
w302368617,Бендеры,Хомутяновка,Киевская улица,1,46.81855,29.46388,9.8,Киевская улица,Киевская улица,residential,9.5
w303915694,Бендеры,Хомутяновка,Киевская улица,3,46.81847,29.46349,18.2,Киевская улица,Киевская улица,residential,18.0
w161058108,Бендеры,Хомутяновка,Киевская улица,6,46.81899,29.46235,13.4,,Киевская улица,residential,45.3
w303915689,Бендеры,Хомутяновка,Киевская улица,7,46.81849,29.46246,10.7,Киевская улица,Киевская улица,residential,10.8
w303915687,Бендеры,Хомутяновка,Киевская улица,8а,46.81894,29.46197,13.2,,Киевская улица,residential,42.4
w303915686,Бендеры,Хомутяновка,Киевская улица,9,46.81842,29.46209,16.0,Киевская улица,Киевская улица,residential,16.1
w302066925,Бендеры,Хомутяновка,Киевская улица,10,46.81861,29.46063,12.7,Киевская улица,Киевская улица,residential,12.4
w301982088,Бендеры,Хомутяновка,Киевская улица,11,46.81873,29.46358,10.6,Киевская улица,Киевская улица,residential,10.8
w303915681,Бендеры,Хомутяновка,Киевская улица,11,46.81841,29.46182,15.2,Киевская улица,Киевская улица,residential,15.2
w302066923,Бендеры,Хомутяновка,Киевская улица,12,46.81862,29.46014,15.2,Киевская улица,Киевская улица,residential,14.8
w303915677,Бендеры,Хомутяновка,Киевская улица,17,46.81836,29.46078,15.6,Киевская улица,Киевская улица,residential,15.8
w304088436,Бендеры,Хомутяновка,Киевская улица,19,46.81836,29.46061,15.1,Киевская улица,Киевская улица,residential,15.3
w304088437,Бендеры,Хомутяновка,Киевская улица,21,46.81831,29.46039,20.0,Киевская улица,Киевская улица,residential,20.3
w302066924,Бендеры,Хомутяновка,Киевская улица,22/1,46.81865,29.46087,16.4,Киевская улица,Киевская улица,residential,16.2
w304088440,Бендеры,Хомутяновка,Киевская улица,23,46.81834,29.46001,14.5,улица Бендерского Восстания,Киевская улица,residential,15.9
w310488383,Бендеры,Хомутяновка,Киевская улица,25,46.81838,29.45961,14.6,Киевская улица,Киевская улица,residential,15.2
w310488384,Бендеры,Хомутяновка,Киевская улица,27,46.8184,29.45926,18.0,Киевская улица,Киевская улица,residential,18.6
w310488385,Бендеры,Хомутяновка,Киевская улица,29,46.81843,29.45907,17.9,Киевская улица,Киевская улица,residential,18.3
w310488387,Бендеры,Хомутяновка,Киевская улица,31,46.81846,29.45875,19.2,Дачная улица,Киевская улица,residential,20.2
w318406775,Бендеры,Хомутяновка,Киевская улица,33,46.81865,29.45793,14.8,Киевская улица,Киевская улица,residential,15.2
w318406776,Бендеры,Хомутяновка,Киевская улица,33а,46.81861,29.45813,15.1,Киевская улица,Киевская улица,residential,15.5
