uid,settlement_ru,district_ru,street_ru,housenumber,lat,lon,snap_distance_m,snapped_name,nearest_road_name,nearest_road_highway,nearest_road_dist_m
w318084702,Бендеры,Хомутяновка,улица Матросова,20,46.82613,29.45643,11.8,улица Матросова,улица Матросова,residential,17.1
w315807212,Бендеры,Хомутяновка,улица Матросова,21,46.82431,29.45739,15.8,улица Матросова,улица Матросова,residential,22.5
w318084701,Бендеры,Хомутяновка,улица Матросова,22,46.82598,29.45648,11.8,улица Матросова,улица Матросова,residential,17.0
w315807210,Бендеры,Хомутяновка,улица Матросова,23,46.82417,29.45747,18.4,улица Матросова,улица Матросова,residential,26.3
w315807208,Бендеры,Хомутяновка,улица Матросова,25,46.82399,29.45748,14.9,улица Матросова,улица Матросова,residential,21.4
w318084700,Бендеры,Хомутяновка,улица Матросова,26,46.82582,29.45651,13.4,улица Матросова,улица Матросова,residential,19.3
w315807203,Бендеры,Хомутяновка,улица Матросова,27,46.82384,29.45753,15.0,улица Матросова,улица Матросова,residential,21.7
w318084689,Бендеры,Хомутяновка,улица Матросова,28,46.82568,29.45654,14.6,улица Матросова,улица Матросова,residential,20.9
w315618173,Бендеры,Хомутяновка,улица Матросова,29,46.82371,29.45761,17.9,улица Матросова,улица Матросова,residential,25.8
w318084687,Бендеры,Хомутяновка,улица Матросова,30,46.82551,29.45658,15.7,улица Матросова,улица Матросова,residential,22.5
w318083480,Бендеры,Хомутяновка,улица Матросова,32,46.82537,29.45668,11.6,улица Матросова,улица Матросова,residential,16.8
w318083477,Бендеры,Хомутяновка,улица Матросова,34,46.82523,29.45672,12.0,улица Матросова,улица Матросова,residential,17.3
w315425263,Бендеры,Хомутяновка,улица Матросова,35,46.82326,29.45777,19.1,улица Матросова,улица Матросова,residential,27.8
w318083474,Бендеры,Хомутяновка,улица Матросова,36,46.82507,29.45678,11.4,улица Матросова,улица Матросова,residential,16.5
w318083464,Бендеры,Хомутяновка,улица Матросова,38,46.82492,29.45684,10.5,улица Матросова,улица Матросова,residential,15.3
w317149367,Бендеры,Хомутяновка,улица Матросова,42,46.82455,29.45689,15.7,улица Матросова,улица Матросова,residential,22.5
w317149374,Бендеры,Хомутяновка,улица Матросова,44,46.82438,29.45699,12.3,улица Матросова,улица Матросова,residential,17.5
w318044885,Бендеры,Хомутяновка,улица Матросова,46,46.82424,29.45701,14.1,улица Матросова,улица Матросова,residential,20.1
w318044886,Бендеры,Хомутяновка,улица Матросова,50,46.82395,29.45716,9.9,улица Матросова,улица Матросова,residential,13.9
w317149365,Бендеры,Хомутяновка,улица Матросова,52,46.82379,29.45721,10.0,улица Матросова,улица Матросова,residential,13.9
w315807202,Бендеры,Хомутяновка,улица Матросова,54,46.82365,29.45721,13.2,улица Матросова,улица Матросова,residential,18.5
w317053543,Бендеры,Хомутяновка,улица Осипенко,4,46.82876,29.45854,20.0,улица Осипенко,улица Осипенко,residential,27.9
w318070641,Бендеры,Хомутяновка,улица Осипенко,5,46.82936,29.45946,28.9,улица Осипенко,улица 50 лет ВЛКСМ,tertiary,37.9
w317053539,Бендеры,Хомутяновка,улица Осипенко,6,46.82863,29.45852,17.3,улица Осипенко,улица Осипенко,residential,24.3
w318070639,Бендеры,Хомутяновка,улица Осипенко,7,46.82925,29.45932,22.1,улица Осипенко,улица Осипенко,residential,31.4
w317053540,Бендеры,Хомутяновка,улица Осипенко,8,46.82839,29.45834,22.8,улица Осипенко,улица Осипенко,residential,32.1
w317053541,Бендеры,Хомутяновка,улица Осипенко,10,46.82824,29.45837,16.0,улица Осипенко,улица Осипенко,residential,22.5
w317053535,Бендеры,Хомутяновка,улица Осипенко,12,46.82812,29.45831,16.5,улица Осипенко,улица Осипенко,residential,23.4
w318070629,Бендеры,Хомутяновка,улица Осипенко,13,46.82864,29.45906,21.8,улица Осипенко,улица Осипенко,residential,30.3
w318071320,Бендеры,Хомутяновка,улица Осипенко,14,46.82798,29.45818,21.6,улица Осипенко,улица Спартака,residential,29.2
w318070627,Бендеры,Хомутяновка,улица Осипенко,15,46.8285,29.45905,25.5,улица Осипенко,улица Осипенко,residential,35.5
w317053520,Бендеры,Хомутяновка,улица Осипенко,16,46.82739,29.45801,16.4,улица Осипенко,улица Осипенко,residential,23.1
w318070626,Бендеры,Хомутяновка,улица Осипенко,17,46.82835,29.45899,25.8,улица Осипенко,улица Осипенко,residential,35.9
w317053511,Бендеры,Хомутяновка,улица Осипенко,18,46.82713,29.45792,15.5,улица Осипенко,улица Осипенко,residential,21.7
w317149192,Бендеры,Хомутяновка,улица Осипенко,19,46.82822,29.4589,23.3,улица Осипенко,улица Осипенко,residential,32.4
w317053502,Бендеры,Хомутяновка,улица Осипенко,20,46.827,29.45783,18.4,улица Осипенко,улица Осипенко,residential,25.7
w317149188,Бендеры,Хомутяновка,улица Осипенко,21,46.82808,29.45883,22.7,улица Осипенко,улица Осипенко,residential,31.4
w317053546,Бендеры,Хомутяновка,улица Осипенко,23,46.82791,29.45885,29.5,улица Осипенко,улица Спартака,residential,34.5
w315807221,Бендеры,Хомутяновка,улица Осипенко,24,46.82593,29.45741,18.4,улица Осипенко,улица Осипенко,residential,25.5
w315807220,Бендеры,Хомутяновка,улица Осипенко,26,46.82577,29.45735,18.3,улица Осипенко,улица Осипенко,residential,25.2
w315851325,Бендеры,Хомутяновка,улица Осипенко,28,46.82556,29.45719,24.0,улица Осипенко,улица Осипенко,residential,33.3
w315618172,Бендеры,Хомутяновка,улица Осипенко,30,46.82537,29.45715,21.4,улица Осипенко,улица Осипенко,residential,29.8
w316759468,Бендеры,Хомутяновка,улица Осипенко,31,46.82726,29.4585,23.4,улица Осипенко,улица Осипенко,residential,32.7
w316759289,Бендеры,Хомутяновка,улица Осипенко,33,46.82709,29.45864,38.6,улица Осипенко,улица Осипенко,residential,54.1
w316759220,Бендеры,Хомутяновка,улица Осипенко,35,46.82697,29.45837,22.2,улица Осипенко,улица Осипенко,residential,31.2
w316759217,Бендеры,Хомутяновка,улица Осипенко,37,46.82684,29.45836,25.2,улица Осипенко,улица Осипенко,residential,35.5
w316759073,Бендеры,Хомутяновка,улица Осипенко,39,46.82669,29.45826,22.1,улица Осипенко,улица Осипенко,residential,31.4
w315807224,Бендеры,Хомутяновка,улица Осипенко,45,46.82602,29.45806,26.7,улица Осипенко,улица 40 лет Советской Пионерии,residential,36.9
w315807231,Бендеры,Хомутяновка,улица Осипенко,47,46.82589,29.45794,21.6,улица Осипенко,улица Осипенко,residential,30.9
w315851307,Бендеры,Хомутяновка,улица Осипенко,49,46.82573,29.45794,26.2,улица Осипенко,улица Осипенко,residential,37.4
w315851319,Бендеры,Хомутяновка,улица Осипенко,51,46.8256,29.45781,20.5,улица Осипенко,улица Осипенко,residential,29.2
w315851320,Бендеры,Хомутяновка,улица Осипенко,53,46.82544,29.45777,22.1,улица Осипенко,улица Осипенко,residential,31.5
w315851322,Бендеры,Хомутяновка,улица Осипенко,55,46.82529,29.45775,25.0,улица Осипенко,улица Осипенко,residential,35.5
w315851323,Бендеры,Хомутяновка,улица Осипенко,57,46.82513,29.4577,25.9,улица Осипенко,улица Осипенко,residential,36.8
w315851310,Бендеры,Хомутяновка,улица Осипенко,59,46.82497,29.45767,28.4,улица Осипенко,переулок Лермонтова,residential,33.4
w303915691,Бендеры,Хомутяновка,улица Островского,2,46.81813,29.46237,8.6,улица Островского,улица Островского,residential,8.6
w304088423,Бендеры,Хомутяновка,улица Островского,5,46.81792,29.46189,15.2,улица Островского,улица Островского,residential,15.0
w304088426,Бендеры,Хомутяновка,улица Островского,7,46.8179,29.46163,17.6,улица Островского,улица Островского,residential,17.4
w304088427,Бендеры,Хомутяновка,улица Островского,9,46.81796,29.46142,11.1,улица Островского,улица Островского,residential,10.8
w303915683,Бендеры,Хомутяновка,улица Островского,10,46.81816,29.46118,11.0,улица Островского,улица Островского,residential,11.2
w304088428,Бендеры,Хомутяновка,улица Островского,11,46.81796,29.46109,11.3,улица Островского,улица Островского,residential,11.0
w209273598,Бендеры,Хомутяновка,улица Павлика Морозова,1,46.82949,29.45646,11.9,,улица Павлика Морозова,residential,24.5
w209273623,Бендеры,Хомутяновка,улица Павлика Морозова,1,46.82926,29.45682,13.0,,улица Павлика Морозова,residential,35.1
w209273578,Бендеры,Хомутяновка,улица Павлика Морозова,2,46.82913,29.45614,11.6,,улица Павлика Морозова,residential,28.8
w209273609,Бендеры,Хомутяновка,улица Павлика Морозова,3,46.82998,29.45611,11.9,,улица Павлика Морозова,residential,35.0
w209273587,Бендеры,Хомутяновка,улица Павлика Морозова,4,46.82978,29.45551,12.8,,улица Павлика Морозова,residential,28.3
w209273573,Бендеры,Хомутяновка,улица Павлика Морозова,5,46.83021,29.45575,19.2,улица Павлика Морозова,улица Павлика Морозова,residential,24.1
w209273612,Бендеры,Хомутяновка,улица Павлика Морозова,6,46.83029,29.45485,11.0,,улица Павлика Морозова,residential,40.8
w209273576,Бендеры,Хомутяновка,улица Павлика Морозова,7,46.83062,29.45568,13.1,,улица Павлика Морозова,residential,50.2
w209273596,Бендеры,Хомутяновка,улица Павлика Морозова,8,46.83115,29.45389,44.4,улица Павлика Морозова,улица Павлика Морозова,residential,57.3
w209273644,Бендеры,Хомутяновка,улица Павлика Морозова,8,46.83142,29.45312,79.1,улица Павлика Морозова,улица Интернационалистов,residential,91.6
w442395879,Бендеры,Борисовка,улица Павлика Морозова,12,46.83333,29.45134,55.4,,улица Интернационалистов,residential,163.6
w103992836,Бендеры,Хомутяновка,улица Павлика Морозова,13,46.83152,29.45479,26.6,,улица Павлика Морозова,residential,44.8
n5172818451,Бендеры,Борисовка,улица Павлика Морозова,15,46.83335,29.45334,26.0,,улица Павлика Морозова,residential,52.9
w222986041,Бендеры,Борисовка,улица Павлика Морозова,15,46.83319,29.45378,19.6,,улица Интернационалистов,residential,74.0
w103992878,Бендеры,Борисовка,улица Павлика Морозова,17,46.83361,29.45374,13.4,,улица Павлика Морозова,residential,105.7
w103992837,Бендеры,Борисовка,улица Павлика Морозова,19,46.83388,29.45388,14.7,,улица Павлика Морозова,residential,136.7
w209267149,Бендеры,Борисовка,улица Панфилова,1,46.83516,29.46679,18.6,улица Бендерского Восстания,улица Бендерского Восстания,primary,25.9
w209267181,Бендеры,Борисовка,улица Панфилова,1а,46.83566,29.46702,19.9,улица Бендерского Восстания,улица Бендерского Восстания,primary,28.3
w209267117,Бендеры,Борисовка,улица Панфилова,4A,46.83688,29.46249,9.7,улица Панфилова,улица Панфилова,residential,9.6
n2334305069,Бендеры,Борисовка,улица Панфилова,7,46.8365,29.46338,13.9,улица Панфилова,улица Панфилова,residential,14.2
n2334305071,Бендеры,Борисовка,улица Панфилова,9,46.83664,29.46278,10.7,улица Панфилова,улица Панфилова,residential,10.9
w209267177,Бендеры,Борисовка,улица Панфилова,12,46.83493,29.46614,22.1,улица Бендерского Восстания,улица Бендерского Восстания,primary,30.5
w319226862,Бендеры,Борисовка,улица Панфилова,15,46.83671,29.46232,11.9,улица Панфилова,улица Панфилова,residential,12.4
w319226864,Бендеры,Борисовка,улица Панфилова,17,46.83681,29.46167,14.3,улица Панфилова,улица Панфилова,residential,14.5
w209267113,Бендеры,Борисовка,улица Панфилова,25,46.83621,29.46576,19.0,,улица Панфилова,residential,52.0
w319615905,Бендеры,Борисовка,улица Петровского,2,46.84059,29.46777,15.2,улица Петровского,улица Петровского,residential,17.4
w165763752,Бендеры,Борисовка,улица Петровского,5,46.84062,29.46864,29.5,улица Петровского,улица Петровского,residential,32.6
w165763737,Бендеры,Борисовка,улица Петровского,7,46.84137,29.46761,44.1,улица Петровского,улица Петровского,residential,49.9
w116073003,Бендеры,Борисовка,улица Петровского,8,46.84096,29.47221,13.5,,улица Петровского,residential,31.9
w116073004,Бендеры,Борисовка,улица Петровского,8,46.84014,29.47034,19.7,улица Петровского,улица Петровского,residential,21.2
w116073002,Бендеры,Борисовка,улица Петровского,10,46.84119,29.47277,13.5,,улица Петровского,residential,33.4
n2325402378,Бендеры,Борисовка,улица Петровского,17,46.84066,29.47281,22.2,улица Петровского,улица Петровского,residential,23.4
w319144175,Бендеры,Борисовка,улица Петровского,19,46.84062,29.4726,17.9,улица Петровского,улица Петровского,residential,19.1
w319144172,Бендеры,Борисовка,улица Петровского,21,46.84056,29.47243,17.2,улица Петровского,улица Петровского,residential,18.4
w319144169,Бендеры,Борисовка,улица Петровского,23,46.84046,29.47229,21.3,улица Петровского,улица Петровского,residential,23.0
w91848280,Бендеры,Борисовка,улица Петровского,24,46.84225,29.46546,13.9,,улица Петровского,residential,23.2
w319144165,Бендеры,Борисовка,улица Петровского,25,46.84044,29.47212,16.7,улица Петровского,улица Петровского,residential,18.2
w225209888,Бендеры,Борисовка,улица Петровского,26,46.84243,29.46604,30.2,,улица Петровского,residential,71.6
w319144163,Бендеры,Борисовка,улица Петровского,27,46.84035,29.472,21.0,улица Петровского,улица Петровского,residential,22.6
w319144160,Бендеры,Борисовка,улица Петровского,29,46.84027,29.47183,22.4,улица Петровского,улица Петровского,residential,24.0
w319144157,Бендеры,Борисовка,улица Петровского,31,46.84021,29.47166,21.9,улица Петровского,улица Петровского,residential,23.3
w319144154,Бендеры,Борисовка,улица Петровского,33,46.84012,29.47135,18.8,улица Петровского,улица Петровского,residential,20.0
w319144151,Бендеры,Борисовка,улица Петровского,35,46.84003,29.47121,22.3,улица Петровского,улица Петровского,residential,23.6
w319144149,Бендеры,Борисовка,улица Петровского,37,46.84,29.471,17.3,улица Петровского,улица Петровского,residential,18.1
w319144146,Бендеры,Борисовка,улица Петровского,39,46.83993,29.47085,18.9,улица Петровского,улица Петровского,residential,19.7
w319142248,Бендеры,Борисовка,улица Петровского,43,46.83979,29.47044,18.3,улица Петровского,улица Петровского,residential,19.1
w91848269,Бендеры,Борисовка,улица Петровского,45,46.84272,29.46536,13.1,,улица Петровского,residential,62.1
w91848291,Бендеры,Борисовка,улица Петровского,47,46.84276,29.46468,12.4,,улица Петровского,residential,51.1
w319141461,Бендеры,Борисовка,улица Петровского,49,46.8401,29.46857,18.6,улица Петровского,улица Петровского,residential,21.4
w319141460,Бендеры,Борисовка,улица Петровского,51,46.8402,29.46834,21.1,улица Петровского,улица Петровского,residential,24.4
w319615906,Бендеры,Борисовка,улица Петровского,53,46.84074,29.46752,14.4,улица Петровского,улица Петровского,residential,16.1
w352148088,Бендеры,Борисовка,улица Петровского,61,46.8411,29.4668,17.4,улица Петровского,улица Петровского,residential,19.2
n2325729694,Бендеры,Борисовка,улица Петровского,65,46.84135,29.46635,16.4,улица Петровского,улица Петровского,residential,18.5
w317051450,Бендеры,Хомутяновка,улица Ползунова,2,46.82821,29.46217,11.4,улица Ползунова,Молодёжная улица,residential,15.0
w317051449,Бендеры,Хомутяновка,улица Ползунова,4,46.82809,29.46206,15.7,улица Ползунова,улица Ползунова,residential,22.3
w317051446,Бендеры,Хомутяновка,улица Ползунова,6,46.82794,29.46204,12.8,улица Ползунова,улица Ползунова,residential,18.2
w317051440,Бендеры,Хомутяновка,улица Ползунова,8,46.82782,29.46195,15.8,улица Ползунова,улица Ползунова,residential,22.5
w209416029,Бендеры,Хомутяновка,улица Ползунова,9,46.8276,29.46226,13.3,улица Ползунова,улица Ползунова,residential,18.5
w317051437,Бендеры,Хомутяновка,улица Ползунова,10,46.82771,29.46189,17.1,улица Ползунова,улица Ползунова,residential,24.2
w209416049,Бендеры,Хомутяновка,улица Ползунова,11,46.82747,29.46222,14.1,улица Ползунова,улица Ползунова,residential,19.7
w317051435,Бендеры,Хомутяновка,улица Ползунова,12,46.82757,29.46186,15.2,улица Ползунова,улица Ползунова,residential,21.5
w209416063,Бендеры,Хомутяновка,улица Ползунова,13,46.82735,29.46217,14.0,улица Ползунова,улица Ползунова,residential,19.5
w317051433,Бендеры,Хомутяновка,улица Ползунова,14,46.82744,29.46184,12.8,улица Ползунова,улица Ползунова,residential,18.3
w209416092,Бендеры,Хомутяновка,улица Ползунова,15,46.82721,29.46214,15.8,улица Ползунова,улица Ползунова,residential,22.1
w317051431,Бендеры,Хомутяновка,улица Ползунова,16,46.82733,29.46181,11.9,улица Ползунова,улица Ползунова,residential,16.8
w315851326,Бендеры,Хомутяновка,улица Ползунова,21,46.82676,29.46194,14.4,улица Ползунова,улица Ползунова,residential,20.2
w316645117,Бендеры,Хомутяновка,улица Ползунова,22,46.82685,29.46158,14.7,улица Ползунова,улица Ползунова,residential,20.6
w209416082,Бендеры,Хомутяновка,улица Ползунова,23,46.82662,29.46189,14.9,улица Ползунова,улица Ползунова,residential,20.9
w316645115,Бендеры,Хомутяновка,улица Ползунова,24,46.82674,29.46146,20.2,улица Ползунова,улица Ползунова,residential,28.3
w209416028,Бендеры,Хомутяновка,улица Ползунова,25,46.8265,29.46184,14.7,улица Ползунова,улица Ползунова,residential,20.8
w316645114,Бендеры,Хомутяновка,улица Ползунова,26,46.82659,29.46149,13.6,улица Ползунова,улица Ползунова,residential,18.9
w209416084,Бендеры,Хомутяновка,улица Ползунова,27,46.82637,29.46179,15.0,улица Ползунова,улица Ползунова,residential,21.2
w316645110,Бендеры,Хомутяновка,улица Ползунова,28,46.82646,29.46143,14.1,улица Ползунова,улица Ползунова,residential,19.6
w209416042,Бендеры,Хомутяновка,улица Ползунова,29,46.82624,29.46173,14.5,улица Ползунова,улица Ползунова,residential,20.5
w316031270,Бендеры,Хомутяновка,улица Ползунова,30,46.82633,29.46139,13.2,улица Ползунова,улица Ползунова,residential,18.2
w209416038,Бендеры,Хомутяновка,улица Ползунова,31,46.82613,29.4617,15.5,улица Ползунова,улица Ползунова,residential,22.0
w316031267,Бендеры,Хомутяновка,улица Ползунова,32,46.8262,29.46132,14.5,улица Ползунова,улица Ползунова,residential,20.0
w209416078,Бендеры,Хомутяновка,улица Ползунова,33,46.82599,29.46164,15.2,улица Ползунова,улица Ползунова,residential,21.7
w316031266,Бендеры,Хомутяновка,улица Ползунова,34,46.82607,29.46128,13.5,улица Ползунова,улица Ползунова,residential,18.6
w316031264,Бендеры,Хомутяновка,улица Ползунова,36,46.82593,29.46123,13.0,улица Ползунова,улица 40 лет Советской Пионерии,residential,17.6
w315618146,Бендеры,Хомутяновка,улица Ползунова,38,46.82562,29.46109,14.1,улица Ползунова,улица 40 лет Советской Пионерии,residential,19.0
w209287675,Бендеры,Хомутяновка,улица Ползунова,39,46.82543,29.46141,14.9,улица Ползунова,улица Ползунова,residential,21.3
w315618137,Бендеры,Хомутяновка,улица Ползунова,40,46.82539,29.46097,16.2,улица Ползунова,улица Ползунова,residential,22.5
w209287666,Бендеры,Хомутяновка,улица Ползунова,41,46.82517,29.46133,16.7,улица Ползунова,улица Ползунова,residential,23.7
w315425217,Бендеры,Хомутяновка,улица Ползунова,42,46.82525,29.46095,13.6,улица Ползунова,улица Ползунова,residential,18.8
w209287689,Бендеры,Хомутяновка,улица Ползунова,43,46.82505,29.46132,19.5,улица Ползунова,улица Ползунова,residential,27.5
w315425216,Бендеры,Хомутяновка,улица Ползунова,44,46.82511,29.46089,13.8,улица Ползунова,улица Ползунова,residential,19.3
w209287698,Бендеры,Хомутяновка,улица Ползунова,45,46.8249,29.4612,15.1,улица Ползунова,улица Ползунова,residential,21.3
w315425215,Бендеры,Хомутяновка,улица Ползунова,46,46.82499,29.46085,13.2,улица Ползунова,улица Ползунова,residential,18.5
w209287642,Бендеры,Хомутяновка,улица Ползунова,47,46.82477,29.46114,14.5,улица Ползунова,улица Ползунова,residential,20.4
w315425213,Бендеры,Хомутяновка,улица Ползунова,48,46.82488,29.46078,15.1,улица Ползунова,улица Ползунова,residential,21.3
w209287665,Бендеры,Хомутяновка,улица Ползунова,49,46.82465,29.46109,14.4,улица Ползунова,улица Ползунова,residential,20.1
w315425211,Бендеры,Хомутяновка,улица Ползунова,50,46.82475,29.46073,15.0,улица Ползунова,улица Ползунова,residential,21.1
w209287687,Бендеры,Хомутяновка,улица Ползунова,51,46.82452,29.46103,13.8,улица Ползунова,улица Ползунова,residential,19.2
w315425210,Бендеры,Хомутяновка,улица Ползунова,52,46.82462,29.46069,14.1,улица Ползунова,улица Ползунова,residential,20.0
w209287654,Бендеры,Хомутяновка,улица Ползунова,53,46.8244,29.46099,14.4,улица Ползунова,улица Ползунова,residential,20.0
w315425209,Бендеры,Хомутяновка,улица Ползунова,54,46.8245,29.46064,14.3,улица Ползунова,улица Ползунова,residential,20.2
w209287656,Бендеры,Хомутяновка,улица Ползунова,55,46.82429,29.46094,13.9,улица Ползунова,улица Ползунова,residential,19.3
w315425208,Бендеры,Хомутяновка,улица Ползунова,56,46.82438,29.46056,16.6,улица Ползунова,улица Ползунова,residential,23.6
w209416055,Бендеры,Хомутяновка,улица Ползунова,59,46.82392,29.46079,13.8,улица Ползунова,переулок Лермонтова,residential,15.0
w209416076,Бендеры,Хомутяновка,улица Ползунова,61,46.82378,29.46074,14.4,улица Ползунова,улица Ползунова,residential,19.7
w315193168,Бендеры,Хомутяновка,улица Ползунова,62,46.8239,29.46039,14.9,улица Ползунова,улица Ползунова,residential,21.3
w209416019,Бендеры,Хомутяновка,улица Ползунова,63,46.82366,29.4607,15.0,улица Ползунова,улица Ползунова,residential,20.6
w315193162,Бендеры,Хомутяновка,улица Ползунова,64,46.82377,29.46034,14.7,улица Ползунова,улица Ползунова,residential,21.0
w209416024,Бендеры,Хомутяновка,улица Ползунова,65,46.82354,29.46065,14.9,улица Ползунова,улица Ползунова,residential,20.5
w315193161,Бендеры,Хомутяновка,улица Ползунова,66,46.82365,29.46029,14.8,улица Ползунова,улица Ползунова,residential,21.1
w315193151,Бендеры,Хомутяновка,улица Ползунова,68,46.82358,29.45998,35.4,улица Ползунова,улица Ползунова,residential,50.0
w209416053,Бендеры,Хомутяновка,улица Ползунова,69,46.82328,29.46054,14.5,улица Ползунова,улица Ползунова,residential,20.1
w315193136,Бендеры,Хомутяновка,улица Ползунова,70,46.82338,29.46014,17.8,улица Ползунова,улица Ползунова,residential,25.2
w209416037,Бендеры,Хомутяновка,улица Ползунова,71,46.82312,29.4606,23.7,улица Ползунова,улица Ползунова,residential,32.9
w315193137,Бендеры,Хомутяновка,улица Ползунова,72,46.82327,29.46011,16.7,улица Ползунова,улица Ползунова,residential,23.7
w209416054,Бендеры,Хомутяновка,улица Ползунова,73,46.82303,29.46044,14.7,улица Ползунова,улица Ползунова,residential,20.3
w315425271,Бендеры,Хомутяновка,улица Ползунова,74,46.82314,29.46008,15.0,улица Ползунова,улица Ползунова,residential,21.4
w209416073,Бендеры,Хомутяновка,улица Ползунова,75,46.82292,29.46043,17.2,улица Ползунова,улица Ползунова,residential,23.8
w315108395,Бендеры,Хомутяновка,улица Ползунова,76,46.82302,29.45992,23.1,улица Ползунова,улица Ползунова,residential,32.8
w209287651,Бендеры,Хомутяновка,улица Ползунова,86,46.82475,29.46196,25.7,улица Бендерского Восстания,улица Бендерского Восстания,primary,35.9
w209287673,Бендеры,Хомутяновка,улица Ползунова,88,46.82461,29.46195,22.4,улица Бендерского Восстания,улица Бендерского Восстания,primary,31.1
w352111747,Бендеры,Хомутяновка,улица Полоза,2,46.82786,29.45212,24.9,улица Полоза,улица Полоза,residential,27.3
w352111750,Бендеры,Хомутяновка,улица Полоза,2а,46.82791,29.4524,8.7,улица Полоза,улица Полоза,residential,9.5
w352265854,Бендеры,Хомутяновка,улица Полоза,3,46.82808,29.45195,11.6,улица Полоза,улица Полоза,residential,12.8
w91850337,Бендеры,Хомутяновка,улица Полоза,4,46.82844,29.45216,18.3,,улица Полоза,residential,33.2
w352265855,Бендеры,Хомутяновка,улица Полоза,5,46.82816,29.45178,11.1,улица Полоза,улица Полоза,residential,12.4
w91850345,Бендеры,Хомутяновка,улица Полоза,6,46.82869,29.45253,15.5,,улица Полоза,residential,75.4
w209287637,Бендеры,Хомутяновка,улица Полоза,8,46.82911,29.45224,12.6,,улица Полоза,residential,104.7
w352263829,Бендеры,Хомутяновка,улица Полоза,9,46.82837,29.45133,10.3,улица Полоза,улица Полоза,residential,11.3
w209273564,Бендеры,Хомутяновка,улица Полоза,10,46.83014,29.45108,56.9,,улица Полоза,residential,157.0
w209287659,Бендеры,Хомутяновка,улица Полоза,10,46.82941,29.4521,13.5,,улица Полоза,residential,129.0
w352263828,Бендеры,Хомутяновка,улица Полоза,11,46.82844,29.45116,10.9,улица Полоза,улица Полоза,residential,11.9
w209287667,Бендеры,Хомутяновка,улица Полоза,12,46.8297,29.45195,12.4,,улица Полоза,residential,151.6
w352263824,Бендеры,Хомутяновка,улица Полоза,13,46.82851,29.451,11.0,улица Полоза,улица Полоза,residential,12.0
w209287681,Бендеры,Хомутяновка,улица Полоза,14,46.82877,29.45158,12.1,,улица Полоза,residential,40.6
w352263822,Бендеры,Хомутяновка,улица Полоза,15,46.82858,29.45079,13.2,улица Полоза,улица Полоза,residential,14.4
w209287660,Бендеры,Хомутяновка,улица Полоза,16,46.82936,29.45144,13.4,,улица Полоза,residential,94.1
w209287693,Бендеры,Хомутяновка,улица Полоза,18,46.8289,29.45101,18.5,,улица Полоза,residential,28.0
w209287671,Бендеры,Хомутяновка,улица Полоза,20,46.82922,29.45086,14.0,,улица Полоза,residential,53.7
w407354366,Бендеры,Шёлковый,улица Пугачёва,1,46.78471,29.4867,15.4,улица Пугачёва,улица Пугачёва,residential,15.4
w407354373,Бендеры,Шёлковый,улица Пугачёва,1,46.78478,29.48656,8.6,улица Пугачёва,улица Пугачёва,residential,8.9
w407354364,Бендеры,Шёлковый,улица Пугачёва,2,46.78497,29.4867,13.4,улица Пугачёва,улица Пугачёва,residential,13.4
w407354369,Бендеры,Шёлковый,улица Пугачёва,3,46.78469,29.48696,15.6,улица Пугачёва,улица Пугачёва,residential,15.6
w407354362,Бендеры,Шёлковый,улица Пугачёва,4,46.78496,29.48696,14.2,улица Пугачёва,улица Пугачёва,residential,14.3
w407354372,Бендеры,Шёлковый,улица Пугачёва,5,46.78468,29.48722,13.9,улица Пугачёва,улица Пугачёва,residential,14.4
w407354361,Бендеры,Шёлковый,улица Пугачёва,6,46.78493,29.48721,13.3,улица Пугачёва,улица Пугачёва,residential,13.0
w407354360,Бендеры,Шёлковый,улица Пугачёва,8,46.78491,29.48748,14.7,улица Пугачёва,улица Пугачёва,residential,14.4
w407354377,Бендеры,Шёлковый,улица Пугачёва,9,46.7846,29.48771,16.1,улица Пугачёва,улица Пугачёва,residential,16.7
w407354359,Бендеры,Шёлковый,улица Пугачёва,10,46.78487,29.48773,13.7,улица Пугачёва,улица Пугачёва,residential,13.3
w209654391,Бендеры,Хомутяновка,улица Сергея Ревенялэ,2,46.82277,29.46485,13.3,,переулок Бородина,residential,31.3
w209654392,Бендеры,Хомутяновка,улица Сергея Ревенялэ,2,46.82246,29.46482,13.0,,улица Халтурина,residential,26.9
w299629715,Бендеры,Хомутяновка,улица Сергея Ревенялэ,2а/1,46.82181,29.46418,17.9,,улица Халтурина,residential,61.2
w302074741,Бендеры,Хомутяновка,улица Сергея Ревенялэ,3,46.82231,29.46526,17.2,улица Сергея Ревенялэ,улица Сергея Ревенялэ,residential,24.2
w302074740,Бендеры,Хомутяновка,улица Сергея Ревенялэ,5,46.82209,29.46518,16.1,улица Сергея Ревенялэ,улица Сергея Ревенялэ,residential,22.4
n4835050372,Бендеры,Хомутяновка,улица Сергея Ревенялэ,"6 кв. 3,4",46.82335,29.46499,25.9,улица Сергея Ревенялэ,переулок Бородина,residential,34.9
w302074738,Бендеры,Хомутяновка,улица Сергея Ревенялэ,7,46.8217,29.4651,18.5,улица Сергея Ревенялэ,улица Сергея Ревенялэ,residential,26.1
n4835050371,Бендеры,Хомутяновка,улица Сергея Ревенялэ,8 кв. 1,46.82362,29.46508,15.2,улица Сергея Ревенялэ,улица Сергея Ревенялэ,residential,21.0
