canonical_address,full_address_ru,display_address_ru,settlement_ru,district_ru,street_ru,housenumber,coordinate_spread_m,candidate_uid,lon,lat,expected_km,status,resolution,direct_export_eligible
бендеры||улица петровского|4,"Бендеры, улица Петровского, дом 4",улица Петровского,Бендеры,,улица Петровского,4,544,w223676849,29.46607,46.84193,3.72,disputed,owner_review_required,False
бендеры||улица космонавтов|25,"Бендеры, улица Космонавтов, дом 25",улица Космонавтов (Бендеры),Бендеры,,улица Космонавтов,25,504,w47467966,29.47032,46.80051,3.866,disputed,owner_review_required,False
бендеры||улица космонавтов|25,"Бендеры, улица Космонавтов, дом 25",улица Космонавтов (Бендеры),Бендеры,,улица Космонавтов,25,504,w353619669,29.47695,46.79837,3.445,disputed,owner_review_required,False
бендеры||улица космонавтов|11,"Бендеры, улица Космонавтов, дом 11",улица Космонавтов (Бендеры),Бендеры,,улица Космонавтов,11,928,w47467968,29.46485,46.80058,4.245,disputed,owner_review_required,False
бендеры||улица космонавтов|11,"Бендеры, улица Космонавтов, дом 11",улица Космонавтов (Бендеры),Бендеры,,улица Космонавтов,11,928,w353619652,29.47706,46.79943,3.327,disputed,owner_review_required,False
бендеры||улица космонавтов|17,"Бендеры, улица Космонавтов, дом 17",улица Космонавтов (Бендеры),Бендеры,,улица Космонавтов,17,771,w47467970,29.46683,46.80066,4.108,disputed,owner_review_required,False
бендеры||улица космонавтов|17,"Бендеры, улица Космонавтов, дом 17",улица Космонавтов (Бендеры),Бендеры,,улица Космонавтов,17,771,w353619664,29.47697,46.79903,3.371,disputed,owner_review_required,False
бендеры||улица космонавтов|3,"Бендеры, улица Космонавтов, дом 3",улица Космонавтов (Бендеры),Бендеры,,улица Космонавтов,3,1015,w47467974,29.46362,46.80064,4.321,disputed,owner_review_required,False
бендеры||улица космонавтов|3,"Бендеры, улица Космонавтов, дом 3",улица Космонавтов (Бендеры),Бендеры,,улица Космонавтов,3,1015,w318122822,29.47697,46.80009,3.253,disputed,owner_review_required,False
бендеры||улица космонавтов|21,"Бендеры, улица Космонавтов, дом 21",улица Космонавтов (Бендеры),Бендеры,,улица Космонавтов,21,673,w47467975,29.46812,46.80058,4.033,disputed,owner_review_required,False
бендеры||улица космонавтов|21,"Бендеры, улица Космонавтов, дом 21",улица Космонавтов (Бендеры),Бендеры,,улица Космонавтов,21,673,w353619666,29.47698,46.79864,3.415,disputed,owner_review_required,False
