uid,osm_type,osm_id,unit_type,settlement,street_ru,housenumber,tier,lon,lat,weight,expected_km,expected_min,central_km,central_min,bam_km,bam_min,worst_origin_km,band_k4,band_k5
w827864398,w,827864398,unaddressed_residential_building,parkany,улица Ковалёва,,A,29.51677,46.8515,0.5,5.977,7.431,5.848,7.232,6.5465,8.487,8.316,3,4
n3773251959,n,3773251959,standalone_address_node,bender_core,улица 50 лет ВЛКСМ,6а,A,29.45795,46.8291,1.0,5.978,6.61,6.365,6.895,2.5152,3.512,6.365,3,4
w209267113,w,209267113,addressed_residential_building,bender_core,улица Панфилова,25,A,29.46576,46.83621,1.0,5.978,6.643,6.462,7.018,1.5313,2.64,6.462,3,4
w284637184,w,284637184,unaddressed_residential_building,protyagailovka,улица 50 лет Победы,,A,29.44718,46.82887,0.5,5.978,7.923,6.259,8.105,3.5849,5.867,6.259,3,4
w317656040,w,317656040,unaddressed_residential_building,parkany,Молодёжная улица,,A,29.52482,46.84668,0.5,5.978,8.85,5.85,8.65,6.548,9.905,8.317,3,4
w318072352,w,318072352,addressed_residential_building,bender_core,улица Ивана Шимкова,1,A,29.46559,46.83559,1.0,5.978,6.548,6.462,6.923,1.5312,2.545,6.462,3,4
w319135409,w,319135409,unaddressed_residential_building,bender_core,Фонтанная улица,,A,29.46436,46.8353,0.5,5.978,6.754,6.465,7.132,1.5049,2.72,6.465,3,4
w352158464,w,352158464,addressed_residential_building,protyagailovka,Гербовецкая улица,39,A,29.44318,46.82432,1.0,5.978,7.102,6.173,7.208,4.4666,5.82,6.256,3,4
w353258566,w,353258566,addressed_residential_building,protyagailovka,Главная улица,81,A,29.44307,46.82098,1.0,5.978,7.521,6.172,7.627,4.4658,6.238,6.255,3,4
w531697498,w,531697498,unaddressed_residential_building,giska,улица Бориса Главана,,A,29.44691,46.78329,0.5,5.978,7.036,5.89,6.908,8.5034,9.652,8.503,3,4
n2450962268,n,2450962268,addressed_residential_building,parkany,улица Горького,184,A,29.52886,46.82272,1.0,5.979,8.453,5.85,8.253,6.5484,9.508,8.317,3,4
n2457979574,n,2457979574,addressed_residential_building,parkany,улица Петра Николаева,176,A,29.50472,46.8544,1.0,5.979,6.67,5.85,6.47,6.5482,7.725,8.317,3,4
w438189018,w,438189018,unaddressed_residential_building,parkany,улица Чапаева,,A,29.52294,46.84749,0.5,5.979,8.741,5.851,8.542,6.5488,9.797,8.318,3,4
w531689512,w,531689512,unaddressed_residential_building,giska,улица 60 лет Октября,,A,29.45168,46.78528,0.5,5.979,7.443,5.89,7.315,8.504,10.058,8.504,3,4
w287722475,w,287722475,unaddressed_residential_building,parkany,улица Анатолия Макалича,,A,29.52804,46.84664,0.5,5.98,8.793,5.851,8.593,6.5493,9.848,8.318,3,4
w318072356,w,318072356,unaddressed_residential_building,bender_core,улица Панфилова,,A,29.46508,46.83585,0.5,5.98,6.462,6.464,6.837,1.5331,2.458,6.464,3,4
w352156644,w,352156644,addressed_residential_building,protyagailovka,Первомайская улица,10,A,29.44433,46.82497,1.0,5.98,7.236,6.174,7.342,4.4681,5.953,6.258,3,4
w445974177,w,445974177,unaddressed_residential_building,giska,улица Ленина,,A,29.44365,46.78247,0.5,5.98,6.701,5.892,6.573,8.5057,9.317,8.506,3,4
w513698407,w,513698407,unaddressed_residential_building,giska,улица Мира,,A,29.45236,46.78672,0.5,5.98,7.044,5.892,6.917,8.5056,9.66,8.506,3,4
n2459780627,n,2459780627,addressed_residential_building,parkany,улица Романенко,57,A,29.51114,46.85247,1.0,5.981,7.6,5.852,7.4,6.5501,8.655,8.319,3,4
w284637180,w,284637180,addressed_residential_building,protyagailovka,Санаторная улица,18,A,29.44764,46.82901,1.0,5.981,7.744,6.283,7.967,3.3808,5.285,6.283,3,4
w284637197,w,284637197,addressed_residential_building,bender_core,переулок Полоза,78,A,29.44849,46.82943,1.0,5.982,7.834,6.284,8.057,3.3818,5.375,6.284,3,4
w284637200,w,284637200,unaddressed_residential_building,bender_core,улица Интернационалистов,,A,29.44884,46.83021,0.5,5.982,8.076,6.284,8.298,3.3817,5.617,6.284,3,4
w319226811,w,319226811,unaddressed_residential_building,bender_core,улица Богдана Хмельницкого,,A,29.4627,46.83477,0.5,5.982,6.681,6.435,7.027,1.8572,2.975,6.435,3,4
w531696002,w,531696002,unaddressed_residential_building,giska,улица Бориса Главана,,A,29.44678,46.78351,0.5,5.982,7.044,5.894,6.917,8.5071,9.66,8.507,3,4
n2460033745,n,2460033745,addressed_residential_building,parkany,улица Романенко,62а,A,29.51155,46.85262,1.0,5.983,7.605,5.854,7.405,6.5522,8.66,8.321,3,4
w209273620,w,209273620,addressed_residential_building,bender_core,переулок Осипенко,1,A,29.45905,46.8304,1.0,5.983,6.918,6.37,7.203,2.5198,3.82,6.37,3,4
w318071343,w,318071343,unaddressed_residential_building,bender_core,улица Ивана Федько,,A,29.46703,46.83704,0.5,5.983,6.226,6.495,6.627,1.2568,1.958,6.495,3,4
w353046239,w,353046239,unaddressed_residential_building,protyagailovka,Главный переулок,,A,29.44386,46.82031,0.5,5.983,7.651,6.177,7.757,4.4707,6.368,6.26,3,4
n2458684427,n,2458684427,addressed_residential_building,parkany,улица Карла Маркса,196,A,29.51498,46.85217,1.0,5.984,7.233,5.855,7.033,6.5532,8.288,8.322,3,4
n2459265265,n,2459265265,addressed_residential_building,parkany,Молодёжная улица,26,A,29.52459,46.84671,1.0,5.984,8.865,5.856,8.665,6.554,9.92,8.323,3,4
w317656043,w,317656043,unaddressed_residential_building,parkany,Молодёжная улица,,A,29.52426,46.84668,0.5,5.984,8.863,5.856,8.663,6.5537,9.918,8.323,3,4
w513700736,w,513700736,unaddressed_residential_building,giska,улица Мира,,A,29.45256,46.7865,0.5,5.984,7.051,5.896,6.923,8.5093,9.667,8.509,3,4
n4818943282,n,4818943282,standalone_address_node,parkany,улица Петра Николаева,123,A,29.50304,46.85315,1.0,5.985,7.123,5.856,6.923,6.5542,8.178,8.323,3,4
w284755853,w,284755853,unaddressed_residential_building,parkany,улица Горького,,A,29.52933,46.82272,0.5,5.985,8.468,5.856,8.268,6.5546,9.523,8.324,3,4
w284755854,w,284755854,unaddressed_residential_building,parkany,улица Горького,,A,29.52881,46.82278,0.5,5.985,8.468,5.857,8.268,6.555,9.523,8.324,3,4
w319135400,w,319135400,unaddressed_residential_building,bender_core,улица Ивана Шимкова,,A,29.46493,46.83565,0.5,5.985,6.565,6.469,6.94,1.5382,2.562,6.469,3,4
n2459081212,n,2459081212,addressed_residential_building,parkany,улица Чапаева,115,A,29.52247,46.8475,1.0,5.986,8.758,5.857,8.558,6.5556,9.813,8.325,3,4
n2459722031,n,2459722031,addressed_residential_building,parkany,улица Петра Николаева,129,A,29.50319,46.85318,1.0,5.986,7.126,5.858,6.927,6.5559,8.182,8.325,3,4
w352067291,w,352067291,unaddressed_residential_building,parkany,улица Чапаева,,A,29.52243,46.84749,0.5,5.986,8.756,5.857,8.557,6.5553,9.812,8.324,3,4
n2459682710,n,2459682710,addressed_residential_building,parkany,улица Петра Николаева,104,A,29.50351,46.85324,1.0,5.987,7.128,5.858,6.928,6.5563,8.183,8.325,3,4
n2460744692,n,2460744692,addressed_residential_building,parkany,улица Ковалёва,10,A,29.51665,46.85158,1.0,5.987,7.458,5.859,7.258,6.5571,8.513,8.326,3,4
w318184629,w,318184629,unaddressed_residential_building,bender_core,улица Ивана Федько,,A,29.46678,46.83699,0.5,5.987,6.23,6.501,6.632,1.2518,1.953,6.501,3,4
w352285585,w,352285585,addressed_residential_building,bender_core,улица Калашникова,68,A,29.44902,46.82834,1.0,5.987,7.764,6.289,7.987,3.3871,5.305,6.289,3,4
w445974179,w,445974179,unaddressed_residential_building,giska,улица Ленина,,A,29.4432,46.78272,0.5,5.987,6.708,5.898,6.58,8.5119,9.323,8.512,3,4
n2459281682,n,2459281682,addressed_residential_building,parkany,Степная улица,26,A,29.52561,46.84653,1.0,5.988,8.811,5.859,8.612,6.5572,9.867,8.326,3,4
w284637185,w,284637185,addressed_residential_building,protyagailovka,улица 50 лет Победы,14,A,29.4467,46.82884,1.0,5.988,7.948,6.269,8.13,3.5952,5.892,6.269,3,4
w352158462,w,352158462,unaddressed_residential_building,protyagailovka,Гербовецкая улица,,A,29.44306,46.82433,0.5,5.988,7.116,6.182,7.222,4.476,5.833,6.265,3,4
w445974181,w,445974181,unaddressed_residential_building,giska,Учительская улица,,A,29.4442,46.78231,0.5,5.988,6.824,5.9,6.697,8.5135,9.44,8.514,3,4
w460232371,w,460232371,unaddressed_residential_building,parkany,улица Петра Николаева,,A,29.50437,46.85119,0.5,5.988,7.186,5.859,6.987,6.5572,8.242,8.326,3,4
n2450951770,n,2450951770,addressed_residential_building,parkany,улица Горького,159,A,29.52941,46.82275,1.0,5.989,8.478,5.861,8.278,6.559,9.533,8.328,3,4
w287722476,w,287722476,unaddressed_residential_building,,,,A,29.52863,46.84677,0.5,5.989,8.815,5.86,8.615,6.5585,9.87,8.328,3,4
w460232369,w,460232369,unaddressed_residential_building,parkany,улица Петра Николаева,,A,29.50367,46.85107,0.5,5.989,7.19,5.861,6.99,6.5586,8.245,8.328,3,4
n2459721985,n,2459721985,addressed_residential_building,parkany,улица Петра Николаева,99,A,29.50382,46.85109,1.0,5.99,7.191,5.861,6.992,6.5592,8.247,8.328,3,4
w284637183,w,284637183,unaddressed_residential_building,protyagailovka,улица 50 лет Победы,,A,29.44729,46.82901,0.5,5.99,7.953,6.271,8.135,3.597,5.897,6.271,3,4
w318072351,w,318072351,addressed_residential_building,bender_core,улица Ивана Шимкова,3,A,29.46553,46.83548,1.0,5.99,6.58,6.475,6.955,1.544,2.577,6.475,3,4
w318072355,w,318072355,unaddressed_residential_building,bender_core,улица Ивана Шимкова,,A,29.46511,46.83557,0.5,5.99,6.578,6.475,6.953,1.5436,2.575,6.475,3,4
w319226840,w,319226840,unaddressed_residential_building,bender_core,Фонтанная улица,,A,29.46349,46.83561,0.5,5.99,6.784,6.48,7.168,1.4895,2.683,6.48,3,4
w513698408,w,513698408,unaddressed_residential_building,giska,улица Мира,,A,29.45244,46.78681,0.5,5.99,7.059,5.902,6.932,8.5152,9.675,8.515,3,4
w531689511,w,531689511,unaddressed_residential_building,giska,улица 60 лет Октября,,A,29.45178,46.78535,0.5,5.99,7.469,5.901,7.342,8.515,10.085,8.515,3,4
w531697497,w,531697497,unaddressed_residential_building,giska,улица Бориса Главана,,A,29.44707,46.78333,0.5,5.99,7.064,5.902,6.937,8.5156,9.68,8.516,3,4
w318344309,w,318344309,addressed_residential_building,protyagailovka,Луговая улица,11,A,29.44679,46.82768,1.0,5.991,8.292,6.272,8.485,3.5982,6.133,6.272,3,4
w319135410,w,319135410,unaddressed_residential_building,bender_core,Фонтанная улица,,A,29.46423,46.83547,0.5,5.991,6.785,6.481,7.17,1.4889,2.682,6.481,3,4
w319226833,w,319226833,unaddressed_residential_building,bender_core,Фонтанная улица,,A,29.46371,46.83558,0.5,5.991,6.787,6.481,7.172,1.4884,2.68,6.481,3,4
n2457979573,n,2457979573,addressed_residential_building,parkany,улица Петра Николаева,178,A,29.50466,46.85452,1.0,5.992,6.683,5.864,6.483,6.5616,7.738,8.331,3,4
w209267144,w,209267144,unaddressed_residential_building,bender_core,улица Панфилова,,A,29.46537,46.83605,0.5,5.992,6.7,6.476,7.075,1.5454,2.697,6.476,3,4
w352736528,w,352736528,addressed_residential_building,protyagailovka,Главная улица,82,A,29.44327,46.8214,1.0,5.992,7.556,6.187,7.662,4.4804,6.273,6.27,3,4
w353258568,w,353258568,unaddressed_residential_building,protyagailovka,Главная улица,,A,29.44294,46.82108,0.5,5.992,7.554,6.186,7.66,4.4801,6.272,6.27,3,4
w531696004,w,531696004,unaddressed_residential_building,giska,улица Бориса Главана,,A,29.44692,46.78354,0.5,5.992,7.069,5.904,6.942,8.5178,9.685,8.518,3,4
n2458684432,n,2458684432,addressed_residential_building,parkany,улица Карла Маркса,151,A,29.51452,46.8522,1.0,5.993,7.248,5.865,7.048,6.5628,8.303,8.332,3,4
w315799708,w,315799708,unaddressed_residential_building,parkany,улица Ленина,,A,29.52005,46.81191,0.5,5.993,7.988,5.864,7.788,6.5622,9.043,8.331,3,4
w319135411,w,319135411,unaddressed_residential_building,bender_core,Фонтанная улица,,A,29.46446,46.83545,0.5,5.993,6.791,6.484,7.177,1.4863,2.675,6.484,3,4
w353258569,w,353258569,unaddressed_residential_building,protyagailovka,Главная улица,,A,29.44287,46.82101,0.5,5.993,7.556,6.187,7.662,4.4807,6.273,6.27,3,4
w438189017,w,438189017,unaddressed_residential_building,parkany,улица Чапаева,,A,29.52297,46.84762,0.5,5.993,8.775,5.864,8.575,6.5626,9.83,8.332,3,4
n2323589118,n,2323589118,addressed_residential_building,parkany,улица Мичурина,88,A,29.50782,46.85321,1.0,5.994,7.078,5.865,6.878,6.5635,8.133,8.332,3,4
n4478927871,n,4478927871,standalone_address_node,parkany,улица Мичурина,103,A,29.5072,46.85343,1.0,5.994,7.111,5.866,6.912,6.564,8.167,8.333,3,4
w317484805,w,317484805,unaddressed_residential_building,bender_core,Кишинёвская улица,,A,29.46777,46.83586,0.5,5.994,6.353,6.493,6.747,1.4004,2.155,6.493,3,4
w513700722,w,513700722,unaddressed_residential_building,giska,улица Мира,,A,29.4527,46.78652,0.5,5.994,7.066,5.906,6.938,8.5197,9.682,8.52,3,4
n2460690934,n,2460690934,addressed_residential_building,parkany,улица Русакова,76,A,29.51824,46.85082,1.0,5.995,7.408,5.867,7.208,6.5645,8.463,8.334,3,4
n2450962267,n,2450962267,addressed_residential_building,parkany,улица Горького,182,A,29.52888,46.82287,1.0,5.996,8.493,5.867,8.293,6.5653,9.548,8.334,3,4
w827864399,w,827864399,unaddressed_residential_building,parkany,улица Ковалёва,,A,29.51667,46.85166,0.5,5.996,7.478,5.867,7.278,6.5654,8.533,8.334,3,4
n2322107940,n,2322107940,addressed_residential_building,bender_core,улица Ивана Шимкова,2,A,29.46505,46.83551,1.0,5.997,6.595,6.482,6.97,1.5506,2.592,6.482,3,4
n2323589121,n,2323589121,addressed_residential_building,parkany,улица Мичурина,90,A,29.50758,46.85355,1.0,5.997,7.116,5.868,6.917,6.5664,8.172,8.335,3,4
n2458700720,n,2458700720,addressed_residential_building,parkany,улица Карла Маркса,198,A,29.51495,46.85229,1.0,5.997,7.253,5.869,7.053,6.5669,8.308,8.336,3,4
w209267136,w,209267136,unaddressed_residential_building,bender_core,Кишинёвская улица,,A,29.46715,46.83554,0.5,5.997,6.358,6.496,6.752,1.4034,2.16,6.496,3,4
w318072350,w,318072350,unaddressed_residential_building,bender_core,улица Ивана Шимкова,,A,29.46546,46.83543,0.5,5.997,6.595,6.482,6.97,1.5508,2.592,6.482,3,4
w318184628,w,318184628,unaddressed_residential_building,bender_core,улица Ивана Федько,,A,29.46669,46.83708,0.5,5.997,6.242,6.512,6.647,1.2403,1.938,6.512,3,4
w352158460,w,352158460,unaddressed_residential_building,protyagailovka,Гербовецкая улица,,A,29.44289,46.8243,0.5,5.997,7.131,6.191,7.237,4.4851,5.848,6.275,3,4
n2458208198,n,2458208198,addressed_residential_building,parkany,улица Мичурина,99,A,29.50728,46.85349,1.0,5.998,7.12,5.87,6.92,6.5676,8.175,8.337,3,4
n2459265239,n,2459265239,addressed_residential_building,parkany,Молодёжная улица,23,A,29.52431,46.8468,1.0,5.998,8.896,5.869,8.697,6.5673,9.952,8.336,3,4
n2459682703,n,2459682703,addressed_residential_building,parkany,улица Петра Николаева,86,A,29.50421,46.85107,1.0,5.998,7.213,5.87,7.013,6.5677,8.268,8.337,3,4
w317656045,w,317656045,unaddressed_residential_building,parkany,Молодёжная улица,,A,29.52436,46.84681,0.5,5.998,8.896,5.87,8.697,6.5676,9.952,8.336,3,4
w352067292,w,352067292,unaddressed_residential_building,parkany,улица Чапаева,,A,29.52238,46.8476,0.5,5.998,8.786,5.869,8.587,6.5674,9.842,8.336,3,4
w531690362,w,531690362,unaddressed_residential_building,giska,Госпитальная улица,,A,29.45081,46.78426,0.5,5.998,7.321,5.91,7.193,8.5233,9.937,8.523,3,4
w531690375,w,531690375,unaddressed_residential_building,giska,Госпитальная улица,,A,29.45104,46.78404,0.5,5.998,7.321,5.91,7.193,8.5236,9.937,8.524,3,4
n2459760242,n,2459760242,addressed_residential_building,parkany,улица Кирова,61,A,29.50689,46.85201,1.0,5.999,7.1,5.871,6.9,6.5689,8.155,8.338,3,4
n4466335364,n,4466335364,standalone_address_node,parkany,улица Петра Николаева,125,A,29.50307,46.85328,1.0,5.999,7.156,5.87,6.957,6.5684,8.212,8.337,3,4
w284637179,w,284637179,addressed_residential_building,protyagailovka,Санаторная улица,16,A,29.44756,46.82916,1.0,5.999,7.789,6.301,8.012,3.399,5.33,6.301,3,4
w351860338,w,351860338,unaddressed_residential_building,giska,Учительская улица,,A,29.44402,46.78204,0.5,5.999,6.851,5.911,6.723,8.5247,9.467,8.525,3,4
w352158458,w,352158458,addressed_residential_building,protyagailovka,Гербовецкая улица,41,A,29.44294,46.8244,1.0,5.999,7.134,6.194,7.24,4.4874,5.852,6.277,3,4
w445974182,w,445974182,unaddressed_residential_building,giska,Учительская улица,,A,29.4444,46.78228,0.5,5.999,6.851,5.911,6.723,8.5244,9.467,8.524,3,4
n2459081217,n,2459081217,addressed_residential_building,parkany,улица Чапаева,115а,A,29.52247,46.84763,1.0,6.0,8.791,5.872,8.592,6.5697,9.847,8.339,3,4
n2459722035,n,2459722035,addressed_residential_building,parkany,улица Петра Николаева,131,A,29.50316,46.85331,1.0,6.0,7.161,5.872,6.962,6.5699,8.217,8.339,3,4
n4818943348,n,4818943348,standalone_address_node,parkany,улица Петра Николаева,125,A,29.50316,46.85331,1.0,6.0,7.161,5.872,6.962,6.5699,8.217,8.339,3,4
w284637182,w,284637182,unaddressed_residential_building,protyagailovka,улица 50 лет Победы,,A,29.44708,46.82906,0.5,6.0,7.978,6.282,8.16,3.6076,5.922,6.282,3,4
w460232372,w,460232372,unaddressed_residential_building,parkany,улица Петра Николаева,,A,29.50437,46.85108,0.5,6.0,7.216,5.871,7.017,6.5693,8.272,8.338,3,4
n2460033744,n,2460033744,addressed_residential_building,parkany,улица Романенко,64,A,29.51144,46.85277,1.0,6.001,7.65,5.873,7.45,6.571,8.705,8.34,3,4
w317656044,w,317656044,unaddressed_residential_building,parkany,Молодёжная улица,,A,29.52477,46.84689,0.5,6.001,8.905,5.873,8.705,6.5707,9.96,8.34,3,4
w531690376,w,531690376,unaddressed_residential_building,giska,Госпитальная улица,,A,29.45114,46.78399,0.5,6.001,7.326,5.913,7.198,8.5264,9.942,8.526,3,4
n2459780628,n,2459780628,addressed_residential_building,parkany,улица Романенко,59,A,29.511,46.85264,1.0,6.002,7.651,5.873,7.452,6.5716,8.707,8.341,3,4
w284755856,w,284755856,unaddressed_residential_building,parkany,улица Горького,,A,29.52892,46.82292,0.5,6.002,8.508,5.873,8.308,6.5713,9.563,8.34,3,4
w531482496,w,531482496,unaddressed_residential_building,giska,улица 60 лет Октября,,A,29.45193,46.78539,0.5,6.002,7.498,5.913,7.37,8.5269,10.113,8.527,3,4
n2341956435,n,2341956435,addressed_residential_building,giska,Учительская улица,97,A,29.44409,46.78204,1.0,6.003,6.861,5.915,6.733,8.5288,9.477,8.529,3,4
w319135414,w,319135414,unaddressed_residential_building,bender_core,Фонтанная улица,,A,29.46427,46.8356,0.5,6.003,6.814,6.495,7.205,1.4746,2.647,6.495,3,4
w319226834,w,319226834,unaddressed_residential_building,bender_core,Фонтанная улица,,A,29.46376,46.8357,0.5,6.003,6.814,6.495,7.205,1.4744,2.647,6.495,3,4
w353045996,w,353045996,unaddressed_residential_building,parkany,улица Чапаева,,A,29.52306,46.84772,0.5,6.003,8.798,5.874,8.598,6.5723,9.853,8.341,3,4
w460232368,w,460232368,unaddressed_residential_building,parkany,улица Петра Николаева,,A,29.50375,46.85095,0.5,6.003,7.225,5.875,7.025,6.5731,8.28,8.342,3,4
w319135413,w,319135413,unaddressed_residential_building,bender_core,Фонтанная улица,,A,29.46452,46.83557,0.5,6.004,6.817,6.497,7.208,1.4728,2.643,6.497,3,4
w352736529,w,352736529,unaddressed_residential_building,protyagailovka,Главная улица,,A,29.44308,46.8214,0.5,6.004,7.584,6.199,7.69,4.4926,6.302,6.282,3,4
w445974176,w,445974176,unaddressed_residential_building,giska,улица Ленина,,A,29.44344,46.78231,0.5,6.004,6.728,5.916,6.6,8.5296,9.343,8.53,3,4
n2450951765,n,2450951765,addressed_residential_building,parkany,улица Горького,157,A,29.52945,46.82288,1.0,6.005,8.515,5.876,8.315,6.5742,9.57,8.343,3,4
n2458002336,n,2458002336,addressed_residential_building,parkany,улица Петра Николаева,155,A,29.5043,46.85462,1.0,6.005,6.695,5.877,6.495,6.5749,7.75,8.344,3,4
n2459281685,n,2459281685,addressed_residential_building,parkany,Степная улица,28,A,29.52557,46.84669,1.0,6.005,8.853,5.876,8.653,6.5744,9.908,8.343,3,4
w352669559,w,352669559,addressed_residential_building,bender_core,Пионерская улица,15,A,29.45854,46.83312,1.0,6.005,7.138,6.392,7.423,2.5422,4.04,6.392,3,4
n2341956433,n,2341956433,addressed_residential_building,giska,Учительская улица,95,A,29.44456,46.78228,1.0,6.006,6.868,5.918,6.74,8.5318,9.483,8.532,3,4
n2459721982,n,2459721982,addressed_residential_building,parkany,улица Петра Николаева,97,A,29.50386,46.85094,1.0,6.006,7.231,5.878,7.032,6.5756,8.287,8.345,3,4
w315357738,w,315357738,unaddressed_residential_building,parkany,улица Горького,,A,29.52947,46.8229,0.5,6.006,8.518,5.878,8.318,6.576,9.573,8.345,3,4
w460212924,w,460212924,unaddressed_residential_building,parkany,улица Кирова,,A,29.50689,46.85195,0.5,6.006,7.115,5.877,6.915,6.5752,8.17,8.344,3,4
w531442159,w,531442159,unaddressed_residential_building,giska,улица 60 лет Октября,,A,29.45182,46.7856,0.5,6.006,7.508,5.918,7.38,8.5315,10.123,8.531,3,4
w707614645,w,707614645,unaddressed_residential_building,protyagailovka,Главная улица,,A,29.44272,46.82108,0.5,6.006,7.589,6.2,7.695,4.4943,6.307,6.284,3,4
n2459265266,n,2459265266,addressed_residential_building,parkany,Молодёжная улица,28,A,29.52455,46.84692,1.0,6.007,8.918,5.878,8.718,6.5766,9.973,8.345,3,4
w318185752,w,318185752,unaddressed_residential_building,bender_core,Бельцкая улица,,A,29.46647,46.83712,0.5,6.007,6.254,6.525,6.662,1.2275,1.923,6.525,3,4
w403149057,w,403149057,unaddressed_residential_building,parkany,улица Русакова,,A,29.51837,46.85087,0.5,6.007,7.436,5.878,7.237,6.5763,8.492,8.345,3,4
w513698409,w,513698409,unaddressed_residential_building,giska,улица Мира,,A,29.45265,46.78687,0.5,6.007,7.084,5.919,6.957,8.5322,9.7,8.532,3,4
n2458243384,n,2458243384,addressed_residential_building,parkany,улица Мичурина,86,A,29.50785,46.85308,1.0,6.008,7.113,5.88,6.913,6.5778,8.168,8.347,3,4
n2458243387,n,2458243387,addressed_residential_building,parkany,улица Мичурина,93,A,29.50756,46.85298,1.0,6.009,7.115,5.88,6.915,6.5785,8.17,8.348,3,4
w531700728,w,531700728,unaddressed_residential_building,giska,Госпитальная улица,,A,29.44651,46.78195,0.5,6.009,7.116,5.921,6.988,8.5347,9.732,8.535,3,4
n2457979572,n,2457979572,addressed_residential_building,parkany,улица Петра Николаева,180,A,29.50466,46.85469,1.0,6.01,6.7,5.882,6.5,6.58,7.755,8.349,3,4
w315108145,w,315108145,unaddressed_residential_building,protyagailovka,Гербовецкая улица,,A,29.44338,46.82465,0.5,6.01,7.172,6.205,7.278,4.4983,5.89,6.288,3,4
w319226821,w,319226821,unaddressed_residential_building,bender_core,улица Герцена,,A,29.46283,46.83497,0.5,6.01,6.836,6.486,7.183,1.6606,3.108,6.486,3,4
w353046016,w,353046016,unaddressed_residential_building,parkany,улица Чапаева,,A,29.5223,46.8477,0.5,6.01,8.815,5.881,8.615,6.5792,9.87,8.348,3,4
w403149058,w,403149058,unaddressed_residential_building,parkany,улица Русакова,,A,29.51827,46.85068,0.5,6.01,7.501,5.881,7.302,6.5793,8.557,8.348,3,4
w438189016,w,438189016,unaddressed_residential_building,parkany,улица Чапаева,,A,29.52294,46.84777,0.5,6.01,8.816,5.882,8.617,6.5796,9.872,8.349,3,4
n2458684433,n,2458684433,addressed_residential_building,parkany,улица Карла Маркса,153,A,29.51448,46.85236,1.0,6.011,7.275,5.882,7.075,6.5804,8.33,8.349,3,4
n2458700722,n,2458700722,addressed_residential_building,parkany,улица Карла Маркса,200,A,29.51493,46.85241,1.0,6.011,7.275,5.882,7.075,6.5805,8.33,8.35,3,4
n2459147555,n,2459147555,addressed_residential_building,parkany,улица Чапаева,62,A,29.5228,46.84777,1.0,6.011,8.818,5.883,8.618,6.5808,9.873,8.35,3,4
w284637255,w,284637255,addressed_residential_building,protyagailovka,Луговая улица,9,A,29.4467,46.82785,1.0,6.011,8.367,6.292,8.56,3.6182,6.208,6.292,3,4
w319226818,w,319226818,unaddressed_residential_building,bender_core,улица Герцена,,A,29.46247,46.83504,0.5,6.011,6.837,6.486,7.185,1.6597,3.107,6.486,3,4
w420012792,w,420012792,unaddressed_residential_building,parkany,улица Русакова,,A,29.51785,46.85062,0.5,6.011,7.503,5.883,7.303,6.5806,8.558,8.35,3,4
n2459081223,n,2459081223,addressed_residential_building,parkany,улица Чапаева,117,A,29.52243,46.84773,1.0,6.012,8.82,5.883,8.62,6.5812,9.875,8.35,3,4
n2460690933,n,2460690933,addressed_residential_building,parkany,улица Русакова,74,A,29.51825,46.85066,1.0,6.012,7.505,5.883,7.305,6.5812,8.56,8.35,3,4
w284755855,w,284755855,unaddressed_residential_building,parkany,улица Горького,,A,29.5289,46.82302,0.5,6.012,8.533,5.884,8.333,6.5817,9.588,8.351,3,4
w531943292,w,531943292,unaddressed_residential_building,giska,улица Курило,,A,29.44386,46.78378,0.5,6.012,6.941,5.923,6.813,8.5371,9.557,8.537,3,4
n2450962266,n,2450962266,addressed_residential_building,parkany,улица Горького,180,A,29.52891,46.82302,1.0,6.013,8.533,5.884,8.333,6.5822,9.588,8.351,3,4
w319226813,w,319226813,addressed_residential_building,bender_core,улица Богдана Хмельницкого,30,A,29.4623,46.83483,1.0,6.013,6.754,6.466,7.1,1.8881,3.048,6.466,3,4
w209273580,w,209273580,addressed_residential_building,bender_core,Пионерская улица,7,A,29.46033,46.83215,1.0,6.014,7.56,6.401,7.845,2.5511,4.462,6.401,3,4
w317656170,w,317656170,unaddressed_residential_building,parkany,Молодёжная улица,,A,29.52467,46.84699,0.5,6.014,8.935,5.885,8.735,6.5832,9.99,8.352,3,4
w318185751,w,318185751,unaddressed_residential_building,bender_core,Бельцкая улица,,A,29.46655,46.83724,0.5,6.014,6.264,6.533,6.673,1.219,1.912,6.533,3,4
w319135415,w,319135415,unaddressed_residential_building,bender_core,Фонтанная улица,,A,29.46437,46.83571,0.5,6.014,6.841,6.509,7.238,1.4606,2.613,6.509,3,4
w352736532,w,352736532,addressed_residential_building,protyagailovka,Главная улица,84,A,29.44293,46.8214,1.0,6.014,7.607,6.208,7.713,4.5019,6.325,6.291,3,4
n2322107948,n,2322107948,addressed_residential_building,bender_core,Фонтанная улица,8,A,29.46384,46.83582,1.0,6.015,6.843,6.51,7.24,1.4598,2.612,6.51,3,4
w319226842,w,319226842,unaddressed_residential_building,bender_core,Фонтанная улица,,A,29.46379,46.83584,0.5,6.015,6.844,6.511,7.242,1.4592,2.61,6.511,3,4
w351860339,w,351860339,unaddressed_residential_building,giska,улица Ленина,,A,29.44375,46.78191,0.5,6.015,6.739,5.926,6.612,8.5399,9.355,8.54,3,4
