address_id,street,house_number,router_distance_km,nearest_threshold_km,distance_to_threshold_m,provisional_zone,neighbor_zone_discontinuity,snap_risk,manual_review_required,reason
n2453643615,улица Ворошилова,162,5.6347,5.577,57.7,Zone 4,True,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2453643616,улица Ворошилова,166,5.6321,5.577,55.1,Zone 4,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2453643618,улица Ворошилова,5,4.0138,4.076,62.2,Zone 2,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2453643619,улица Ворошилова,7,4.0331,4.076,42.9,Zone 2,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2453643620,улица Ворошилова,9,4.0518,4.076,24.2,Zone 2,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2453643621,улица Ворошилова,11,4.0691,4.076,6.9,Zone 2,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2453643622,улица Ворошилова,15,4.0930,4.076,17.0,Zone 3,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2453643623,улица Ворошилова,17,4.1126,4.076,36.6,Zone 3,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2453643628,улица Ворошилова,6,3.9865,4.076,89.5,Zone 2,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2453643629,улица Ворошилова,8,4.0008,4.076,75.2,Zone 2,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2453643630,улица Ворошилова,10,4.0149,4.076,61.1,Zone 2,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2453643631,улица Ворошилова,12,4.0309,4.076,45.1,Zone 2,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2453643632,улица Ворошилова,14,4.0468,4.076,29.2,Zone 2,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2453643633,улица Ворошилова,16,4.0639,4.076,12.1,Zone 2,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2453643634,улица Ворошилова,18,4.0811,4.076,5.1,Zone 3,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2453643635,улица Ворошилова,20,4.0984,4.076,22.4,Zone 3,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2453643636,улица Ворошилова,22,4.1154,4.076,39.4,Zone 3,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2453643637,улица Ворошилова,24,4.1318,4.076,55.8,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2453643638,улица Ворошилова,26,4.1471,4.076,71.1,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2453643639,улица Ворошилова,28,4.1610,4.076,85.0,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2454293012,улица Ворошилова,154,5.4166,5.577,160.4,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2454293013,улица Ворошилова,156,5.4349,5.577,142.1,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2454293014,улица Ворошилова,158,5.4556,5.577,121.4,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2454293015,улица Ворошилова,160,5.4752,5.577,101.8,Zone 3,True,False,True,WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2454871408,улица Котовского,19,3.9997,4.076,76.3,Zone 2,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2454871409,улица Котовского,21,4.0197,4.076,56.3,Zone 2,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2454871410,улица Котовского,23,4.0332,4.076,42.8,Zone 2,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2454871411,улица Котовского,25,4.0476,4.076,28.4,Zone 2,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2454871412,улица Котовского,29,4.0633,4.076,12.7,Zone 2,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2454871420,улица Котовского,16,3.9564,4.076,119.6,Zone 2,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2454871421,улица Котовского,18,3.9809,4.076,95.1,Zone 2,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2454871422,улица Котовского,20,4.0065,4.076,69.5,Zone 2,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2454871425,улица Котовского,32,4.1573,4.076,81.3,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2454871426,улица Котовского,30,4.1379,4.076,61.9,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2454871429,улица Котовского,34,4.1760,4.076,100.0,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2454871430,улица Котовского,36,4.1982,4.076,122.2,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2454871463,улица Котовского,33,4.1369,4.076,60.9,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2454871464,улица Котовского,37,4.1586,4.076,82.6,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2454871465,улица Котовского,41,4.1968,4.076,120.8,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2454871466,улица Котовского,39,4.1759,4.076,99.9,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2457278418,Комсомольская улица,44,4.0151,4.076,60.9,Zone 2,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2457278422,Комсомольская улица,46,4.0337,4.076,42.3,Zone 2,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2457278425,Комсомольская улица,48,4.0561,4.076,19.9,Zone 2,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2457278432,Комсомольская улица,52,4.1004,4.076,24.4,Zone 3,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2457278435,Комсомольская улица,54,4.1197,4.076,43.7,Zone 3,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2457278439,Комсомольская улица,56,4.1433,4.076,67.3,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2457278442,Комсомольская улица,58,4.1665,4.076,90.5,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2457278445,Комсомольская улица,60,4.1887,4.076,112.7,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2457402046,Комсомольская улица,41,4.0134,4.076,62.6,Zone 2,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2457402049,Комсомольская улица,43,4.0342,4.076,41.8,Zone 2,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2457402052,Комсомольская улица,45,4.0519,4.076,24.1,Zone 2,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2457402055,Комсомольская улица,47,4.0717,4.076,4.3,Zone 2,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2457402059,Комсомольская улица,49,4.0915,4.076,15.5,Zone 3,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2457402062,Комсомольская улица,51,4.1095,4.076,33.5,Zone 3,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2457402065,Комсомольская улица,53,4.1327,4.076,56.7,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2457402068,Комсомольская улица,55,4.1501,4.076,74.1,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2457402072,Комсомольская улица,57,4.1708,4.076,94.8,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2457402075,Комсомольская улица,61,4.1925,4.076,116.5,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2457518535,улица Будённого,8,5.4196,5.577,157.4,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2457518536,улица Будённого,10,5.4191,5.577,157.9,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2457518537,улица Будённого,12,5.4365,5.577,140.5,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2457518538,улица Будённого,14,5.4517,5.577,125.3,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2457518539,улица Будённого,16,5.4657,5.577,111.3,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2457518541,улица Будённого,18,5.4978,5.577,79.2,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2457518542,улица Будённого,20,5.5152,5.577,61.8,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2457518543,улица Будённого,22,5.5312,5.577,45.8,Zone 3,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2457518550,улица Маяковского,18,5.4247,5.577,152.3,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2457518551,улица Маяковского,20,5.4446,5.577,132.4,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2457518552,улица Маяковского,22,5.4677,5.577,109.3,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2457518553,улица Маяковского,24,5.4922,5.577,84.8,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2457518554,улица Маяковского,26,5.5100,5.577,67.0,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2457518555,улица Маяковского,28,5.5495,5.577,27.5,Zone 3,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2457518556,улица Маяковского,30,5.5644,5.577,12.6,Zone 3,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2457518557,улица Маяковского,32,5.5787,5.577,1.7,Zone 4,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2457518558,улица Маяковского,34,5.5921,5.577,15.1,Zone 4,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2457518559,улица Маяковского,36,5.6060,5.577,29.0,Zone 4,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2457518560,улица Маяковского,38,5.6201,5.577,43.1,Zone 4,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2457518561,улица Маяковского,40,5.6345,5.577,57.5,Zone 4,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2457518562,улица Маяковского,42,5.6506,5.577,73.6,Zone 4,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2457518563,улица Маяковского,46,5.6656,5.577,88.6,Zone 4,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2457566438,улица Гагарина,31,5.5341,5.577,42.9,Zone 3,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2457566439,улица Гагарина,33,5.5167,5.577,60.3,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2457566440,улица Гагарина,35,5.5000,5.577,77.0,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2457566441,улица Гагарина,37,5.4876,5.577,89.4,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2457566442,улица Гагарина,39,5.4736,5.577,103.4,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2457566443,улица Гагарина,39а,5.4586,5.577,118.4,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2457566444,улица Гагарина,41,5.4407,5.577,136.3,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2457566458,улица Гагарина,30,5.5314,5.577,45.6,Zone 3,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2457566459,улица Гагарина,32,5.5174,5.577,59.6,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2457566460,улица Гагарина,34,5.5004,5.577,76.6,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2457566461,улица Гагарина,36,5.4852,5.577,91.8,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2457566462,улица Гагарина,38,5.4692,5.577,107.8,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2457584926,улица Ленина,86а,4.0306,4.076,45.4,Zone 2,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2457584927,улица Ленина,88,4.0467,4.076,29.3,Zone 2,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2457584928,улица Ленина,90,4.0608,4.076,15.2,Zone 2,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2457584929,улица Ленина,92,4.0783,4.076,2.3,Zone 3,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2457584930,улица Ленина,94,4.0960,4.076,20.0,Zone 3,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2457584931,улица Ленина,96,4.1112,4.076,35.2,Zone 3,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2457584932,улица Ленина,98,4.1290,4.076,53.0,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2457584933,улица Ленина,100,4.1480,4.076,72.0,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2457584934,улица Ленина,102,4.1631,4.076,87.1,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2457584935,улица Ленина,104,4.1786,4.076,102.6,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2457584936,улица Ленина,106,4.1939,4.076,117.9,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2457589714,улица Ленина,78,3.9548,4.076,121.2,Zone 2,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2457589715,улица Ленина,80,3.9659,4.076,110.1,Zone 2,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2457589716,улица Ленина,82,3.9813,4.076,94.7,Zone 2,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2457589717,улица Ленина,84,3.9959,4.076,80.1,Zone 2,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2457589718,улица Ленина,86,4.0170,4.076,59.0,Zone 2,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2457590787,улица Ленина,79,3.9719,4.076,104.1,Zone 2,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2457590788,улица Ленина,81,3.9913,4.076,84.7,Zone 2,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2457590789,улица Ленина,83,4.0109,4.076,65.1,Zone 2,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2457591897,улица Ленина,83а,4.1368,4.076,60.8,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2457591898,улица Ленина,85,4.1321,4.076,56.1,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2457591899,улица Ленина,87,4.1465,4.076,70.5,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2457591900,улица Ленина,89,4.1649,4.076,88.9,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2457591901,улица Ленина,91,4.1837,4.076,107.7,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2457622753,улица Шевченко,63,3.9550,4.076,121.0,Zone 2,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2457622754,улица Шевченко,65,3.9810,4.076,95.0,Zone 2,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2457622756,улица Шевченко,67,4.0381,4.076,37.9,Zone 2,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2457622757,улица Шевченко,8,4.5974,4.076,521.4,Zone 3,True,False,True,NEIGHBOR_ZONE_DISCONTINUITY
n2457622758,улица Шевченко,71,4.0666,4.076,9.4,Zone 2,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2457622760,улица Шевченко,75,4.5961,4.076,520.1,Zone 3,True,False,True,NEIGHBOR_ZONE_DISCONTINUITY
n2457622761,улица Шевченко,77,4.5702,4.076,494.2,Zone 3,True,False,True,NEIGHBOR_ZONE_DISCONTINUITY
n2457974043,улица Кирова,148,5.5493,5.577,27.7,Zone 3,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2457974047,улица Кирова,146,5.5276,5.577,49.4,Zone 3,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2457974050,улица Кирова,144,5.5026,5.577,74.4,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2457974053,улица Кирова,142,5.4665,5.577,110.5,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2457974055,улица Кирова,140,5.4213,5.577,155.7,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2457979557,улица Кирова,158,5.6150,5.577,38.0,Zone 4,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2457979558,улица Кирова,160,5.6355,5.577,58.5,Zone 4,True,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2457979559,улица Петра Николаева,162,5.6579,5.577,80.9,Zone 4,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2457979560,улица Петра Николаева,162а,5.6770,5.577,100.0,Zone 4,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2457979561,улица Петра Николаева,164,5.7020,5.577,125.0,Zone 4,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2457979562,улица Петра Николаева,166,5.7214,5.577,144.4,Zone 4,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2457979563,улица Петра Николаева,168,5.7400,5.577,163.0,Zone 4,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2457994912,улица Петра Николаева,133а,5.5591,5.577,17.9,Zone 3,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2457994932,улица Петра Николаева,125а,5.4641,5.577,112.9,Zone 3,True,False,True,WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2458002332,улица Петра Николаева,147,5.7218,5.577,144.8,Zone 4,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2458317634,улица Мичурина,50,5.4237,5.577,153.3,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2458317637,улица Мичурина,52,5.4525,5.577,124.5,Zone 3,False,False,True,WITHIN_3_PERCENT_OF_THRESHOLD
n2458317668,улица Мичурина,74,5.6589,5.577,81.9,Zone 4,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2458317670,улица Мичурина,72,5.6425,5.577,65.5,Zone 4,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2458317672,улица Мичурина,70,5.6226,5.577,45.6,Zone 4,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2458317674,улица Мичурина,79,5.6487,5.577,71.7,Zone 4,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2458317676,улица Мичурина,68,5.6059,5.577,28.9,Zone 4,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2458317678,улица Мичурина,66,5.5856,5.577,8.6,Zone 4,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2458317680,улица Мичурина,64,5.5659,5.577,11.1,Zone 3,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2458317682,улица Мичурина,77,5.6287,5.577,51.7,Zone 4,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2458317684,улица Мичурина,75,5.6139,5.577,36.9,Zone 4,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2458317686,улица Мичурина,73,5.5962,5.577,19.2,Zone 4,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2458317689,улица Мичурина,71,5.5778,5.577,0.8,Zone 4,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2458317691,улица Мичурина,69,5.5576,5.577,19.4,Zone 3,True,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD;NEIGHBOR_ZONE_DISCONTINUITY
n2458317693,улица Мичурина,62,5.5494,5.577,27.6,Zone 3,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2458317695,улица Мичурина,60,5.5300,5.577,47.0,Zone 3,False,False,True,WITHIN_50M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2458317698,улица Мичурина,58,5.5101,5.577,66.9,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
n2458317700,улица Мичурина,56,5.4930,5.577,84.0,Zone 3,False,False,True,WITHIN_100M_OF_THRESHOLD;WITHIN_3_PERCENT_OF_THRESHOLD
