address_id,route_km,taxi_reference_rub,driver_best_take_rub,formula_fee_rub,client_saving_rub,driver_gap_rub,balanced_ok
w531651455,2.882,18.0,13.0,12,6.0,1.0,True
n2323574999,2.883,18.0,13.0,12,6.0,1.0,True
w161048739,2.885,18.0,13.0,12,6.0,1.0,True
w352306070,2.885,18.0,13.0,12,6.0,1.0,True
w354300764,2.887,18.0,13.0,12,6.0,1.0,True
w340414544,2.891,18.0,13.0,12,6.0,1.0,True
w323694276,2.892,18.0,13.0,12,6.0,1.0,True
w405169693,2.893,18.0,13.0,12,6.0,1.0,True
w340414535,2.895,18.0,13.0,12,6.0,1.0,True
w352307860,2.895,18.0,13.0,12,6.0,1.0,True
w531651451,2.897,18.0,13.0,12,6.0,1.0,True
w317089143,2.908,18.0,13.0,12,6.0,1.0,True
w352306787,2.911,18.0,13.0,12,6.0,1.0,True
w405169694,2.911,18.0,13.0,12,6.0,1.0,True
w323694277,2.912,18.0,13.0,12,6.0,1.0,True
w340414537,2.912,18.0,13.0,12,6.0,1.0,True
w352307861,2.912,18.0,13.0,12,6.0,1.0,True
w352306788,2.913,18.0,13.0,12,6.0,1.0,True
w352307862,2.925,18.0,13.0,12,6.0,1.0,True
w315035701,2.926,18.0,13.0,12,6.0,1.0,True
w315035700,2.928,18.0,13.0,12,6.0,1.0,True
w340414542,2.928,18.0,13.0,12,6.0,1.0,True
w317058938,2.929,18.0,13.0,12,6.0,1.0,True
w352306789,2.929,18.0,13.0,12,6.0,1.0,True
w352306791,2.93,18.0,13.0,12,6.0,1.0,True
w161048734,2.932,18.0,13.0,12,6.0,1.0,True
w47475158,2.933,18.0,13.0,12,6.0,1.0,True
w531651450,2.934,18.0,13.0,12,6.0,1.0,True
w405169691,2.937,18.0,13.0,12,6.0,1.0,True
w352307864,2.941,18.0,13.0,12,6.0,1.0,True
w209654376,2.944,18.0,13.0,12,6.0,1.0,True
w406631293,2.944,18.0,13.0,12,6.0,1.0,True
w352306790,2.947,18.0,13.0,12,6.0,1.0,True
w315036780,2.95,18.0,13.0,12,6.0,1.0,True
w352306792,2.95,18.0,13.0,12,6.0,1.0,True
w352307863,2.95,18.0,13.0,12,6.0,1.0,True
w428778441,2.951,18.0,13.0,12,6.0,1.0,True
w317089142,2.952,18.0,13.0,12,6.0,1.0,True
w354626503,2.954,18.0,13.0,12,6.0,1.0,True
w352307865,2.962,18.0,13.0,12,6.0,1.0,True
w161048749,2.971,18.0,13.0,12,6.0,1.0,True
w319384388,2.972,18.0,13.0,12,6.0,1.0,True
w354300756,2.972,18.0,13.0,12,6.0,1.0,True
w405169697,2.973,18.0,13.0,12,6.0,1.0,True
w354300763,2.975,18.0,13.0,12,6.0,1.0,True
w352307867,2.977,18.0,13.0,12,6.0,1.0,True
w354300759,2.988,18.0,13.0,12,6.0,1.0,True
w352306780,2.99,18.0,13.0,12,6.0,1.0,True
w209654289,2.991,18.0,13.0,12,6.0,1.0,True
w319384387,2.995,18.0,13.0,12,6.0,1.0,True
w352307871,3.0,18.0,13.0,13,5.0,0.0,True
w224082046,3.003,18.02,13.02,13,5.02,0.02,True
w352307872,3.003,18.02,13.02,13,5.02,0.02,True
w354300758,3.005,18.03,13.03,13,5.03,0.03,True
w352464261,3.02,18.12,13.12,13,5.12,0.12,True
w405169696,3.025,18.15,13.15,13,5.15,0.15,True
w317089144,3.026,18.16,13.16,13,5.16,0.16,True
w352307870,3.026,18.16,13.16,13,5.16,0.16,True
w353619657,3.026,18.16,13.16,13,5.16,0.16,True
w315848059,3.031,18.19,13.19,13,5.19,0.19,True
w317089145,3.035,18.21,13.21,13,5.21,0.21,True
w354300762,3.037,18.22,13.22,13,5.22,0.22,True
w209654351,3.038,18.23,13.23,13,5.23,0.23,True
w352468386,3.045,18.27,13.27,13,5.27,0.27,True
w352464262,3.046,18.28,13.28,13,5.28,0.28,True
w352464260,3.047,18.28,13.28,13,5.28,0.28,True
w531651458,3.048,18.29,13.29,13,5.29,0.29,True
w352307869,3.054,18.32,13.32,13,5.32,0.32,True
w47475182,3.054,18.32,13.32,13,5.32,0.32,True
w352468407,3.056,18.34,13.34,13,5.34,0.34,True
w352309082,3.062,18.37,13.37,13,5.37,0.37,True
w428778443,3.064,18.38,13.38,13,5.38,0.38,True
w352307873,3.065,18.39,13.39,13,5.39,0.39,True
w352309081,3.065,18.39,13.39,13,5.39,0.39,True
w352464259,3.066,18.4,13.4,13,5.4,0.4,True
w352312099,3.076,18.46,13.46,13,5.46,0.46,True
w350364157,3.079,18.47,13.47,13,5.47,0.47,True
w428778444,3.08,18.48,13.48,13,5.48,0.48,True
w352468410,3.086,18.52,13.52,13,5.52,0.52,True
w352464258,3.088,18.53,13.53,13,5.53,0.53,True
w352464255,3.09,18.54,13.54,13,5.54,0.54,True
w354300757,3.098,18.59,13.59,13,5.59,0.59,True
w352468414,3.1,18.6,13.6,13,5.6,0.6,True
w350364158,3.103,18.62,13.62,13,5.62,0.62,True
w353619668,3.104,18.62,13.62,13,5.62,0.62,True
w352464257,3.133,18.8,13.8,13,5.8,0.8,True
w352464254,3.137,18.82,13.82,13,5.82,0.82,True
w352306056,3.142,18.85,13.85,13,5.85,0.85,True
w352309085,3.147,18.88,13.88,13,5.88,0.88,True
w318188287,3.149,18.89,13.89,13,5.89,0.89,True
w352309529,3.152,18.91,13.91,13,5.91,0.91,True
w318188283,3.153,18.92,13.92,13,5.92,0.92,True
w352306057,3.158,18.95,13.95,13,5.95,0.95,True
w352468381,3.159,18.95,13.95,13,5.95,0.95,True
w47475169,3.16,18.96,13.96,13,5.96,0.96,True
w318188286,3.165,18.99,13.99,13,5.99,0.99,True
w96821759,3.171,19.03,14.03,14,5.03,0.03,True
w318188289,3.172,19.03,14.03,14,5.03,0.03,True
w352468384,3.175,19.05,14.05,14,5.05,0.05,True
w352312092,3.177,19.06,14.06,14,5.06,0.06,True
w318188288,3.178,19.07,14.07,14,5.07,0.07,True
w318188290,3.187,19.12,14.12,14,5.12,0.12,True
w352468398,3.189,19.13,14.13,14,5.13,0.13,True
w352309084,3.191,19.15,14.15,14,5.15,0.15,True
w352309777,3.192,19.15,14.15,14,5.15,0.15,True
w318188291,3.193,19.16,14.16,14,5.16,0.16,True
w47467972,3.193,19.16,14.16,14,5.16,0.16,True
w352312093,3.195,19.17,14.17,14,5.17,0.17,True
w352468412,3.195,19.17,14.17,14,5.17,0.17,True
w352309767,3.196,19.18,14.18,14,5.18,0.18,True
w352469700,3.198,19.19,14.19,14,5.19,0.19,True
w47475183,3.198,19.19,14.19,14,5.19,0.19,True
w352468394,3.2,19.2,14.2,14,5.2,0.2,True
w352469699,3.201,19.21,14.21,14,5.21,0.21,True
w318188293,3.202,19.21,14.21,14,5.21,0.21,True
w352468400,3.204,19.22,14.22,14,5.22,0.22,True
w352312096,3.211,19.27,14.27,14,5.27,0.27,True
w352309774,3.212,19.27,14.27,14,5.27,0.27,True
w352469704,3.212,19.27,14.27,14,5.27,0.27,True
w47475161,3.212,19.27,14.27,14,5.27,0.27,True
w352306067,3.215,19.29,14.29,14,5.29,0.29,True
w318188294,3.219,19.31,14.31,14,5.31,0.31,True
w352468396,3.22,19.32,14.32,14,5.32,0.32,True
w352309763,3.221,19.33,14.33,14,5.33,0.33,True
w352469701,3.222,19.33,14.33,14,5.33,0.33,True
w352309779,3.226,19.36,14.36,14,5.36,0.36,True
w352312097,3.226,19.36,14.36,14,5.36,0.36,True
w330410221,3.23,19.38,14.38,14,5.38,0.38,True
w47475167,3.231,19.39,14.39,14,5.39,0.39,True
w352309772,3.234,19.4,14.4,14,5.4,0.4,True
w47475156,3.236,19.42,14.42,14,5.42,0.42,True
w352469702,3.238,19.43,14.43,14,5.43,0.43,True
w47467969,3.239,19.43,14.43,14,5.43,0.43,True
n12143937485,3.241,19.45,14.45,14,5.45,0.45,True
w352468392,3.241,19.45,14.45,14,5.45,0.45,True
w352309776,3.245,19.47,14.47,14,5.47,0.47,True
w352306364,3.246,19.48,14.48,14,5.48,0.48,True
w330883126,3.252,19.51,14.51,14,5.51,0.51,True
w352306367,3.258,19.55,14.55,14,5.55,0.55,True
w47475181,3.26,19.56,14.56,14,5.56,0.56,True
w352306365,3.266,19.6,14.6,14,5.6,0.6,True
w160024295,3.267,19.6,14.6,14,5.6,0.6,True
w47475164,3.267,19.6,14.6,14,5.6,0.6,True
w330883125,3.268,19.61,14.61,14,5.61,0.61,True
w47475160,3.268,19.61,14.61,14,5.61,0.61,True
w318188296,3.271,19.63,14.63,14,5.63,0.63,True
n2325412688,3.28,19.68,14.68,14,5.68,0.68,True
w352309768,3.281,19.69,14.69,14,5.69,0.69,True
w352312134,3.282,19.69,14.69,14,5.69,0.69,True
w330410222,3.283,19.7,14.7,14,5.7,0.7,True
w352312135,3.284,19.7,14.7,14,5.7,0.7,True
w47475157,3.288,19.73,14.73,14,5.73,0.73,True
w47467973,3.289,19.73,14.73,14,5.73,0.73,True
w318188297,3.29,19.74,14.74,14,5.74,0.74,True
w352312132,3.3,19.8,14.8,14,5.8,0.8,True
w352312136,3.3,19.8,14.8,14,5.8,0.8,True
w318188298,3.304,19.82,14.82,14,5.82,0.82,True
w330410224,3.308,19.85,14.85,14,5.85,0.85,True
w352469712,3.311,19.87,14.87,14,5.87,0.87,True
w352469710,3.312,19.87,14.87,14,5.87,0.87,True
w352468401,3.313,19.88,14.88,14,5.88,0.88,True
w319390744,3.314,19.88,14.88,14,5.88,0.88,True
w352312139,3.314,19.88,14.88,14,5.88,0.88,True
w318188299,3.319,19.91,14.91,14,5.91,0.91,True
w47475180,3.319,19.91,14.91,14,5.91,0.91,True
w352469717,3.324,19.94,14.94,14,5.94,0.94,True
w405292300,3.324,19.94,14.94,14,5.94,0.94,True
w160024307,3.326,19.96,14.96,14,5.96,0.96,True
w310206419,3.326,19.96,14.96,14,5.96,0.96,True
w319390740,3.327,19.96,14.96,14,5.96,0.96,True
w352468405,3.327,19.96,14.96,14,5.96,0.96,True
w319390746,3.329,19.97,14.97,14,5.97,0.97,True
w47475165,3.331,19.99,14.99,14,5.99,0.99,True
w310206420,3.333,20.0,15.0,14,6.0,1.0,True
w319390755,3.333,20.0,15.0,14,6.0,1.0,True
w318188300,3.334,20.0,15.0,15,5.0,0.0,True
w405292301,3.334,20.0,15.0,15,5.0,0.0,True
w352312131,3.335,20.01,15.01,15,5.01,0.01,True
w318188258,3.336,20.02,15.02,15,5.02,0.02,True
w319390735,3.337,20.02,15.02,15,5.02,0.02,True
w352312130,3.338,20.03,15.03,15,5.03,0.03,True
w209262272,3.34,20.04,15.04,15,5.04,0.04,True
w320382878,3.34,20.04,15.04,15,5.04,0.04,True
w333999696,3.34,20.04,15.04,15,5.04,0.04,True
w319147348,3.342,20.05,15.05,15,5.05,0.05,True
w405292302,3.342,20.05,15.05,15,5.05,0.05,True
w96821767,3.345,20.07,15.07,15,5.07,0.07,True
w319390758,3.346,20.08,15.08,15,5.08,0.08,True
w352469718,3.346,20.08,15.08,15,5.08,0.08,True
w310206421,3.347,20.08,15.08,15,5.08,0.08,True
w318122808,3.347,20.08,15.08,15,5.08,0.08,True
w352312128,3.348,20.09,15.09,15,5.09,0.09,True
w47475148,3.35,20.1,15.1,15,5.1,0.1,True
w352312113,3.351,20.11,15.11,15,5.11,0.11,True
w318122843,3.354,20.12,15.12,15,5.12,0.12,True
w352312126,3.354,20.12,15.12,15,5.12,0.12,True
w319390733,3.356,20.14,15.14,15,5.14,0.14,True
w352312127,3.357,20.14,15.14,15,5.14,0.14,True
w319147347,3.359,20.15,15.15,15,5.15,0.15,True
w318122810,3.36,20.16,15.16,15,5.16,0.16,True
w352309769,3.361,20.17,15.17,15,5.17,0.17,True
w405292294,3.361,20.17,15.17,15,5.17,0.17,True
w47475176,3.361,20.17,15.17,15,5.17,0.17,True
w319390759,3.362,20.17,15.17,15,5.17,0.17,True
w320444326,3.364,20.18,15.18,15,5.18,0.18,True
w352312124,3.367,20.2,15.2,15,5.2,0.2,True
w319390729,3.372,20.23,15.23,15,5.23,0.23,True
w318122811,3.374,20.24,15.24,15,5.24,0.24,True
w319147346,3.375,20.25,15.25,15,5.25,0.25,True
w352312114,3.38,20.28,15.28,15,5.28,0.28,True
w225221603,3.383,20.3,15.3,15,5.3,0.3,True
w352312119,3.384,20.3,15.3,15,5.3,0.3,True
w352312123,3.384,20.3,15.3,15,5.3,0.3,True
w399048812,3.385,20.31,15.31,15,5.31,0.31,True
w318188260,3.387,20.32,15.32,15,5.32,0.32,True
w318122813,3.388,20.33,15.33,15,5.33,0.33,True
w319390760,3.388,20.33,15.33,15,5.33,0.33,True
w319147345,3.389,20.33,15.33,15,5.33,0.33,True
w319390725,3.389,20.33,15.33,15,5.33,0.33,True
w352312100,3.397,20.38,15.38,15,5.38,0.38,True
w318188261,3.4,20.4,15.4,15,5.4,0.4,True
w352312105,3.4,20.4,15.4,15,5.4,0.4,True
w47475152,3.401,20.41,15.41,15,5.41,0.41,True
w320382879,3.402,20.41,15.41,15,5.41,0.41,True
w96821681,3.404,20.42,15.42,15,5.42,0.42,True
w319147344,3.405,20.43,15.43,15,5.43,0.43,True
w404798031,3.406,20.44,15.44,15,5.44,0.44,True
w319390721,3.408,20.45,15.45,15,5.45,0.45,True
w352306368,3.408,20.45,15.45,15,5.45,0.45,True
w47475155,3.41,20.46,15.46,15,5.46,0.46,True
w352313149,3.412,20.47,15.47,15,5.47,0.47,True
w318188262,3.415,20.49,15.49,15,5.49,0.49,True
w319390762,3.417,20.5,15.5,15,5.5,0.5,True
w404774442,3.418,20.51,15.51,15,5.51,0.51,True
w352312102,3.419,20.51,15.51,15,5.51,0.51,True
w532683944,3.419,20.51,15.51,15,5.51,0.51,True
w319147343,3.42,20.52,15.52,15,5.52,0.52,True
w352307875,3.423,20.54,15.54,15,5.54,0.54,True
w405292292,3.423,20.54,15.54,15,5.54,0.54,True
n2325422554,3.424,20.54,15.54,15,5.54,0.54,True
n5168724812,3.424,20.54,15.54,15,5.54,0.54,True
w319390719,3.426,20.56,15.56,15,5.56,0.56,True
w399048811,3.426,20.56,15.56,15,5.56,0.56,True
w318122845,3.427,20.56,15.56,15,5.56,0.56,True
w352312109,3.428,20.57,15.57,15,5.57,0.57,True
w318188263,3.43,20.58,15.58,15,5.58,0.58,True
w319390765,3.432,20.59,15.59,15,5.59,0.59,True
w405292297,3.432,20.59,15.59,15,5.59,0.59,True
w225221602,3.434,20.6,15.6,15,5.6,0.6,True
w318188268,3.434,20.6,15.6,15,5.6,0.6,True
w319390737,3.435,20.61,15.61,15,5.61,0.61,True
w352313148,3.435,20.61,15.61,15,5.61,0.61,True
w320444322,3.436,20.62,15.62,15,5.62,0.62,True
w96821744,3.437,20.62,15.62,15,5.62,0.62,True
w404774441,3.439,20.63,15.63,15,5.63,0.63,True
w47467967,3.439,20.63,15.63,15,5.63,0.63,True
w319390717,3.441,20.65,15.65,15,5.65,0.65,True
w404771107,3.441,20.65,15.65,15,5.65,0.65,True
w318188302,3.444,20.66,15.66,15,5.66,0.66,True
w318188264,3.445,20.67,15.67,15,5.67,0.67,True
w319384383,3.446,20.68,15.68,15,5.68,0.68,True
w352312110,3.446,20.68,15.68,15,5.68,0.68,True
w318188267,3.449,20.69,15.69,15,5.69,0.69,True
w352469720,3.45,20.7,15.7,15,5.7,0.7,True
w404776025,3.45,20.7,15.7,15,5.7,0.7,True
w352469721,3.451,20.71,15.71,15,5.71,0.71,True
w404776033,3.451,20.71,15.71,15,5.71,0.71,True
w319616191,3.452,20.71,15.71,15,5.71,0.71,True
w165763744,3.454,20.72,15.72,15,5.72,0.72,True
w404771108,3.454,20.72,15.72,15,5.72,0.72,True
w404774440,3.456,20.74,15.74,15,5.74,0.74,True
w320444320,3.458,20.75,15.75,15,5.75,0.75,True
w320444304,3.46,20.76,15.76,15,5.76,0.76,True
w318188269,3.462,20.77,15.77,15,5.77,0.77,True
n4853320322,3.463,20.78,15.78,15,5.78,0.78,True
w352313147,3.463,20.78,15.78,15,5.78,0.78,True
w318188266,3.464,20.78,15.78,15,5.78,0.78,True
w405292298,3.464,20.78,15.78,15,5.78,0.78,True
w320444317,3.467,20.8,15.8,15,5.8,0.8,True
w352312112,3.468,20.81,15.81,15,5.81,0.81,True
w404774439,3.468,20.81,15.81,15,5.81,0.81,True
w404771109,3.469,20.81,15.81,15,5.81,0.81,True
w405171335,3.471,20.83,15.83,15,5.83,0.83,True
w320444305,3.473,20.84,15.84,15,5.84,0.84,True
w319616189,3.474,20.84,15.84,15,5.84,0.84,True
w318188270,3.475,20.85,15.85,15,5.85,0.85,True
w320444319,3.475,20.85,15.85,15,5.85,0.85,True
w352312107,3.478,20.87,15.87,15,5.87,0.87,True
w209262296,3.483,20.9,15.9,15,5.9,0.9,True
w320444313,3.483,20.9,15.9,15,5.9,0.9,True
w405171334,3.484,20.9,15.9,15,5.9,0.9,True
w352469714,3.489,20.93,15.93,15,5.93,0.93,True
w47467971,3.489,20.93,15.93,15,5.93,0.93,True
w318188274,3.49,20.94,15.94,15,5.94,0.94,True
w320444314,3.491,20.95,15.95,15,5.95,0.95,True
w404776027,3.491,20.95,15.95,15,5.95,0.95,True
w414674678,3.491,20.95,15.95,15,5.95,0.95,True
w320444312,3.496,20.98,15.98,15,5.98,0.98,True
w96821596,3.498,20.99,15.99,15,5.99,0.99,True
w352312106,3.499,20.99,15.99,15,5.99,0.99,True
n2325402378,3.501,21.01,16.01,16,5.01,0.01,True
w352469716,3.502,21.01,16.01,16,5.01,0.01,True
w225221600,3.506,21.04,16.04,16,5.04,0.04,True
w404859439,3.506,21.04,16.04,16,5.04,0.04,True
n4515161591,3.51,21.06,16.06,16,5.06,0.06,True
w320444308,3.51,21.06,16.06,16,5.06,0.06,True
w318188275,3.511,21.07,16.07,16,5.07,0.07,True
w320444307,3.512,21.07,16.07,16,5.07,0.07,True
w320444323,3.512,21.07,16.07,16,5.07,0.07,True
w404859435,3.513,21.08,16.08,16,5.08,0.08,True
w318188265,3.517,21.1,16.1,16,5.1,0.1,True
w319144175,3.517,21.1,16.1,16,5.1,0.1,True
w319144220,3.517,21.1,16.1,16,5.1,0.1,True
w404776029,3.52,21.12,16.12,16,5.12,0.12,True
w318188277,3.521,21.13,16.13,16,5.13,0.13,True
w404771112,3.526,21.16,16.16,16,5.16,0.16,True
w116073003,3.527,21.16,16.16,16,5.16,0.16,True
w404859440,3.528,21.17,16.17,16,5.17,0.17,True
w354300761,3.529,21.17,16.17,16,5.17,0.17,True
w309866944,3.531,21.19,16.19,16,5.19,0.19,True
w319144172,3.532,21.19,16.19,16,5.19,0.19,True
w319144217,3.533,21.2,16.2,16,5.2,0.2,True
w352470475,3.534,21.2,16.2,16,5.2,0.2,True
w404771117,3.534,21.2,16.2,16,5.2,0.2,True
w320444325,3.535,21.21,16.21,16,5.21,0.21,True
w318188278,3.536,21.22,16.22,16,5.22,0.22,True
w404859442,3.543,21.26,16.26,16,5.26,0.26,True
w319144169,3.547,21.28,16.28,16,5.28,0.28,True
w225221599,3.55,21.3,16.3,16,5.3,0.3,True
w319144191,3.55,21.3,16.3,16,5.3,0.3,True
w342058746,3.55,21.3,16.3,16,5.3,0.3,True
w352470477,3.55,21.3,16.3,16,5.3,0.3,True
w405171336,3.55,21.3,16.3,16,5.3,0.3,True
w318188280,3.551,21.31,16.31,16,5.31,0.31,True
w405171337,3.556,21.34,16.34,16,5.34,0.34,True
w319144165,3.559,21.35,16.35,16,5.35,0.35,True
n2325785717,3.562,21.37,16.37,16,5.37,0.37,True
w116073002,3.562,21.37,16.37,16,5.37,0.37,True
w225221601,3.562,21.37,16.37,16,5.37,0.37,True
w320444327,3.562,21.37,16.37,16,5.37,0.37,True
w319144188,3.563,21.38,16.38,16,5.38,0.38,True
w330410220,3.563,21.38,16.38,16,5.38,0.38,True
w352470459,3.563,21.38,16.38,16,5.38,0.38,True
w316026031,3.564,21.38,16.38,16,5.38,0.38,True
w352470478,3.565,21.39,16.39,16,5.39,0.39,True
n2323452875,3.567,21.4,16.4,16,5.4,0.4,True
w320444329,3.567,21.4,16.4,16,5.4,0.4,True
w330410217,3.567,21.4,16.4,16,5.4,0.4,True
w319144163,3.571,21.43,16.43,16,5.43,0.43,True
w96921985,3.571,21.43,16.43,16,5.43,0.43,True
w319616182,3.572,21.43,16.43,16,5.43,0.43,True
w342058738,3.574,21.44,16.44,16,5.44,0.44,True
w319144185,3.58,21.48,16.48,16,5.48,0.48,True
w319384381,3.583,21.5,16.5,16,5.5,0.5,True
w319144160,3.587,21.52,16.52,16,5.52,0.52,True
w404776036,3.587,21.52,16.52,16,5.52,0.52,True
w161048766,3.589,21.53,16.53,16,5.53,0.53,True
w319144223,3.591,21.55,16.55,16,5.55,0.55,True
w318702079,3.595,21.57,16.57,16,5.57,0.57,True
w342058739,3.596,21.58,16.58,16,5.58,0.58,True
w319400641,3.598,21.59,16.59,16,5.59,0.59,True
w319616184,3.601,21.61,16.61,16,5.61,0.61,True
w319144157,3.602,21.61,16.61,16,5.61,0.61,True
w330410219,3.602,21.61,16.61,16,5.61,0.61,True
w87493527,3.605,21.63,16.63,16,5.63,0.63,True
w342058741,3.611,21.67,16.67,16,5.67,0.67,True
w318702077,3.612,21.67,16.67,16,5.67,0.67,True
w319616171,3.613,21.68,16.68,16,5.68,0.68,True
w319400642,3.615,21.69,16.69,16,5.69,0.69,True
w342058744,3.626,21.76,16.76,16,5.76,0.76,True
w319144154,3.627,21.76,16.76,16,5.76,0.76,True
w318701866,3.632,21.79,16.79,16,5.79,0.79,True
n4243884391,3.636,21.82,16.82,16,5.82,0.82,True
w318701865,3.637,21.82,16.82,16,5.82,0.82,True
n4397874238,3.639,21.83,16.83,16,5.83,0.83,True
w319144151,3.642,21.85,16.85,16,5.85,0.85,True
w342058745,3.642,21.85,16.85,16,5.85,0.85,True
w352470488,3.643,21.86,16.86,16,5.86,0.86,True
w310488609,3.645,21.87,16.87,16,5.87,0.87,True
w319144200,3.647,21.88,16.88,16,5.88,0.88,True
w330883122,3.648,21.89,16.89,16,5.89,0.89,True
w319616162,3.651,21.91,16.91,16,5.91,0.91,True
w183481012,3.655,21.93,16.93,16,5.93,0.93,True
w353044457,3.655,21.93,16.93,16,5.93,0.93,True
w319144149,3.656,21.94,16.94,16,5.94,0.94,True
w404859441,3.658,21.95,16.95,16,5.95,0.95,True
w350364161,3.659,21.95,16.95,16,5.95,0.95,True
w310488608,3.662,21.97,16.97,16,5.97,0.97,True
w404859443,3.665,21.99,16.99,16,5.99,0.99,True
w319144146,3.671,22.03,17.03,17,5.03,0.03,True
w532689733,3.672,22.03,17.03,17,5.03,0.03,True
w441951719,3.674,22.04,17.04,17,5.04,0.04,True
w310206422,3.675,22.05,17.05,17,5.05,0.05,True
w350364160,3.676,22.06,17.06,17,5.06,0.06,True
w399048809,3.676,22.06,17.06,17,5.06,0.06,True
w115331498,3.682,22.09,17.09,17,5.09,0.09,True
w330410223,3.686,22.12,17.12,17,5.12,0.12,True
w399048970,3.691,22.15,17.15,17,5.15,0.15,True
w318701858,3.692,22.15,17.15,17,5.15,0.15,True
w319144143,3.693,22.16,17.16,17,5.16,0.16,True
w352470471,3.696,22.18,17.18,17,5.18,0.18,True
w96821642,3.697,22.18,17.18,17,5.18,0.18,True
w404798033,3.698,22.19,17.19,17,5.19,0.19,True
w399048971,3.702,22.21,17.21,17,5.21,0.21,True
w318701810,3.704,22.22,17.22,17,5.22,0.22,True
n5418190324,3.705,22.23,17.23,17,5.23,0.23,True
w319142248,3.705,22.23,17.23,17,5.23,0.23,True
w404776039,3.705,22.23,17.23,17,5.23,0.23,True
w299409645,3.709,22.25,17.25,17,5.25,0.25,True
w165763748,3.712,22.27,17.27,17,5.27,0.27,True
w319400643,3.715,22.29,17.29,17,5.29,0.29,True
w404774424,3.715,22.29,17.29,17,5.29,0.29,True
w667705936,3.716,22.3,17.3,17,5.3,0.3,True
w318701809,3.721,22.33,17.33,17,5.33,0.33,True
w352470465,3.721,22.33,17.33,17,5.33,0.33,True
n4397873703,3.724,22.34,17.34,17,5.34,0.34,True
w303917471,3.727,22.36,17.36,17,5.36,0.36,True
w399048972,3.728,22.37,17.37,17,5.37,0.37,True
n2325809577,3.729,22.37,17.37,17,5.37,0.37,True
n4397873350,3.729,22.37,17.37,17,5.37,0.37,True
w404774426,3.73,22.38,17.38,17,5.38,0.38,True
n2339271515,3.732,22.39,17.39,17,5.39,0.39,True
n4397873847,3.737,22.42,17.42,17,5.42,0.42,True
w404774423,3.741,22.45,17.45,17,5.45,0.45,True
w318701800,3.745,22.47,17.47,17,5.47,0.47,True
w404770766,3.745,22.47,17.47,17,5.47,0.47,True
w404774427,3.746,22.48,17.48,17,5.48,0.48,True
n2323672952,3.747,22.48,17.48,17,5.48,0.48,True
w159914378,3.747,22.48,17.48,17,5.48,0.48,True
w319144136,3.747,22.48,17.48,17,5.48,0.48,True
w352470466,3.747,22.48,17.48,17,5.48,0.48,True
w404791979,3.748,22.49,17.49,17,5.49,0.49,True
w330410218,3.759,22.55,17.55,17,5.55,0.55,True
w414674681,3.762,22.57,17.57,17,5.57,0.57,True
w318701796,3.763,22.58,17.58,17,5.58,0.58,True
w404770764,3.764,22.58,17.58,17,5.58,0.58,True
w319142246,3.765,22.59,17.59,17,5.59,0.59,True
w404772365,3.767,22.6,17.6,17,5.6,0.6,True
w404771116,3.772,22.63,17.63,17,5.63,0.63,True
w318701793,3.773,22.64,17.64,17,5.64,0.64,True
w414674683,3.774,22.64,17.64,17,5.64,0.64,True
w414674682,3.775,22.65,17.65,17,5.65,0.65,True
n11888388469,3.777,22.66,17.66,17,5.66,0.66,True
w404791980,3.778,22.67,17.67,17,5.67,0.67,True
w352313730,3.781,22.69,17.69,17,5.69,0.69,True
w352313728,3.783,22.7,17.7,17,5.7,0.7,True
w404770763,3.784,22.7,17.7,17,5.7,0.7,True
w404772364,3.786,22.72,17.72,17,5.72,0.72,True
w318701779,3.79,22.74,17.74,17,5.74,0.74,True
w319141456,3.79,22.74,17.74,17,5.74,0.74,True
w404791981,3.792,22.75,17.75,17,5.75,0.75,True
w532912846,3.796,22.78,17.78,17,5.78,0.78,True
w404772363,3.803,22.82,17.82,17,5.82,0.82,True
w404770762,3.806,22.84,17.84,17,5.84,0.84,True
w352313157,3.81,22.86,17.86,17,5.86,0.86,True
n4397873702,3.813,22.88,17.88,17,5.88,0.88,True
w319141455,3.813,22.88,17.88,17,5.88,0.88,True
w319616180,3.813,22.88,17.88,17,5.88,0.88,True
w404774413,3.813,22.88,17.88,17,5.88,0.88,True
w414674700,3.813,22.88,17.88,17,5.88,0.88,True
w399048973,3.814,22.88,17.88,17,5.88,0.88,True
w316026055,3.816,22.9,17.9,17,5.9,0.9,True
w399048815,3.816,22.9,17.9,17,5.9,0.9,True
w352470802,3.82,22.92,17.92,17,5.92,0.92,True
w319616179,3.823,22.94,17.94,17,5.94,0.94,True
w319141430,3.824,22.94,17.94,17,5.94,0.94,True
w318701776,3.825,22.95,17.95,17,5.95,0.95,True
w352313155,3.825,22.95,17.95,17,5.95,0.95,True
w352313729,3.825,22.95,17.95,17,5.95,0.95,True
w404772361,3.825,22.95,17.95,17,5.95,0.95,True
w414674701,3.827,22.96,17.96,17,5.96,0.96,True
w404791982,3.828,22.97,17.97,17,5.97,0.97,True
w404774412,3.832,22.99,17.99,17,5.99,0.99,True
w318701775,3.838,23.03,18.03,18,5.03,0.03,True
w352470806,3.838,23.03,18.03,18,5.03,0.03,True
w414674702,3.842,23.05,18.05,18,5.05,0.05,True
w319141431,3.844,23.06,18.06,18,5.06,0.06,True
w404791983,3.844,23.06,18.06,18,5.06,0.06,True
w352313152,3.845,23.07,18.07,18,5.07,0.07,True
