uid,address,territory,status,canonical_route_km,route_km,route_km_duration_opt,straight_km,crosses_checkpoint,external_km,base_price,external_surcharge,reference_price,internal_zone,routing_status,old_k4_zone_id
w290334301,"Бендеры, Коммунистическая улица, 115",Бендеры,routed,1.093,1.0922,1.0922,0.721,False,0.0,14.0,0.0,14.0,1,routed,1
w290334303,"Бендеры, Коммунистическая улица, 113",Бендеры,routed,1.08,1.0803,1.0803,0.718,False,0.0,14.0,0.0,14.0,1,routed,1
w290334304,"Бендеры, Коммунистическая улица, 111",Бендеры,routed,1.056,1.0558,1.0558,0.694,False,0.0,14.0,0.0,14.0,1,routed,1
w290334307,"Бендеры, Коммунистическая улица, 107",Бендеры,routed,1.032,1.0322,1.0322,0.673,False,0.0,14.0,0.0,14.0,1,routed,1
w290334308,"Бендеры, Коммунистическая улица, 109",Бендеры,routed,1.042,1.0412,1.0412,0.68,False,0.0,14.0,0.0,14.0,1,routed,1
w290336188,"Бендеры, Коммунистическая улица, 103",Бендеры,routed,1.013,1.0127,1.0127,0.658,False,0.0,14.0,0.0,14.0,1,routed,1
w290336191,"Бендеры, Комсомольская улица, 101",Бендеры,routed,1.004,0.9691,1.0043,0.638,False,0.0,14.0,0.0,14.0,1,routed,1
w290336193,"Бендеры, улица Кирова, 90",Бендеры,routed,1.287,1.2863,1.2863,0.866,False,0.0,14.0,0.0,14.0,1,routed,1
w290336602,"Бендеры, улица Кавриаго, 3",Бендеры,routed,1.368,1.368,1.368,0.877,False,0.0,14.0,0.0,14.0,1,routed,1
w290336603,"Бендеры, улица Кирова, 88",Бендеры,routed,1.261,1.2611,1.2611,0.847,False,0.0,14.0,0.0,14.0,1,routed,1
w290336605,"Бендеры, улица Кирова, 86",Бендеры,routed,1.224,1.2248,1.2248,0.818,False,0.0,14.0,0.0,14.0,1,routed,1
w290851732,"Бендеры, улица Калинина, 74",Бендеры,routed,0.92,0.9205,0.9205,0.601,False,0.0,14.0,0.0,14.0,1,routed,1
w290851733,"Бендеры, улица Дзержинского, 42A",Бендеры,routed,1.297,1.2967,1.2967,0.904,False,0.0,14.0,0.0,14.0,1,routed,1
w290851735,"Бендеры, улица Дзержинского, 42",Бендеры,routed,1.32,1.3203,1.3203,0.917,False,0.0,14.0,0.0,14.0,1,routed,1
w290851737,"Бендеры, улица Дзержинского, 34",Бендеры,routed,1.184,1.1842,1.1842,0.856,False,0.0,14.0,0.0,14.0,1,routed,1
w290851742,"Бендеры, улица Академика Фёдорова, 1/1",Бендеры,routed,0.964,0.9634,0.9634,0.853,False,0.0,14.0,0.0,14.0,1,routed,1
w290851748,"Бендеры, улица Дзержинского, 1",Бендеры,routed,1.046,1.0459,1.0459,0.854,False,0.0,14.0,0.0,14.0,1,routed,1
w290885033,"Бендеры, улица Калинина, 76",Бендеры,routed,0.94,0.9402,0.9402,0.619,False,0.0,14.0,0.0,14.0,1,routed,1
w291294913,"Бендеры, улица Шестакова, 60а",Бендеры,routed,0.795,0.7929,0.7929,0.553,False,0.0,14.0,0.0,14.0,1,routed,1
w291294914,"Бендеры, улица Шестакова, 60",Бендеры,routed,0.773,0.7721,0.7721,0.535,False,0.0,14.0,0.0,14.0,1,routed,1
w291294915,"Бендеры, улица Шестакова, 56",Бендеры,routed,0.735,0.7339,0.7339,0.504,False,0.0,14.0,0.0,14.0,1,routed,1
w291294916,"Бендеры, площадь Освобождения, 34",Бендеры,routed,0.311,0.311,0.311,0.222,False,0.0,14.0,0.0,14.0,1,routed,1
w291294918,"Бендеры, площадь Освобождения, 32",Бендеры,routed,0.297,0.2974,0.2974,0.209,False,0.0,14.0,0.0,14.0,1,routed,1
w291296565,"Бендеры, улица Шестакова, 54",Бендеры,routed,0.711,0.7089,0.7089,0.485,False,0.0,14.0,0.0,14.0,1,routed,1
w291296567,"Бендеры, улица Шестакова, 62",Бендеры,routed,0.806,0.8047,0.8047,0.553,False,0.0,14.0,0.0,14.0,1,routed,1
w291296569,"Бендеры, улица Шестакова, 58",Бендеры,routed,0.936,0.9358,0.9358,0.491,False,0.0,14.0,0.0,14.0,1,routed,1
w291296578,"Бендеры, Московская улица, 65",Бендеры,routed,0.719,0.7194,0.7194,0.498,False,0.0,14.0,0.0,14.0,1,routed,1
w291377830,"Бендеры, улица Кавриаго, 19",Бендеры,routed,1.059,1.0589,1.0589,0.731,False,0.0,14.0,0.0,14.0,1,routed,1
w291377832,"Бендеры, улица Калинина, 75",Бендеры,routed,1.152,1.1518,1.1518,0.688,False,0.0,14.0,0.0,14.0,1,routed,1
w291377833,"Бендеры, улица Калинина, 73",Бендеры,routed,1.016,1.0154,1.0154,0.673,False,0.0,14.0,0.0,14.0,1,routed,1
w291377835,"Бендеры, улица Калинина, 88",Бендеры,routed,1.134,1.1346,1.1346,0.724,False,0.0,14.0,0.0,14.0,1,routed,1
w291377836,"Бендеры, улица Калинина, 86",Бендеры,routed,1.152,1.1519,1.1519,0.705,False,0.0,14.0,0.0,14.0,1,routed,1
w291377837,"Бендеры, улица Калинина, 84",Бендеры,routed,1.009,1.0094,1.0094,0.684,False,0.0,14.0,0.0,14.0,1,routed,1
w291377839,"Бендеры, улица Калинина, 82",Бендеры,routed,0.991,0.9912,0.9912,0.673,False,0.0,14.0,0.0,14.0,1,routed,1
